"Gene","ENTREZID"
"NQO1","1728"
"TOMM22","56993"
"ISG20L2","81875"
"MPDZ","8777"
"VPS36","51028"
"CRIP1","1396"
"PSMB10","5699"
"CPVL","54504"
"ZNF425","155054"
"LRPPRC","10128"
"SEPTIN7P6","100418720"
"STAC3","246329"
"SOS1","6654"
"XRN2","22803"
"H2BC7","8343"
"WASH2P","375260"
"GPX4","2879"
"USP8","9101"
"TIMM50","92609"
"LAIR1","3903"
"MTSS1","9788"
"MTREX","23517"
"TRMT112","51504"
"ZNF704","619279"
"SACS","26278"
"NUDT4","11163"
"MYO1F","4542"
"KDM7A-DT","100134229"
"GTF2A1","2957"
"PLK4","10733"
"SLC25A42","284439"
"RPL8","6132"
"NT5C","30833"
"STAT1","6772"
"KDM6A","7403"
"OGFR","11054"
"RPL21P16","729402"
"TMEM256","254863"
"ZMYND11","10771"
"KPNA1","3836"
"GIPC1","10755"
"CSNK1G3","1456"
"CEP290","80184"
"PDS5A","23244"
"ARPP19","10776"
"PIK3R5","23533"
"HNRNPUL2","221092"
"CSGALNACT2","55454"
"IFT81","28981"
"CCDC28B","79140"
"QRSL1","55278"
"EIF2AK4","440275"
"ADAM9","8754"
"RB1","5925"
"RABGAP1","23637"
"CD59","966"
"MOB3B","79817"
"NUMB","8650"
"KDM5B","10765"
"CCDC125","202243"
"RMND5B","64777"
"EXOC6","54536"
"SPATS2L","26010"
"FBXW5","54461"
"USF2","7392"
"SEPTIN11","55752"
"DHX29","54505"
"ASCC1","51008"
"SYNGR2","9144"
"POGK","57645"
"CNN2","1265"
"EPC2","26122"
"SURF1","6834"
"TTC17","55761"
"GALK1","2584"
"RBAK","57786"
"PIP5KL1","138429"
"C2CD5","9847"
"LYN","4067"
"RPS20P14","440992"
"RPLP2","6181"
"SCRN1","9805"
"POLR2F","5435"
"OGFOD3","79701"
"USP48","84196"
"TMSB10","9168"
"PSMA3","5684"
"TST","7263"
"DOK1","1796"
"CDKN2AIP","55602"
"MBLAC2","153364"
"CEPT1","10390"
"ITGA2B","3674"
"ALDH4A1","8659"
"CLCN3","1182"
"APRT","353"
"NEDD4","4734"
"SUCLA2","8803"
"NSD3","54904"
"PLEKHF2","79666"
"PPP1R15A","23645"
"SEPTIN2","4735"
"EFCAB14","9813"
"POLR3K","51728"
"NGLY1","55768"
"NUDT16","131870"
"WASH4P","374677"
"RPS15","6209"
"KIF16B","55614"
"ZFP69","339559"
"SNRPD2","6633"
"PLK1","5347"
"GGTLC3","728226"
"CCDC92","80212"
"ZNF664","144348"
"RPL31","6160"
"HMGB3","3149"
"ARMCX1","51309"
"DENND4A","10260"
"IMPA1","3612"
"HPS1","3257"
"PDCD6IP","10015"
"SRI","6717"
"TALDO1","6888"
"CHUK","1147"
"ZNF511","118472"
"BLOC1S1","2647"
"MAPRE1","22919"
"RPAP3","79657"
"PPP2R2A","5520"
"MFAP4","4239"
"HSPBP1","23640"
"RPL13","6137"
"DNAJC14","85406"
"EBP","10682"
"PI4K2B","55300"
"NFE2L3","9603"
"CBX7","23492"
"APLP2","334"
"TPM3","7170"
"RO60","6738"
"ARPC1A","10552"
"TXLNGY","246126"
"LINC01366","257358"
"NDUFS3","4722"
"ERFE","151176"
"CHMP4BP1","100307126"
"BRSK2","9024"
"PPP2R3B","28227"
"HACL1","26061"
"CAPZA2","830"
"TXNRD1","7296"
"PES1","23481"
"SNRNP70","6625"
"RPL5","6125"
"CCNH","902"
"RXRA","6256"
"PRR5","55615"
"UBE3C","9690"
"AP3M2","10947"
"CLK4","57396"
"HMBS","3145"
"OLFML2B","25903"
"ANKMY1","51281"
"H2AC21","317772"
"CTDSPL","10217"
"KNL1","57082"
"EDF1","8721"
"NRGN","4900"
"ARHGAP6","395"
"SNRNP35","11066"
"MAP3K6","9064"
"NUP153","9972"
"RBM26","64062"
"ITGAL","3683"
"MGMT","4255"
"MTIF3","219402"
"MBD4","8930"
"LSM2","57819"
"PHF20L1","51105"
"REX1BD","55049"
"SNHG10","283596"
"SEC22B","9554"
"GALNT6","11226"
"GIT2","9815"
"ARL16","339231"
"RPS6KC1","26750"
"STXBP5","134957"
"G2E3","55632"
"PTER","9317"
"CNPY3","10695"
"TMSB4X","7114"
"ANKIB1","54467"
"CNNM2","54805"
"SYTL4","94121"
"CCDC66","285331"
"ITGB1BP2","26548"
"MICU1","10367"
"STAMBP","10617"
"CFAP36","112942"
"TCF7L1","83439"
"CPLANE1","65250"
"PPP3CB","5532"
"ATP5ME","521"
"RB1CC1","9821"
"TMED4","222068"
"MXD4","10608"
"M1AP","130951"
"GPER1","2852"
"WWC3","55841"
"RASGRP2","10235"
"PIK3C3","5289"
"MAP3K2","10746"
"MAP2K1","5604"
"NBL1","4681"
"CENPW","387103"
"PFDN4","5203"
"U2AF2","11338"
"DDIT3","1649"
"CCS","9973"
"MIOS","54468"
"SLC14A1","6563"
"WEE1","7465"
"TASOR2","54906"
"IMP4","92856"
"SNRPEP4","100130109"
"DDX54","79039"
"VPS4B","9525"
"ATP8B1","5205"
"ALKBH4","54784"
"CUL4A","8451"
"FBXO22","26263"
"MPND","84954"
"DTNB","1838"
"EIF2B4","8890"
"POLR2E","5434"
"ROBO1","6091"
"RBBP6","5930"
"RPSAP58",NA
"MCM5","4174"
"DIP2B","57609"
"NSUN2","54888"
"GATAD1","57798"
"GCNA","93953"
"NGRN","51335"
"KIF23","9493"
"TTF2","8458"
"SERPINB6","5269"
"HIPK1","204851"
"ARHGAP21","57584"
"DNAJA3","9093"
"INKA1","389119"
"B4GALT7","11285"
"PSMB4","5692"
"NFKBIL1","4795"
"STIL","6491"
"UBA6","55236"
"NDUFS8","4728"
"DNAJB9","4189"
"LIMA1","51474"
"COG6","57511"
"ZNF696","79943"
"SAMSN1","64092"
"TMX3","54495"
"IFI6","2537"
"GLO1","2739"
"STAP1","26228"
"RETREG3","162427"
"VAPB","9217"
"FADS1","3992"
"OSTM1","28962"
"CHMP7","91782"
"C17orf99","100141515"
"MZT2A","653784"
"DEFA8P","449491"
"BTG2","7832"
"ABRAXAS1","84142"
"BRCC3","79184"
"LRP10","26020"
"NOP53","29997"
"ANXA2R","389289"
"MISP3","113230"
"ETV3","2117"
"HEPH","9843"
"PDE12","201626"
"QSER1","79832"
"SNHG6","641638"
"METTL22","79091"
"ITGB3","3690"
"SRPK1","6732"
"MICOS13","125988"
"NOP10","55505"
"RPL11","6135"
"H2BC18","440689"
"THNSL1","79896"
"KLHL28","54813"
"NAA35","60560"
"MTR","4548"
"CHCHD2","51142"
"ABHD13","84945"
"LGALS3","3958"
"ATP5MG","10632"
"ZNF304","57343"
"DDX18","8886"
"TMEM106B","54664"
"GDAP1","54332"
"SLC39A3","29985"
"NOC3L","64318"
"COPZ2","51226"
"CHST14","113189"
"AZIN1","51582"
"PGK1","5230"
"NUP160","23279"
"SETX","23064"
"RPL36","25873"
"MARCHF7","64844"
"ZNF451","26036"
"PITPNB","23760"
"PLEKHB2","55041"
"ZEB2","9839"
"SETD2","29072"
"SCFD2","152579"
"CPQ","10404"
"RP2","6102"
"GPATCH2","55105"
"TNS1","7145"
"DNAJC17","55192"
"RPL38","6169"
"CXCL8","3576"
"ERO1A","30001"
"ZNF644","84146"
"NLN","57486"
"ECHS1","1892"
"ECH1","1891"
"PPFIA4","8497"
"SLC6A9","6536"
"KIAA0930","23313"
"CREB3L2","64764"
"PIK3C2A","5286"
"LINC00894",NA
"ROMO1","140823"
"PLPPR3","79948"
"VRK1","7443"
"SRP68","6730"
"MED11","400569"
"BCL7C","9274"
"ROCK2","9475"
"SIRT1","23411"
"DDHD2","23259"
"ZNF518B","85460"
"SGMS1","259230"
"SNX6","58533"
"NELFE","7936"
"MIER1","57708"
"ARMC5","79798"
"NSUN5","55695"
"RTRAF","51637"
"TPGS1","91978"
"C16orf91",NA
"ARHGAP18","93663"
"TBC1D32","221322"
"AURKA","6790"
"SULT1A1","6817"
"NR4A2","4929"
"ANKH","56172"
"IFIT1B","439996"
"INPP5K","51763"
"TRIP13","9319"
"VMP1","81671"
"HNRNPKP4","644063"
"LRRC45","201255"
"MRPS25","64432"
"B4GALT2","8704"
"DNAJB2","3300"
"METAP2","10988"
"DEF8","54849"
"FAM102B",NA
"ABCF2","10061"
"PDHA1","5160"
"COMMD4","54939"
"SP6","80320"
"UBL5","59286"
"TRMT6","51605"
"IKZF5","64376"
"TUBGCP4","27229"
"FRMD5","84978"
"CNST","163882"
"BLZF1","8548"
"ZC3HAV1","56829"
"TMEM161B-DT","100505894"
"FAM210A","125228"
"TMEM242","729515"
"ZNF888","388559"
"MSANTD4","84437"
"LSG1","55341"
"EEA1","8411"
"RPL39","6170"
"RCE1","9986"
"TRMT10A","93587"
"ZFAND2B","130617"
"CWF19L2","143884"
"CCNE2","9134"
"SMAP1","60682"
"ADCK2","90956"
"KYNU","8942"
"POLA2","23649"
"CLCN5","1184"
"CDCA8","55143"
"SH3TC2","79628"
"EPB41L2","2037"
"CTR9","9646"
"USP6NL","9712"
"PTPRB","5787"
"SWSAP1","126074"
"CDCA7","83879"
"SDHAP1","255812"
"CREBL2","1389"
"DDB2","1643"
"APC","324"
"ARID4B","51742"
"CDC20","991"
"RBBP5","5929"
"EIF3G","8666"
"TBC1D23","55773"
"ZBTB1","22890"
"B3GALT6","126792"
"RSRC2","65117"
"NKAPD1","55216"
"PUS1","80324"
"MYO1G","64005"
"STXBP3","6814"
"RPL27A","6157"
"RABL6","55684"
"SLC37A2","219855"
"OGT","8473"
"MUC5B","727897"
"GNAS","2778"
"OPTN","10133"
"PRKDC","5591"
"ZNF518A","9849"
"RFX8","731220"
"GNPTG","84572"
"MRPL55","128308"
"NUDC","10726"
"MSANTD2","79684"
"PTMS","5763"
"RAD23B","5887"
"AP3B2","8120"
"DIS3L","115752"
"CEP55","55165"
"SDHA","6389"
"PHTF1","10745"
"C13orf46","100507747"
"RPS19","6223"
"UBE2V1P2","730052"
"GOLGA5","9950"
"ADAM10","102"
"RPS3AP6","145767"
"RTN4","57142"
"TMEM120B","144404"
"SMC3","9126"
"H2AW",NA
"ZNF550","162972"
"TBCC","6903"
"DEPDC1","55635"
"RAB3GAP2","25782"
"GTF2E1","2960"
"RAB6A","5870"
"RIF1","55183"
"FAM3C","10447"
"GNPAT","8443"
"KIF3A","11127"
"WASH6P","653440"
"TOMM40","10452"
"SUZ12","23512"
"MFN1","55669"
"GEMIN2","8487"
"BCL2L1","598"
"SLC35C2","51006"
"LRMDA","83938"
"GMPSP1","728564"
"EHBP1L1","254102"
"POLE3","54107"
"TKT","7086"
"FOXN2","3344"
"SMNDC1","10285"
"TTYH1","57348"
"TSPOAP1","9256"
"SEPTIN6","23157"
"USP47","55031"
"RPRD1A","55197"
"YTHDC1","91746"
"PARP9","83666"
"MROH6","642475"
"CD53","963"
"POLR3H","171568"
"ENOPH1","58478"
"TSEN2","80746"
"DCXR","51181"
"FAM184A","79632"
"PDK3","5165"
"RAB40B","10966"
"RPS21","6227"
"USP44","84101"
"BPI","671"
"NDUFA3","4696"
"DLG1","1739"
"CCDC25","55246"
"ADGRL1","22859"
"LINC00570","100874055"
"B4GALT5","9334"
"C11orf54","28970"
"RAB5A","5868"
"LCA5","167691"
"ATP5F1D","513"
"ASCC3","10973"
"RBM12B","389677"
"EIF2AK2","5610"
"PATL1","219988"
"EEF1B2","1933"
"HEATR1","55127"
"B4GALT1","2683"
"COX14","84987"
"NECTIN2","5819"
"TMEM141","85014"
"PICK1","9463"
"PET100","100131801"
"ZFP91","80829"
"GUCD1","83606"
"ABHD1","84696"
"PMS1","5378"
"UCKL1","54963"
"CCDC191","57577"
"SLC26A6","65010"
"MT-TC",NA
"SNRPE","6635"
"RPL18","6141"
"TBC1D22A","25771"
"AHSA2P","130872"
"TOGARAM1","23116"
"MIAT","440823"
"MOB2","81532"
"RAB14","51552"
"FAM220A","84792"
"ERP29","10961"
"RBM10","8241"
"ARFIP2","23647"
"CCAR2","57805"
"TTC4","7268"
"YPEL3","83719"
"PDE3A","5139"
"RPL3P4","326307"
"CCDC88A","55704"
"LYL1","4066"
"RPL3","6122"
"SMU1","55234"
"CATSPERG","57828"
"FCN1","2219"
"ZCCHC8","55596"
"ENSA","2029"
"TOR1AIP1","26092"
"HINT3","135114"
"HIP1","3092"
"KLHL8","57563"
"FLYWCH2","114984"
"CHAMP1","283489"
"VAMP2","6844"
"PNMA1","9240"
"GSTCD","79807"
"COQ3","51805"
"NDFIP2","54602"
"TOR3A","64222"
"PICALM","8301"
"FAM83E","54854"
"CCDC88B","283234"
"LMNA","4000"
"TMEM44-AS1","100507297"
"PHACTR1","221692"
"ETFB","2109"
"NFKBIZ","64332"
"HMGXB4","10042"
"RPL7L1","285855"
"PFKP","5214"
"CCDC85B","11007"
"WASHC1","100287171"
"SRRM2-AS1","100128788"
"RPS15P4","401019"
"ZFHX2-AS1","109729160"
"SNRPB","6628"
"TSPO","706"
"KCTD18","130535"
"MAGT1","84061"
"RPL3P7","642741"
"GRB10","2887"
"RPL4","6124"
"PRPF40A","55660"
"CELF2","10659"
"C5orf51",NA
"FAM76B","143684"
"SNORD3A","780851"
"TRUB2","26995"
"RASA2","5922"
"SLC38A5","92745"
"KIF26A","26153"
"PNPLA6","10908"
"ALDOC","230"
"PNCK","139728"
"PIDD1","55367"
"POC1A","25886"
"TRMT1L","81627"
"NEDD9","4739"
"MAPRE2","10982"
"MSH2","4436"
"RACK1","10399"
"MKLN1","4289"
"MRPL33","9553"
"NME1","4830"
"YWHAG","7532"
"NME4","4833"
"RPL3P9","100128963"
"PRDM11","56981"
"SLC5A3","6526"
"TBC1D22A-DT","119863861"
"JPT1","51155"
"BTK","695"
"NUTM2G","441457"
"PRPF31","26121"
"CDK7","1022"
"FBXL15","79176"
"LCMT1","51451"
"NUDT2","318"
"CALM3","808"
"MTFR1","9650"
"SAMD4A","23034"
"PRKRA","8575"
"GLMN","11146"
"NIPSNAP2","2631"
"DDX56","54606"
"CTPS2","56474"
"PRKAR2A","5576"
"VAMP7","6845"
"NADK2","133686"
"RIPOR3","140876"
"PAQR4","124222"
"RPS11","6205"
"RBL2","5934"
"DPM3","54344"
"CFAP20DC","200844"
"ITCH","83737"
"POLQ","10721"
"CBFB","865"
"ZNF814","730051"
"NDUFS5","4725"
"PNN","5411"
"PRKCI","5584"
"SLC12A6","9990"
"OAZ1","4946"
"CBX1","10951"
"CENPF","1063"
"MZT2B","80097"
"ZNF394","84124"
"MANSC1","54682"
"GORAB","92344"
"SLC25A28","81894"
"SMC1B","27127"
"NDUFB5","4711"
"RALGAPA1","253959"
"SSR4","6748"
"ZYG11B","79699"
"MAD2L2","10459"
"FKBPL","63943"
"MEX3D","399664"
"PRPF19","27339"
"ERCC1","2067"
"SOD1","6647"
"NSL1","25936"
"CARS2","79587"
"CCDC47","57003"
"COPB1","1315"
"ALDH9A1","223"
"RANBP2","5903"
"SERGEF","26297"
"CNOT1","23019"
"FAM104A","84923"
"ERLIN2","11160"
"FBXW11","23291"
"SNIP1","79753"
"PTAR1","375743"
"DHRS4L2","317749"
"WDR48","57599"
"WTAP","9589"
"TMEM160","54958"
"SF3B5","83443"
"CCDC186","55088"
"RGPD8","727851"
"TMEM237","65062"
"MRPL58","3396"
"UBE4A","9354"
"RPS3AP26","644972"
"TUBB4B","10383"
"USP9Y","8287"
"CDK15","65061"
"CHORDC1","26973"
"MSH6","2956"
"UBXN6","80700"
"LRFN4","78999"
"ARPC3P3","729494"
"GFER","2671"
"RICTOR","253260"
"FAM229A","100128071"
"DNPH1","10591"
"ARHGAP45","23526"
"RNF214","257160"
"COA4","51287"
"CUL5","8065"
"DCTN4","51164"
"SLC48A1","55652"
"ORC2","4999"
"IMPDH1","3614"
"TXNDC17","84817"
"INTS6L","203522"
"NAP1L4P3","730174"
"ADGRG1","9289"
"TMOD3","29766"
"RRN3","54700"
"ZNF761","388561"
"ZNF317","57693"
"PTK2B","2185"
"ATP2B1","490"
"PLD1","5337"
"RANBP6","26953"
"CCDC124","115098"
"PXN","5829"
"NDUFA6","4700"
"SIN3A","25942"
"SREBF2-AS1","112637020"
"SLMAP","7871"
"CA2","760"
"NME6","10201"
"TEDC1","283643"
"ELAC2","60528"
"DCAF7","10238"
"CEACAM4","1089"
"SEPTIN7","989"
"AP5Z1","9907"
"KCND1","3750"
"USP16","10600"
"TXNDC5","81567"
"LNX2","222484"
"RNF146","81847"
"ZFAND2A","90637"
"GLS","2744"
"ARPC5L","81873"
"SNHG8","100093630"
"C4orf3","401152"
"PLEKHO1","51177"
"JTB","10899"
"ABCE1","6059"
"TCFL5","10732"
"RPL26P6","100131526"
"MRPL28","10573"
"NKG7","4818"
"UBAC1","10422"
"SH2B3","10019"
"KIAA0232","9778"
"PPP5C","5536"
"RN7SL3","378707"
"RAD18","56852"
"ELOB","6923"
"BCOR","54880"
"TMEM233","387890"
"LIMD2","80774"
"MTMR12","54545"
"KLF15","28999"
"LNPEP","4012"
"ZNF507","22847"
"NPTN","27020"
"MIATNB","102724827"
"CDC26P1","729948"
"MMS22L","253714"
"LRRC23","10233"
"CASP8AP2","9994"
"LRR1","122769"
"CD37","951"
"SMARCC1","6599"
"XPR1","9213"
"LRRC37B","114659"
"PISD","23761"
"RAP2C","57826"
"ZNF708","7562"
"ACADS","35"
"SYT11","23208"
"TFPT","29844"
"CSF2RB","1439"
"INTS6","26512"
"LONP2","83752"
"RPL6","6128"
"CYBB","1536"
"MEAF6","64769"
"KIF4A","24137"
"RPLP1P6","729416"
"NFE2","4778"
"NDEL1","81565"
"USP24","23358"
"PLAC4","191585"
"YWHAE","7531"
"SP110","3431"
"NFX1","4799"
"BRI3","25798"
"UQCR10","29796"
"FRG1-DT","728339"
"ZNF770","54989"
"UHRF1BP1",NA
"GFM1","85476"
"LYPLA1","10434"
"ACSL1","2180"
"TM9SF2","9375"
"MRPL27","51264"
"FUT11","170384"
"H3C3","8352"
"GADD45GIP1","90480"
"PKD1L3","342372"
"INTS11","54973"
"OSGEP","55644"
"STX8","9482"
"ECE1-AS1","100506801"
"ZNHIT6","54680"
"RNF213-AS1","100294362"
"THRAP3","9967"
"AGO1","26523"
"PRKACB","5567"
"NUDCD1","84955"
"SEC24A","10802"
"MGST3","4259"
"GEMIN5","25929"
"SPSB2","84727"
"BTBD8","284697"
"LAMTOR4","389541"
"ERI2","112479"
"MED4","29079"
"MKRN2","23609"
"AIDA","64853"
"LAMP2","3920"
"PAQR3","152559"
"ABRAXAS2","23172"
"XRN1","54464"
"RPL13AP20","387841"
"EIF4BP7","643873"
"ANKLE1","126549"
"ARHGAP11A","9824"
"S1PR4","8698"
"AHCY","191"
"ENG","2022"
"ILKAP","80895"
"GATA1","2623"
"MACROH2A2","55506"
"GNB2","2783"
"THAP7","80764"
"CCDC138","165055"
"ZMYND19","116225"
"LRCH1","23143"
"LBH","81606"
"ACTR2","10097"
"TUBGCP3","10426"
"KLHL20","27252"
"CAMSAP1","157922"
"COL18A1-AS2","100874236"
"WAPL","23063"
"WDR7","23335"
"SERPING1","710"
"ITGAV","3685"
"HMMR","3161"
"ZNF189","7743"
"ATP11C","286410"
"LAMTOR3","8649"
"JOSD1","9929"
"SKIV2L",NA
"THAP5","168451"
"CENPL","91687"
"HMGN4","10473"
"DNAJC10","54431"
"RAC1","5879"
"TOM1L1","10040"
"TSSC4","10078"
"SNX8","29886"
"HSP90AA2P","3324"
"NR2C1","7181"
"CCDC107","203260"
"ARF6","382"
"RPSAP19","730029"
"RPL24","6152"
"TRMT61A","115708"
"DYSF","8291"
"WDR82","80335"
"PEAR1","375033"
"COPA","1314"
"KMT2E","55904"
"SMARCD1","6602"
"VPS26A","9559"
"MTLN","205251"
"METTL14","57721"
"ABR","29"
"SEC14L3","266629"
"RPL32P18","644907"
"TNFAIP8L2","79626"
"PRR14","78994"
"UBE2S","27338"
"ACOT7","11332"
"PSMB1","5689"
"RPS4X","6191"
"FMR1","2332"
"FCF1","51077"
"BTN2A2","10385"
"MTARC1","64757"
"S100A13","6284"
"POLR2B","5431"
"USP1","7398"
"SELENOT","51714"
"ATF1","466"
"HSD17B12","51144"
"TADA3","10474"
"FOXP1","27086"
"ZNF428","126299"
"CTSS","1520"
"MRPL51","51258"
"RNF103","7844"
"PHPT1","29085"
"UNC45A","55898"
"TXNDC11","51061"
"RPE","6120"
"CFAP58","159686"
"PGBD2","267002"
"RBM23","55147"
"DENND3","22898"
"RASL11A","387496"
"GNPDA2","132789"
"DCK","1633"
"CENPB","1059"
"RDH10","157506"
"SPDYE22P","100420854"
"STXBP6","29091"
"HTRA2","27429"
"TIA1","7072"
"LINC00921","283876"
"DNAJB5","25822"
"UBXN10","127733"
"GLUD1","2746"
"CPAMD8","27151"
"SNHG30","105371743"
"UBL4A","8266"
"F13A1","2162"
"DYRK3","8444"
"MIR6859-3","102465910"
"MYOM2","9172"
"ANKRD13D","338692"
"NCOA5","57727"
"BUB1","699"
"RPL39P3","285785"
"RNASE3","6037"
"AAMP","14"
"RSAD1","55316"
"TACC3","10460"
"KLHL6","89857"
"BFSP1","631"
"SCOC","60592"
"ARMC1","55156"
"RPL37A","6168"
"ATG7","10533"
"HSPA1A","3303"
"LY9","4063"
"SCARF1","8578"
"SSU72","29101"
"UBAP1","51271"
"ACD","65057"
"MIS12","79003"
"DSG2","1829"
"FAM72B","653820"
"PTTG1IP","754"
"STK17B","9262"
"STRBP","55342"
"NDUFV1","4723"
"ZFY","7544"
"CPSF1","29894"
"SASH3","54440"
"ASH2L","9070"
"APBA2","321"
"SDC3","9672"
"TGFBR2","7048"
"BBS12","166379"
"PREPL","9581"
"ACSS1","84532"
"CCDC43","124808"
"BABAM1","29086"
"USHBP1","83878"
"PARG","8505"
"EIF3I","8668"
"ORM1","5004"
"SERF2","10169"
"MBNL2","10150"
"YY1AP1","55249"
"RN7SL4P","6030"
"PLCH2","9651"
"LYRM1","57149"
"CLIC1","1192"
"FTL","2512"
"CYTOR","112597"
"GMPPA","29926"
"MTMR2","8898"
"LINC02804",NA
"LRRN2","10446"
"SPCS3","60559"
"ACP4","93650"
"PEX16","9409"
"FOXJ2","55810"
"ANTKMT","65990"
"TRNT1","51095"
"ATF4","468"
"HERPUD2","64224"
"CEACAM8","1088"
"THNSL2","55258"
"FAM111A","63901"
"RUFY3","22902"
"TRAPPC11","60684"
"RAD9A","5883"
"SIGIRR","59307"
"EPS8","2059"
"B4GALT6","9331"
"ZBTB38","253461"
"CARMIL1","55604"
"SPDL1","54908"
"ZFYVE19","84936"
"IFI35","3430"
"NKAP","79576"
"RNH1","6050"
"XPO7","23039"
"RPS6","6194"
"PIGQ","9091"
"CTNNB1","1499"
"CUL4B","8450"
"RGS12","6002"
"HLA-B","3106"
"PRRC1","133619"
"SMC2","10592"
"IARS1","3376"
"ZBTB33","10009"
"CLUAP1","23059"
"LHFPL2","10184"
"CHAF1A","10036"
"PRKRIP1","79706"
"CEP97","79598"
"CD274","29126"
"UPF3B","65109"
"NUTF2","10204"
"HLA-DPB1","3115"
"NUP58","9818"
"LCAT","3931"
"ZNF675","171392"
"STT3B","201595"
"ACAA1","30"
"LINC01004","100216546"
"SCAPER","49855"
"TXNDC12","51060"
"RBM43","375287"
"GART","2618"
"MICOS10","440574"
"MTF2","22823"
"CARNMT1","138199"
"SLC44A1","23446"
"SLC25A46","91137"
"BIRC2","329"
"B3GLCT","145173"
"VAC14","55697"
"COX7B","1349"
"THAP4","51078"
"NOSIP","51070"
"RFPL2","10739"
"ADM","133"
"GLRX3","10539"
"GLRX5","51218"
"ZC3H14","79882"
"SAT2","112483"
"SLC25A36","55186"
"TMCO4","255104"
"QSOX1","5768"
"MRPS27","23107"
"CD84","8832"
"C1GALT1","56913"
"GOLGA7","51125"
"RPL9","6133"
"RING1","6015"
"ARL9","132946"
"TBC1D15","64786"
"ZNF227","7770"
"SLC30A9","10463"
"ZNF510","22869"
"GRPEL2","134266"
"RBM12","10137"
"PARP2","10038"
"PGM2","55276"
"SMARCA4","6597"
"RPL4P4","647276"
"VPS13C","54832"
"RAB32","10981"
"UBXN4","23190"
"H2BC9","8345"
"CUTC","51076"
"SRSF4","6429"
"RPL12","6136"
"ACSF2","80221"
"AGER","177"
"SGPP1","81537"
"AKAP8","10270"
"PLEKHJ1","55111"
"YWHAQ","10971"
"PKN2","5586"
"PDE8A","5151"
"EIF3D","8664"
"ZNF281","23528"
"POLA1","5422"
"RFC5","5985"
"SIGLEC6","946"
"PKM","5315"
"OXSR1","9943"
"ABCA5","23461"
"EID1","23741"
"PNPLA2","57104"
"TMSB4XP8","7117"
"WSB1","26118"
"MTRR","4552"
"ADPRH","141"
"DNA2","1763"
"PHLPP2","23035"
"CTIF","9811"
"BRMS1","25855"
"ZNF627","199692"
"NMD3","51068"
"TSTD2","158427"
"CDC26","246184"
"ACTL6A","86"
"STAG1","10274"
"PMM2","5373"
"NSMCE4A","54780"
"H4C2","8366"
"ARF4","378"
"LMNB1","4001"
"NPAT","4863"
"CUL9","23113"
"MDH2","4191"
"TBCB","1155"
"CBLL1","79872"
"COQ5","84274"
"RNF213","57674"
"IMPACT","55364"
"CYP2A6","1548"
"CCER2","643669"
"GNAI1","2770"
"ZRANB1","54764"
"PLIN2","123"
"MPDU1","9526"
"RECQL4","9401"
"RNF11","26994"
"ABCC5-AS1","100873982"
"CREM","1390"
"CKB","1152"
"PIP4K2A","5305"
"CCDC24","149473"
"PDS5B","23047"
"HCFC1R1","54985"
"CISD3","284106"
"MINDY3","80013"
"CFAP45","25790"
"ZNF622","90441"
"KCTD9","54793"
"RAP1B","5908"
"TRA2A","29896"
"EMSY","56946"
"USP51","158880"
"TRAF5","7188"
"SLC11A1","6556"
"PPP6C","5537"
"SNAPC3","6619"
"SERPINB9","5272"
"TWF1","5756"
"ZNF480","147657"
"MECR","51102"
"GCAT","23464"
"LRRC71","149499"
"CHEK1","1111"
"TRIM56","81844"
"SEC24D","9871"
"HNRNPF","3185"
"CEP192","55125"
"MRPL52","122704"
"VWCE","220001"
"ATP1B4","23439"
"ATP13A3","79572"
"BTBD6","90135"
"THOC2","57187"
"ACSL3","2181"
"SRP72","6731"
"YJU2","55702"
"DDHD1","80821"
"TRIM58","25893"
"GAR1","54433"
"FLJ20021","90024"
"C20orf144","128864"
"NFYA","4800"
"MIPOL1","145282"
"ZNF720",NA
"RRP1","8568"
"CISH","1154"
"PTK2","5747"
"SLC2A1","6513"
"BAHCC1","57597"
"UBE2F","140739"
"LRRC75A","388341"
"SLX9","85395"
"TAX1BP1","8887"
"PDSS1","23590"
"LIMS1","3987"
"SNX12","29934"
"SPATC1L","84221"
"INPP5F","22876"
"C16orf95-DT","101928659"
"RLIM","51132"
"SWT1","54823"
"RPL29","6159"
"CPSF2","53981"
"LAPTM4B","55353"
"TRPT1","83707"
"USP34","9736"
"KCNN4","3783"
"COMMD1","150684"
"GCLC","2729"
"OXSM","54995"
"RPL13A","23521"
"NRAS","4893"
"ITGB4","3691"
"IMPA2","3613"
"RPS14","6208"
"TVP23B","51030"
"VAPA","9218"
"CICP14","100130600"
"CFAP53","220136"
"TPR","7175"
"DGCR6L","85359"
"MRPL14","64928"
"MAOA","4128"
"AREL1","9870"
"CEP89","84902"
"TAF13","6884"
"TP53TG1","11257"
"XXYLT1","152002"
"ZFP64","55734"
"TTC21B","79809"
"NKPD1","284353"
"PXMP2","5827"
"CIZ1","25792"
"LGALSL","29094"
"TRIM46","80128"
"CCNT1","904"
"PAK2","5062"
"SNHG12","85028"
"COX17","10063"
"FGFR3","2261"
"PARK7","11315"
"MT-ND4",NA
"NEMP1","23306"
"LRRC29",NA
"PFDN6","10471"
"FAM222A","84915"
"SOCS4","122809"
"SNX9","51429"
"DCTD","1635"
"CEBPE","1053"
"CAPN3","825"
"DDX52","11056"
