ONTOLOGY,ID,Description,setSize,enrichmentScore,NES,pvalue,p.adjust,qvalue,rank,leading_edge,core_enrichment
BP,GO:0006071,glycerol metabolic process,15,-0.357309004,-0.949429744,0.530805687,0.818609498,0.7079878,1678,"tags=20%, list=10%, signal=18%",3952/2805/84649
MF,GO:0051721,protein phosphatase 2A binding,27,0.26985835,0.946552652,0.53125,0.818609498,0.7079878,1827,"tags=22%, list=11%, signal=20%",29966/6198/8877/6772/10776/2029
BP,GO:0030903,notochord development,11,-0.380869289,-0.93910773,0.53100159,0.818609498,0.7079878,5980,"tags=55%, list=36%, signal=35%",8463/286204/1280/23242/1305/10413
BP,GO:0046512,sphingosine biosynthetic process,12,-0.373546177,-0.93898819,0.530351438,0.818609498,0.7079878,4818,"tags=58%, list=29%, signal=42%",20/427/340485/56848/653308/9517/55304
BP,GO:0046520,sphingoid biosynthetic process,12,-0.373546177,-0.93898819,0.530351438,0.818609498,0.7079878,4818,"tags=58%, list=29%, signal=42%",20/427/340485/56848/653308/9517/55304
BP,GO:0044090,positive regulation of vacuole organization,20,0.281425098,0.937024587,0.531855956,0.818609498,0.7079878,2429,"tags=20%, list=14%, signal=17%",64112/22930/25782/5305
BP,GO:1902683,regulation of receptor localization to synapse,15,0.31434141,0.933313825,0.531165312,0.818609498,0.7079878,2043,"tags=33%, list=12%, signal=29%",3265/51304/7305/102/27020
BP,GO:0034333,adherens junction assembly,12,0.333450415,0.9313753,0.531914894,0.818609498,0.7079878,3043,"tags=50%, list=18%, signal=41%",7414/204851/1499/5062/2241/6904
BP,GO:0140374,antiviral innate immune response,16,0.303754543,0.929842668,0.532085561,0.818609498,0.7079878,78,"tags=12%, list=0%, signal=12%",1665/79844
CC,GO:0005845,mRNA cap binding complex,12,0.332617027,0.929047528,0.531914894,0.818609498,0.7079878,4055,"tags=42%, list=24%, signal=32%",1977/2332/23191/55421/8731
CC,GO:0034518,RNA cap binding complex,12,0.332617027,0.929047528,0.531914894,0.818609498,0.7079878,4055,"tags=42%, list=24%, signal=32%",1977/2332/23191/55421/8731
BP,GO:0072520,seminiferous tubule development,12,0.332465832,0.928625218,0.531914894,0.818609498,0.7079878,2783,"tags=33%, list=17%, signal=28%",57599/9289/49855/81930
BP,GO:0042220,response to cocaine,26,-0.312592884,-0.961692495,0.532448378,0.818841066,0.708188075,4609,"tags=50%, list=27%, signal=36%",5021/18/1996/3309/84152/890/1393/1020/6507/1785/8772/221935/1788
BP,GO:0043249,erythrocyte maturation,15,-0.356602094,-0.947551366,0.532385466,0.818841066,0.708188075,713,"tags=13%, list=4%, signal=13%",9991/28982
BP,GO:0006109,regulation of carbohydrate metabolic process,149,0.196597851,0.976547863,0.532608696,0.818924353,0.708260108,1994,"tags=17%, list=12%, signal=15%",3091/572/57223/5366/51094/64223/3487/5443/5166/3953/34/10269/5499/10776/151176/2852/57486/23411/51763/8473/10447/5165/51451/5903/2185
BP,GO:0046683,response to organophosphorus,99,-0.238718791,-0.961680865,0.532734275,0.818954204,0.708285925,1809,"tags=13%, list=11%, signal=12%",196/1902/10626/3784/7056/374/2230/57026/10060/5313/6715/29904/1373
BP,GO:0031113,regulation of microtubule polymerization,50,0.231475522,0.958857572,0.533333333,0.819711762,0.708941111,3350,"tags=30%, list=20%, signal=24%",6249/1859/10142/1027/9793/6188/22919/23116/157922/5879/3303/5058/6904/9659/25999
BP,GO:0010971,positive regulation of G2/M transition of mitotic cell cycle,26,-0.311844626,-0.959390478,0.533923304,0.820291648,0.709442636,868,"tags=35%, list=5%, signal=33%",219736/995/5890/3306/6240/51514/993/80174/4204
BP,GO:0010662,regulation of striated muscle cell apoptotic process,32,-0.296849396,-0.958596254,0.533910534,0.820291648,0.709442636,4227,"tags=25%, list=25%, signal=19%",93649/4058/815/4217/8996/23408/817/5514
BP,GO:0019216,regulation of lipid metabolic process,255,0.183091915,0.971108834,0.534351145,0.820576401,0.709688909,2693,"tags=20%, list=16%, signal=17%",10273/3815/51094/672/55294/5525/64223/55004/10613/10451/10196/5166/5978/55198/5140/29956/3417/5660/134429/7376/10269/7536/8877/4067/339559/151176/8721/2852/23411/79798/1389/5165/100287171/706/6647/11160/2185/83752/205251/157506/8898/133/57104/57674/5305/2181/5747/2261/8776/221955/23175/8525
BP,GO:0050773,regulation of dendrite development,82,-0.247664199,-0.970404748,0.534640523,0.820576401,0.709688909,4314,"tags=33%, list=26%, signal=25%",85442/25/23072/2043/120114/23242/153090/3706/6792/84709/23316/9820/29993/10507/26039/577/23098/5649/100528062/51188/64689/6383/5048/57118/51265/29904/1608
CC,GO:0001669,acrosomal vesicle,77,0.212717768,0.956218017,0.534412955,0.820576401,0.709688909,1438,"tags=14%, list=9%, signal=13%",3815/81892/8372/4179/2800/9043/22994/4521/64753/811/57082
BP,GO:0035924,cellular response to vascular endothelial growth factor stimulus,41,0.242252544,0.945292923,0.534482759,0.820576401,0.709688909,3757,"tags=29%, list=22%, signal=23%",116150/3315/7422/5291/8877/6091/25865/199731/493/7423/2549/1960
MF,GO:0008252,nucleotidase activity,12,0.332088972,0.927572592,0.534574468,0.820576401,0.709688909,1304,"tags=25%, list=8%, signal=23%",22978/54928/30833
BP,GO:0034244,negative regulation of transcription elongation by RNA polymerase II,16,0.300594796,0.920170163,0.534759358,0.820595522,0.709705446,3616,"tags=31%, list=21%, signal=25%",10915/7936/2146/51574/3192
BP,GO:0007205,protein kinase C-activating G protein-coupled receptor signaling pathway,16,-0.352769622,-0.946691935,0.535031847,0.820850372,0.709925857,1195,"tags=19%, list=7%, signal=17%",9162/8526/1608
BP,GO:0048194,Golgi vesicle budding,10,0.358384494,0.951949126,0.535248042,0.820926207,0.709991445,1921,"tags=30%, list=11%, signal=27%",55204/10959/5584
BP,GO:0030947,regulation of vascular endothelial growth factor receptor signaling pathway,22,0.274939903,0.930386113,0.535294118,0.820926207,0.709991445,2736,"tags=32%, list=16%, signal=27%",3091/4734/3690/2887/3087/25865/199731
BP,GO:0002822,regulation of adaptive immune response based on somatic recombination of immune receptors built from immunoglobulin superfamily domains,148,-0.22726003,-0.970578258,0.535802469,0.821542486,0.710524443,2298,"tags=17%, list=14%, signal=15%",4092/912/3133/10859/51561/8767/10673/196/55061/7855/3554/1378/7784/567/56940/9984/3606/920/7468/729230/80149/51010/11035/958/5590
BP,GO:0007292,female gamete generation,114,-0.235116234,-0.96021614,0.536082474,0.821689074,0.710651222,3010,"tags=21%, list=18%, signal=17%",91603/55124/4313/23424/388553/56776/9133/10766/3952/4846/3479/27030/9665/54852/7784/54937/2069/3020/11144/2120/221400/2620/85315/1730
MF,GO:0030552,cAMP binding,17,0.306067138,0.943060118,0.536111111,0.821689074,0.710651222,1906,"tags=24%, list=11%, signal=21%",5573/5577/9693/5576
BP,GO:1901976,regulation of cell cycle checkpoint,47,-0.272534926,-0.960768727,0.536684783,0.822404929,0.711270341,1241,"tags=15%, list=7%, signal=14%",9587/7919/9984/1843/3619/10116/5514
BP,GO:0010232,vascular transport,66,-0.254619447,-0.956101883,0.537333333,0.822706697,0.71153133,3826,"tags=35%, list=23%, signal=27%",9498/81031/6509/3177/23428/6508/1244/9194/6507/6543/5243/6558/553/9429/114134/8671/10057/11309/64849/4036/10060/10396/8884
BP,GO:0150104,transport across blood-brain barrier,66,-0.254619447,-0.956101883,0.537333333,0.822706697,0.71153133,3826,"tags=35%, list=23%, signal=27%",9498/81031/6509/3177/23428/6508/1244/9194/6507/6543/5243/6558/553/9429/114134/8671/10057/11309/64849/4036/10060/10396/8884
BP,GO:0051057,positive regulation of small GTPase mediated signal transduction,54,-0.264098195,-0.9537321,0.537414966,0.822706697,0.71153133,3886,"tags=33%, list=23%, signal=26%",5294/6714/653160/5159/221002/9290/50937/2828/2841/5649/2151/1902/5923/3479/11214/157285/335/10161
BP,GO:0034505,tooth mineralization,17,-0.345015517,-0.950837305,0.537383178,0.822706697,0.71153133,1872,"tags=24%, list=11%, signal=21%",265/123041/54757/5465
BP,GO:0097094,craniofacial suture morphogenesis,11,-0.379262992,-0.935147093,0.53736089,0.822706697,0.71153133,2442,"tags=27%, list=15%, signal=23%",158326/84314/497189
BP,GO:0000904,cell morphogenesis involved in differentiation,532,-0.207375834,-0.983567917,0.537578288,0.822793435,0.711606347,4616,"tags=31%, list=27%, signal=23%",333/4692/90249/55740/54413/5800/1996/26084/6722/353116/9706/8851/4854/91663/11313/4853/85442/3475/57154/4781/23022/25/6474/56288/6477/23072/2043/55558/2115/51062/399/27185/3798/9404/120114/9499/5364/23242/6812/1002/673/5728/64221/6714/2909/57580/374946/1944/4855/3897/104/4858/23499/1889/5881/10319/3706/6792/1020/11078/5080/1072/1382/84628/23380/26115/6507/4137/2033/23316/347733/10013/23303/7070/9820/1785/9048/4241/5864/3480/575/57493/85451/60/6239/8322/4647/4983/2064/4915/10507/8609/5034/5314/23768/5361/5629/1855/4146/26039/65059/577/7204/3996/23098/5649/23181/8499/1955/5318/1948/57556/25932/139065/8482/100528062/51188/9369/133418/2011/128637/2050/8976/999/64689/6383/23542/1123/1306/84446/57453/92211/23189/79600/219699/81/5797/5048/25861/7399/547/654429/10090/10371/120892/7408/51057/6405/5727/3073/335/51265/7301/10675/3912/9378/2335/6905/8153/3908/3280/29904/3913/10642/80725/9638
BP,GO:0051093,negative regulation of developmental process,631,0.175633815,1.018811243,0.537783688,0.822880631,0.71168176,2974,"tags=21%, list=18%, signal=18%",10541/2200/3091/122953/51232/3815/51316/664/5781/8372/6678/23405/6049/6093/51094/4602/7037/1869/7057/3688/54623/55294/80014/7001/7046/7337/6272/27250/3397/10363/8835/55692/8367/79577/3659/9043/1977/58516/5978/84376/55435/55198/7422/6595/1027/5140/1656/29956/7178/7376/9693/753/10011/3845/1870/5291/811/22852/6772/440275/5925/4067/3149/2852/55841/1649/8451/57609/3690/5230/9274/9475/23411/9646/51742/8473/57142/23512/598/11007/706/865/10459/6647/2185/25942/54880/6599/26523/2623/81606/3685/382/6602/57721/27086/7048/166379/55810/22902/1499/171392/6597/23461/25855/86/8366/22876/80128/2261/3087/10419/4091/10519/9275/10252/64783/8360/4057/7494/50807/84062/10443/6259/56834/2146/8361/10075/259266/2874/2969/6696
CC,GO:0016528,sarcoplasm,73,-0.251421378,-0.963273406,0.537848606,0.822880631,0.71168176,1467,"tags=16%, list=9%, signal=15%",55151/84502/818/6695/10523/126306/3708/10456/115908/817/347273/6547
BP,GO:0001696,gastric acid secretion,12,-0.37207012,-0.935277806,0.538338658,0.823303808,0.712047751,6211,"tags=58%, list=37%, signal=37%",6446/29887/7349/5021/3274/5733/3784
BP,GO:0035330,regulation of hippo signaling,22,0.274423096,0.928637259,0.538235294,0.823303808,0.712047751,1481,"tags=18%, list=9%, signal=17%",80014/57561/79817/55841
BP,GO:0060384,innervation,15,-0.354368689,-0.941616837,0.538704581,0.823700127,0.712390514,6773,"tags=67%, list=40%, signal=40%",5582/8829/5270/494470/9860/104/1889/26018/55959/10371
BP,GO:0060393,regulation of pathway-restricted SMAD protein phosphorylation,36,0.251165628,0.952665906,0.539215686,0.824318233,0.712925093,2613,"tags=28%, list=16%, signal=24%",7046/7272/4035/90/6386/753/2022/7048/83891/4091
BP,GO:0090218,positive regulation of lipid kinase activity,29,-0.301885465,-0.955479164,0.539473684,0.824549237,0.713124881,2522,"tags=31%, list=15%, signal=26%",6714/5159/2322/2247/388121/22863/5156/3667/5155
BP,GO:0042476,odontogenesis,69,-0.25311153,-0.95390532,0.539703903,0.8247377,0.713287876,1872,"tags=14%, list=11%, signal=13%",265/947/5054/5156/123041/54757/5465/860/362/3912
BP,GO:0009166,nucleotide catabolic process,62,0.222592209,0.961753866,0.539923954,0.824910553,0.713437371,3145,"tags=26%, list=19%, signal=21%",9583/254552/8801/22978/8802/11163/30833/8803/131870/8930/10591/11332/5151/25939/79077/3251
BP,GO:0002483,antigen processing and presentation of endogenous peptide antigen,18,-0.343111639,-0.952302996,0.540372671,0.825269211,0.713747562,4379,"tags=28%, list=26%, signal=21%",3136/3107/3133/567/6890
CC,GO:0030057,desmosome,18,-0.342797871,-0.951432135,0.540372671,0.825269211,0.713747562,1904,"tags=22%, list=11%, signal=20%",84260/5318/83700/8502
MF,GO:0030507,spectrin binding,22,-0.322412857,-0.94859424,0.540785498,0.82573621,0.714151454,4795,"tags=41%, list=28%, signal=29%",2784/10540/5148/119/4647/287/4651/57662/1780
BP,GO:0071549,cellular response to dexamethasone stimulus,23,0.282246289,0.960685912,0.541176471,0.826035201,0.714410041,1289,"tags=22%, list=8%, signal=20%",1977/358/6198/3717/9101
BP,GO:0050667,homocysteine metabolic process,10,-0.396779462,-0.947234549,0.541195477,0.826035201,0.714410041,2229,"tags=20%, list=13%, signal=17%",4522/1373
BP,GO:1903901,negative regulation of viral life cycle,20,-0.338404196,-0.95924734,0.541341654,0.82609486,0.714461638,1325,"tags=15%, list=8%, signal=14%",11074/81603/10581
BP,GO:0048144,fibroblast proliferation,84,0.208013339,0.953631061,0.542016807,0.82696156,0.715211218,2757,"tags=25%, list=16%, signal=21%",1869/3265/3981/3976/79577/983/358/23515/10728/6277/10269/8877/11285/3690/54700/23063/1499/22954/79733/10933/81857
BP,GO:0032611,interleukin-1 beta production,72,-0.248390055,-0.950746055,0.543046358,0.827576926,0.715743427,1523,"tags=19%, list=9%, signal=18%",7099/8767/3479/10626/4671/3428/7855/373509/10333/10392/80149/335/4088/58484
BP,GO:0032651,regulation of interleukin-1 beta production,72,-0.248390055,-0.950746055,0.543046358,0.827576926,0.715743427,1523,"tags=19%, list=9%, signal=18%",7099/8767/3479/10626/4671/3428/7855/373509/10333/10392/80149/335/4088/58484
MF,GO:0008373,sialyltransferase activity,13,-0.362954119,-0.935269163,0.543171115,0.827576926,0.715743427,499,"tags=38%, list=3%, signal=37%",7903/8869/6489/6483/6484
BP,GO:0097503,sialylation,13,-0.362954119,-0.935269163,0.543171115,0.827576926,0.715743427,499,"tags=38%, list=3%, signal=37%",7903/8869/6489/6483/6484
CC,GO:0002177,manchette,12,-0.370679591,-0.931782414,0.54313099,0.827576926,0.715743427,2077,"tags=67%, list=12%, signal=58%",644890/57821/90410/136332/23557/79925/85376/84223
BP,GO:0048266,behavioral response to pain,14,0.323870401,0.930727449,0.542699725,0.827576926,0.715743427,4150,"tags=50%, list=25%, signal=38%",7057/706/22953/57121/6335/824/4914
MF,GO:0005184,neuropeptide hormone activity,12,-0.370016029,-0.930114409,0.54313099,0.827576926,0.715743427,7396,"tags=50%, list=44%, signal=28%",7425/1325/181/7349/4828/4878
MF,GO:0001217,DNA-binding transcription repressor activity,252,-0.216944708,-0.976996754,0.54587156,0.827604798,0.715767532,3489,"tags=23%, list=21%, signal=19%",56676/148254/58492/100293516/5080/51085/388585/7639/23040/23316/79862/285267/22797/79759/11279/57473/7704/51513/79191/126069/10781/90594/7633/5629/7551/1602/200014/25988/79230/255877/8187/7567/27033/7699/5463/653121/7678/9569/197320/346157/1876/60468/7799/5465/101060200/253639/2672/7692/79923/6935/2120/9975/9572/83855/4088/55657/63976/388567/3280
CC,GO:0099572,postsynaptic specialization,260,-0.216519133,-0.975364525,0.544930876,0.827604798,0.715767532,3697,"tags=23%, list=22%, signal=19%",6714/3631/23426/22849/815/2890/9743/1410/119/1020/10280/57555/23380/2906/6543/3337/1785/575/54487/5142/57537/55333/4915/57554/23705/491/53616/81831/1855/9495/729993/1948/201191/9419/23542/6695/1740/5071/116443/373509/27445/5913/9162/79414/10243/832/23362/26045/3708/5727/6009/22883/22941/10313/29904/6547/22997/22839/80725/8502/5590
BP,GO:0021782,glial cell development,89,0.209974892,0.963503168,0.543859649,0.827604798,0.715767532,2501,"tags=21%, list=15%, signal=18%",6280/6279/23405/10397/4035/26227/57716/3845/4067/8890/55695/79628/9334/9463/6647/9331/91137/177/3691
BP,GO:0062207,regulation of pattern recognition receptor signaling pathway,89,0.209303622,0.96042294,0.543859649,0.827604798,0.715767532,1728,"tags=18%, list=10%, signal=16%",55914/1535/57590/9867/146722/1654/3659/23369/55198/55366/11027/26060/4067/4795/29997/57142
BP,GO:0051048,negative regulation of secretion,117,-0.233587777,-0.958204384,0.545806452,0.827604798,0.715767532,4713,"tags=34%, list=28%, signal=25%",348/10062/5021/18/2065/4828/8529/90007/7200/353500/100/673/1393/6622/5733/1595/2771/3767/1636/3033/285381/3745/8609/10859/497189/7351/26056/3952/2550/7132/5071/255057/9727/3623/3667/729230/140775/5008/80725/91942
MF,GO:0031492,nucleosomal DNA binding,35,0.252733022,0.955309857,0.544871795,0.827604798,0.715767532,2579,"tags=29%, list=15%, signal=24%",3009/3008/3007/3006/8971/6599/10473/6597/86/1108
BP,GO:0035520,monoubiquitinated protein deubiquitination,34,-0.294067812,-0.954660087,0.545851528,0.827604798,0.715767532,2064,"tags=18%, list=12%, signal=16%",6879/6883/9913/6878/2648/8295
BP,GO:0030517,negative regulation of axon extension,31,-0.297842588,-0.950652171,0.54465593,0.827604798,0.715767532,4311,"tags=35%, list=26%, signal=26%",3475/55558/374946/1020/10507/57556/8482/999/10371/6405/51265
BP,GO:0030500,regulation of bone mineralization,57,0.222432501,0.947276494,0.544444444,0.827604798,0.715767532,2120,"tags=23%, list=13%, signal=20%",55589/3091/55787/162466/90/9636/10269/6256/56172/2185/490/54880/2623
BP,GO:0044088,regulation of vacuole organization,49,0.228938071,0.94607615,0.544117647,0.827604798,0.715767532,2492,"tags=22%, list=15%, signal=19%",128866/64112/203228/22930/9554/54664/25782/5868/141/5305/55353
CC,GO:0032797,SMN complex,10,-0.396180057,-0.945803584,0.544426494,0.827604798,0.715767532,956,"tags=60%, list=6%, signal=57%",6606/54960/79833/79760/50628/11171
BP,GO:0014819,regulation of skeletal muscle contraction,10,-0.396149767,-0.945731274,0.544426494,0.827604798,0.715767532,3288,"tags=30%, list=20%, signal=24%",1756/6329/6547
BP,GO:0045050,protein insertion into ER membrane by stop-transfer membrane-anchor sequence,10,0.355766159,0.944994245,0.545691906,0.827604798,0.715767532,2793,"tags=40%, list=17%, signal=33%",51016/55831/284361/10328
CC,GO:0072546,EMC complex,10,0.355766159,0.944994245,0.545691906,0.827604798,0.715767532,2793,"tags=40%, list=17%, signal=33%",51016/55831/284361/10328
BP,GO:0031118,rRNA pseudouridine synthesis,10,0.355729776,0.944897602,0.545691906,0.827604798,0.715767532,2468,"tags=30%, list=15%, signal=26%",115939/55505/54433
BP,GO:0009994,oocyte differentiation,44,-0.273558117,-0.944558797,0.544198895,0.827604798,0.715767532,1523,"tags=16%, list=9%, signal=15%",3479/7784/54937/2069/3020/11144/221400
BP,GO:0071639,positive regulation of monocyte chemotactic protein-1 production,10,0.355215683,0.943532056,0.545691906,0.827604798,0.715767532,2374,"tags=30%, list=14%, signal=26%",3965/8832/177
BP,GO:0009649,entrainment of circadian clock,27,-0.303563004,-0.941824585,0.54398827,0.827604798,0.715767532,4659,"tags=41%, list=28%, signal=30%",3398/54850/64839/9112/5158/283807/8864/5936/83759/8863/2776
BP,GO:0019835,cytolysis,15,-0.35314425,-0.938363299,0.545023697,0.827604798,0.715767532,4739,"tags=47%, list=28%, signal=34%",727/4069/23531/5551/730/733/1378
CC,GO:0032426,stereocilium tip,15,-0.352863575,-0.937617499,0.545023697,0.827604798,0.715767532,6270,"tags=73%, list=37%, signal=46%",64072/79955/222662/9455/9368/64787/118812/83715/117532/25861/117531
CC,GO:0016460,myosin II complex,17,0.303645721,0.9355992,0.544444444,0.827604798,0.715767532,1049,"tags=18%, list=6%, signal=17%",4635/4629/4637
BP,GO:0002328,pro-B cell differentiation,12,0.328894185,0.91864909,0.545212766,0.827604798,0.715767532,1708,"tags=33%, list=10%, signal=30%",6655/3981/6654/5591
BP,GO:0010623,programmed cell death involved in cell development,16,0.298722777,0.914439603,0.545454545,0.827604798,0.715767532,1941,"tags=25%, list=12%, signal=22%",3815/5591/598/6647
BP,GO:0010888,negative regulation of lipid storage,16,0.298626458,0.914144755,0.545454545,0.827604798,0.715767532,2390,"tags=31%, list=14%, signal=27%",114882/7376/3690/3685/57104
BP,GO:0002643,regulation of tolerance induction,16,0.298489904,0.913726741,0.545454545,0.827604798,0.715767532,2752,"tags=38%, list=16%, signal=31%",64844/83737/7048/3106/29126/868
BP,GO:1901342,regulation of vasculature development,219,0.187336891,0.971741989,0.546052632,0.827716644,0.715864264,2774,"tags=21%, list=16%, signal=18%",3091/3099/6678/6093/672/7057/3688/23670/7852/187/820/3397/3315/3716/358/54583/7422/5140/92140/1870/5291/8877/6772/204851/3690/57343/5230/3576/9475/23411/102/63943/2185/1536/26523/2022/7048/55810/6050/1499/133/5315/3087/25865/284361/7494/3728
BP,GO:0030901,midbrain development,63,-0.254494032,-0.946712103,0.546308725,0.827942142,0.71605929,2695,"tags=19%, list=16%, signal=16%",60/5810/1454/515/84678/2247/84630/10409/445582/1453/3280/2648
BP,GO:0030334,regulation of cell migration,695,-0.204658526,-0.982388958,0.546571136,0.827996597,0.716106386,4235,"tags=27%, list=25%, signal=21%",3725/93649/23598/25/8434/9510/2043/7448/3146/55558/54328/6672/9294/399/5581/3655/57402/5364/8819/100/5294/5168/10344/5031/673/5728/6714/3910/65009/3036/440335/1901/221178/29948/3675/815/2771/5336/104/406913/5228/961/3621/23499/64750/153090/57522/5734/247/1020/5080/54567/5159/3065/9734/84628/1636/23380/245937/8740/2624/58515/6352/10013/286077/7070/388/2113/8772/56999/80024/3480/575/4313/4162/6239/23328/8322/55333/5595/90627/286205/83481/222487/22846/8692/7015/6793/10507/23768/5361/4092/5629/1602/2651/2324/4150/2650/7099/2841/58191/58494/54453/653464/51561/2247/23309/154796/5649/8861/4163/57662/57556/25932/1902/8482/8660/83700/4846/1652/8976/999/57214/3479/4641/131450/2526/3554/5335/23236/647135/23189/5054/7784/11117/5156/81/56940/5176/5797/2833/4920/57118/55612/8013/10371/6385/80139/91/928/51057/506/4249/1839/3082/306/729230/80149/6405/11035/5793/1843/54566/80199/6869/683/23678/57707/5795/5801/1647/4088/3912/5547/9590/6484/2335/114757/3908/3678/4204/4638/94/5155/958/4921/6915/80725/10396/83692
BP,GO:0031333,negative regulation of protein-containing complex assembly,123,0.197807602,0.964331097,0.546666667,0.827996597,0.716106386,2613,"tags=22%, list=16%, signal=19%",9928/829/120/1654/147138/5962/253725/1859/84079/753/10565/9168/22919/830/7114/29997/51451/29766/64853/2059/55604/329/55364/5756/23521/11315/4091
BP,GO:0007260,tyrosine phosphorylation of STAT protein,49,-0.268516476,-0.953231884,0.546575342,0.827996597,0.716106386,4200,"tags=35%, list=25%, signal=26%",3059/5515/5518/23529/8651/388585/6352/1270/2322/51561/3952/3479/7132/3606/5008/3280/958
CC,GO:0099513,polymeric cytoskeletal fiber,565,0.171214707,0.994645911,0.547094903,0.828433351,0.71648412,3187,"tags=21%, list=19%, signal=18%",81027/9051/8826/10059/147700/10787/11151/11011/3796/128866/7171/22911/199/3799/9928/9585/26150/1062/1781/10564/9050/65983/23122/6249/2125/23301/983/10397/10611/5317/79848/84376/27243/8514/9793/26586/7178/140609/6047/7277/29108/3835/7525/9260/9055/64780/10128/55614/5347/22919/7170/100307126/395/285331/2852/9493/9093/91782/91978/93663/6790/27229/324/10726/6903/11127/254102/51181/1739/23116/4000/26153/10982/808/5411/23291/10383/29844/24137/81565/23172/10426/157922/5879/631/55604/4001/1155/1548/25790/5756/220136/84861/2241/23607/9702/6990/10634/54617/5058/126731/3728/23406/81930/81624/26502/259266/55582/79441/25981/11076/6904/23046/5605/285753/9859/10263/5357/27130
BP,GO:2000243,positive regulation of reproductive process,52,0.226460015,0.945626181,0.547169811,0.828433351,0.71648412,3331,"tags=27%, list=20%, signal=22%",56729/8372/10635/7422/6790/5139/1499/10184/10519/6865/3643/8912/64848/10370
CC,GO:0008328,ionotropic glutamate receptor complex,24,-0.319576441,-0.959224851,0.547477745,0.828586867,0.716616891,4741,"tags=33%, list=28%, signal=24%",1742/2904/64840/2890/2906/729993/116443/2900
BP,GO:0046426,negative regulation of receptor signaling pathway via JAK-STAT,18,0.297226433,0.942750517,0.547486034,0.828586867,0.716616891,4229,"tags=39%, list=25%, signal=29%",51094/8835/10019/22876/54625/79893/54741
BP,GO:0000076,DNA replication checkpoint signaling,16,-0.350005647,-0.939274538,0.547770701,0.828793983,0.716796019,3816,"tags=31%, list=23%, signal=24%",54962/91603/90381/990/3364
BP,GO:0010587,miRNA catabolic process,13,0.330711076,0.932676628,0.547945205,0.828793983,0.716796019,3263,"tags=46%, list=19%, signal=37%",23318/5073/440823/389421/87178/167153
MF,GO:0050811,GABA receptor binding,13,0.330471713,0.932001573,0.547945205,0.828793983,0.716796019,551,"tags=15%, list=3%, signal=15%",10564/66008
MF,GO:0051219,phosphoprotein binding,81,0.209058285,0.948496846,0.548117155,0.828891537,0.71688039,1538,"tags=15%, list=9%, signal=14%",5781/84295/55294/7409/8945/7534/7525/5925/4067/4734/64092/26228
BP,GO:0006469,negative regulation of protein kinase activity,183,0.190499784,0.972386277,0.548571429,0.828941408,0.716923522,2805,"tags=22%, list=17%, signal=19%",1032/5573/10527/27250/3315/4616/5788/3843/3156/5577/1027/1029/5478/29108/5291/5925/4067/5347/23411/58533/51637/51763/5787/324/10399/7532/5576/26973/10019/64853/152559/93650/79706/171392/5062/11315/122809/3087/10252/868/84062
CC,GO:0098878,neurotransmitter receptor complex,25,-0.313060347,-0.948714796,0.54857997,0.828941408,0.716923522,4741,"tags=32%, list=28%, signal=23%",1742/2904/64840/2890/2906/729993/116443/2900
BP,GO:0015872,dopamine transport,22,-0.321700359,-0.946497946,0.548338369,0.828941408,0.716923522,4796,"tags=36%, list=28%, signal=26%",6623/18/6622/5864/1861/1137/2550/5071
BP,GO:0051775,response to redox state,11,-0.376982426,-0.92952391,0.548489666,0.828941408,0.716923522,5013,"tags=45%, list=30%, signal=32%",55512/22933/128/6262/55829
BP,GO:0050878,regulation of body fluid levels,280,0.184662238,0.978546509,0.549019608,0.829130345,0.717086927,3590,"tags=27%, list=21%, signal=22%",3043/359/3091/3099/1535/7057/1511/5066/187/3998/7001/8546/3705/3315/7409/8835/10451/7414/358/7006/23173/5588/7422/26258/7376/3717/5478/5291/6175/966/7392/4067/353/3690/51763/6814/2778/4830/10019/4778/5567/2623/710/375033/1314/2162/1192/133/3783/196527/22875/8323/8525/6776/7494/84062/50808/150/3572/5627/7450/9612/9060/9002/242/10672/6403/6343/6777/26276/3848/8761/221037/5566/5530/11215
BP,GO:0002292,T cell differentiation involved in immune response,60,0.22510793,0.963568703,0.549242424,0.829130345,0.717086927,328,"tags=8%, list=2%, signal=8%",3965/4179/3726/4602/10538
BP,GO:0006471,protein ADP-ribosylation,34,0.253328906,0.952354728,0.549206349,0.829130345,0.717086927,4872,"tags=41%, list=29%, signal=29%",80351/23394/83666/10038/378/8658/417/54625/7515/84875/54969/25976/64761/8815
CC,GO:0033017,sarcoplasmic reticulum membrane,31,-0.296871656,-0.947553157,0.549048316,0.829130345,0.717086927,2137,"tags=39%, list=13%, signal=34%",23224/2280/489/79041/6262/6345/55151/84502/818/10523/126306/817
BP,GO:0042073,intraciliary transport,47,0.233706082,0.938349295,0.54887218,0.829130345,0.717086927,3816,"tags=32%, list=23%, signal=25%",11020/8636/57560/22994/28981/167691/166379/23059/79809/79989/112752/80173/79659/117178/51626
BP,GO:0070665,positive regulation of leukocyte proliferation,126,-0.230025676,-0.956359332,0.549744898,0.829591557,0.717485813,3186,"tags=26%, list=19%, signal=21%",84868/941/58515/6352/8772/6708/5595/148022/7535/80381/912/3133/7099/51561/8767/2214/10673/1026/8660/3952/3479/1438/7784/3606/3568/729230/916/6869/683/3113/3280/958/115352
