# Program:featureCounts v2.0.3; Command:"featureCounts" "-T" "50" "-p" "-t" "exon" "-g" "gene_id" "-a" "/home/zju/桌面/2023_ZM_RNA/0.ref/Homo_sapiens.GRCh38.105.gtf.gz" "-o" "./6.featureCounts/D3_M3_expression.txt" "./5.alignment/D1.Hisat_aln.sorted.bam" "./5.alignment/D2.Hisat_aln.sorted.bam" "./5.alignment/D3.Hisat_aln.sorted.bam" "./5.alignment/M1.Hisat_aln.sorted.bam" "./5.alignment/M2.Hisat_aln.sorted.bam" "./5.alignment/M3.Hisat_aln.sorted.bam" 
Geneid	./5.alignment/D1.Hisat_aln.sorted.bam	./5.alignment/D2.Hisat_aln.sorted.bam	./5.alignment/D3.Hisat_aln.sorted.bam	./5.alignment/M1.Hisat_aln.sorted.bam	./5.alignment/M2.Hisat_aln.sorted.bam	./5.alignment/M3.Hisat_aln.sorted.bam
ENSG00000132855	0	0	2	0	2	2
ENSG00000285407	0	0	0	2	0	2
ENSG00000272506	0	0	3	0	0	2
ENSG00000172380	17	15	9	20	12	9
ENSG00000286429	0	0	0	1	2	0
ENSG00000272855	2	0	0	2	0	0
ENSG00000270549	0	0	0	0	0	2
ENSG00000237163	0	0	0	0	0	0
ENSG00000229636	0	0	0	0	0	2
ENSG00000116675	3268	3693	3552	3705	4354	4158
ENSG00000224149	0	0	1	0	0	0
ENSG00000162433	95	105	122	104	83	83
ENSG00000213625	1030	1229	1140	1027	1110	1190
ENSG00000227207	0	0	0	0	0	0
ENSG00000227016	0	0	0	0	0	0
ENSG00000233664	0	0	0	0	0	0
ENSG00000237928	2	0	0	2	4	3
ENSG00000158966	14	26	19	10	4	10
ENSG00000213703	2	0	0	0	0	0
ENSG00000203965	142	149	164	131	133	155
ENSG00000223479	0	2	0	0	0	0
ENSG00000233674	0	0	0	0	5	0
ENSG00000153898	0	2	0	0	0	0
ENSG00000233290	0	0	0	0	0	0
ENSG00000117069	0	0	2	0	4	0
ENSG00000229943	0	0	0	0	0	0
ENSG00000286918	5	2	1	4	2	4
ENSG00000228734	0	0	0	2	0	0
ENSG00000125703	234	242	294	271	319	279
ENSG00000285041	0	0	0	0	0	0
ENSG00000185839	19	41	26	31	37	46
ENSG00000285808	0	0	0	0	0	0
ENSG00000275678	2	0	0	0	1	0
ENSG00000229440	0	0	0	0	0	0
ENSG00000234144	0	5	2	0	6	0
ENSG00000226891	9	11	8	0	11	5
ENSG00000213540	0	0	0	0	0	0
ENSG00000277670	0	0	0	0	0	0
ENSG00000227466	0	0	0	0	0	0
ENSG00000154007	0	0	0	0	0	0
ENSG00000225242	0	0	0	0	0	0
ENSG00000230498	1	0	4	2	2	2
ENSG00000229554	0	0	0	0	0	0
ENSG00000285782	0	0	0	0	0	0
ENSG00000162618	0	0	0	0	0	0
ENSG00000224493	0	0	1	0	0	0
ENSG00000131233	0	0	0	0	3	1
ENSG00000272371	0	0	0	0	0	0
ENSG00000287647	0	0	0	0	0	0
ENSG00000229225	0	0	0	0	0	0
ENSG00000230863	2	0	3	4	5	1
ENSG00000271576	8	10	16	10	13	20
ENSG00000213560	0	0	0	0	0	0
ENSG00000287224	0	0	0	2	0	0
ENSG00000225598	0	0	0	0	0	0
ENSG00000227883	0	0	0	0	0	0
ENSG00000084072	1235	1426	1520	1403	1770	1617
ENSG00000286455	0	0	0	0	0	0
ENSG00000225087	0	0	0	0	0	0
ENSG00000224986	0	2	0	0	0	0
ENSG00000280378	9	8	8	4	6	4
ENSG00000016490	0	0	0	2	0	0
ENSG00000188786	1310	1452	1430	1701	2028	2056
ENSG00000162434	1226	1481	1349	1802	1975	1941
ENSG00000230053	0	0	0	0	0	0
ENSG00000137941	96	91	92	144	147	166
ENSG00000273338	3	5	7	10	15	8
ENSG00000116717	8850	10115	8654	10335	12192	11334
ENSG00000223720	0	0	0	2	2	0
ENSG00000224326	0	0	0	1	0	0
ENSG00000235002	0	0	0	0	0	0
ENSG00000286548	25	15	10	20	17	12
ENSG00000066135	1343	1366	1432	2214	2179	2237
ENSG00000230027	0	0	0	0	0	0
ENSG00000233061	0	0	0	0	0	4
ENSG00000272094	0	0	0	0	0	0
ENSG00000228853	0	0	0	0	0	0
ENSG00000215874	0	0	0	0	0	0
ENSG00000232453	2	2	4	4	0	7
ENSG00000260386	0	4	2	2	4	0
ENSG00000284895	0	0	0	0	0	0
ENSG00000117174	4123	4333	4415	5087	6570	6059
ENSG00000237413	0	0	2	0	4	0
ENSG00000184313	3	2	0	0	2	2
ENSG00000284645	2	4	0	0	2	0
ENSG00000225605	4	2	0	0	0	0
ENSG00000225446	1	0	2	0	1	4
ENSG00000288543	0	2	0	2	0	3
ENSG00000122420	1	0	0	0	0	0
ENSG00000284240	3	6	4	0	0	2
ENSG00000236290	0	0	0	0	0	0
ENSG00000143013	415	503	445	595	649	641
ENSG00000226084	643	919	766	602	732	795
ENSG00000134748	5372	5759	5778	5854	6871	6361
ENSG00000097096	27	31	39	28	38	41
ENSG00000142892	486	469	455	421	513	476
ENSG00000219102	72	48	67	59	50	54
ENSG00000184005	2	0	0	0	0	4
ENSG00000230953	6	10	15	6	12	8
ENSG00000287743	8	4	8	5	9	7
ENSG00000229332	0	0	0	0	0	0
ENSG00000227937	0	0	0	0	0	0
ENSG00000229752	0	0	0	0	0	0
ENSG00000237505	8	10	16	12	13	5
ENSG00000285462	0	0	0	0	0	2
ENSG00000233216	0	0	0	0	0	0
ENSG00000197273	0	0	0	0	0	2
ENSG00000226804	0	0	0	0	0	0
ENSG00000285325	0	0	0	0	0	0
ENSG00000230728	0	0	0	0	0	0
ENSG00000162402	11114	11015	11827	9546	10616	10286
ENSG00000232846	0	0	0	0	0	0
ENSG00000219201	710	682	705	685	749	789
ENSG00000230787	1	0	0	0	1	1
ENSG00000116641	843	864	906	996	1213	1189
ENSG00000235927	0	1	8	5	1	3
ENSG00000223920	0	0	0	0	0	0
ENSG00000237453	0	0	2	0	2	2
ENSG00000172260	4	0	13	2	6	5
ENSG00000285473	0	0	0	0	0	0
ENSG00000237959	0	0	0	0	0	0
ENSG00000231364	0	0	0	0	1	2
ENSG00000234578	0	0	0	0	0	0
ENSG00000117480	15	10	12	6	19	15
ENSG00000137944	302	363	345	378	457	412
ENSG00000229505	0	0	0	0	0	0
ENSG00000228187	2	0	0	0	0	0
ENSG00000285201	0	0	0	0	0	0
ENSG00000182183	0	0	0	0	0	0
ENSG00000236407	0	0	0	0	0	0
ENSG00000236915	0	0	0	3	1	2
ENSG00000271949	0	0	0	0	0	0
ENSG00000227062	0	0	0	0	0	0
ENSG00000067334	8368	9038	8895	9707	11500	10711
ENSG00000235011	0	0	0	0	0	0
ENSG00000235673	0	0	0	0	0	0
ENSG00000226938	0	0	0	0	0	0
ENSG00000213559	0	0	0	1	0	0
ENSG00000287587	0	0	0	0	0	0
ENSG00000122417	642	724	623	539	696	545
ENSG00000142949	646	585	578	192	147	202
ENSG00000116133	961	1190	1029	1393	1752	1627
ENSG00000285210	8	11	5	1	4	1
ENSG00000232882	10	12	4	8	8	7
ENSG00000224466	0	0	1	0	0	0
ENSG00000171502	61	60	79	87	49	77
ENSG00000162399	0	2	2	1	2	4
ENSG00000231349	0	0	0	0	0	0
ENSG00000116157	12	8	8	14	12	20
ENSG00000143036	5	0	2	0	2	4
ENSG00000232672	0	0	0	0	2	0
ENSG00000230817	1	0	0	0	0	0
ENSG00000235613	13	8	9	6	11	23
ENSG00000065243	1421	1410	1499	1424	1556	1522
ENSG00000226759	0	0	0	0	0	0
ENSG00000226960	0	0	0	0	0	0
ENSG00000233877	0	0	0	0	0	0
ENSG00000234080	0	0	0	0	0	0
ENSG00000237899	2	4	1	2	3	2
ENSG00000234784	0	0	0	0	0	0
ENSG00000225492	0	0	0	0	0	0
ENSG00000223905	0	0	0	2	0	0
ENSG00000227290	0	0	0	0	1	0
ENSG00000229486	0	0	2	0	2	0
ENSG00000223683	0	0	0	0	0	0
ENSG00000282898	0	0	0	0	0	0
ENSG00000285409	0	0	0	0	0	0
ENSG00000016602	0	0	0	2	0	0
ENSG00000231090	5	4	4	6	2	2
ENSG00000117528	618	701	639	873	1111	1135
ENSG00000271723	0	0	1	0	0	0
ENSG00000066185	0	2	5	2	1	2
ENSG00000172339	125	123	158	63	63	80
ENSG00000036549	1231	1216	1329	1267	1644	1586
ENSG00000287724	2	0	3	1	1	0
ENSG00000058799	140	134	143	139	169	176
ENSG00000225191	0	0	0	0	0	0
ENSG00000287870	0	0	1	0	0	0
ENSG00000235563	0	0	0	0	2	0
ENSG00000232048	0	0	0	0	0	0
ENSG00000232857	0	0	0	0	0	0
ENSG00000273637	0	0	0	0	0	0
ENSG00000272145	30	43	37	63	50	38
ENSG00000203985	0	0	0	0	0	0
ENSG00000228838	0	0	0	0	0	4
ENSG00000283761	2	17	10	2	15	6
ENSG00000284716	0	0	1	2	0	0
ENSG00000189433	2	3	0	0	0	0
ENSG00000230759	0	0	0	0	0	0
ENSG00000231866	0	0	0	0	0	0
ENSG00000179178	0	0	4	0	2	0
ENSG00000142700	1	1	0	2	0	0
ENSG00000285525	0	0	0	0	0	0
ENSG00000236098	0	0	0	0	0	0
ENSG00000233514	47	77	55	36	57	41
ENSG00000127124	8	4	5	14	5	6
ENSG00000266993	12	13	11	15	19	19
ENSG00000153923	0	5	0	0	1	0
ENSG00000097033	1000	1058	938	1045	1193	1276
ENSG00000223675	0	0	0	0	0	2
ENSG00000182330	0	0	2	0	0	0
ENSG00000162604	375	391	347	420	392	425
ENSG00000229316	0	2	0	0	0	0
ENSG00000116171	1716	1895	1533	1319	1745	1618
ENSG00000287406	0	0	0	0	0	0
ENSG00000225767	0	0	0	2	2	2
ENSG00000234099	0	0	0	0	0	0
ENSG00000137936	58	76	46	32	47	32
ENSG00000235308	0	4	0	0	0	3
ENSG00000232752	0	0	0	0	0	0
ENSG00000235829	0	0	0	0	0	0
ENSG00000143032	2	0	1	0	0	0
ENSG00000228971	0	2	0	0	2	2
ENSG00000226745	0	0	0	0	0	0
ENSG00000178028	1832	2054	1885	1774	2306	2070
ENSG00000280040	0	0	0	0	0	0
ENSG00000168710	1932	2115	1916	2212	2510	2407
ENSG00000117519	390	442	433	408	443	421
ENSG00000270507	0	0	0	0	0	0
ENSG00000238037	0	0	0	0	0	0
ENSG00000215869	0	0	0	0	4	0
ENSG00000134215	225	265	286	283	321	286
ENSG00000227935	0	0	0	0	0	0
ENSG00000229887	2	7	1	2	12	10
ENSG00000228502	23	23	34	22	21	20
ENSG00000236268	0	0	0	0	1	0
ENSG00000271277	0	0	0	0	0	0
ENSG00000236888	0	0	0	0	0	2
ENSG00000279778	0	0	0	0	0	0
ENSG00000232015	0	0	0	0	1	0
ENSG00000230955	0	0	0	0	0	0
ENSG00000230828	0	0	0	0	0	0
ENSG00000188641	67	75	66	78	112	83
ENSG00000152078	2326	2828	2774	1280	1479	1485
ENSG00000237279	0	0	0	0	0	0
ENSG00000233359	2	0	0	1	0	0
ENSG00000237954	0	2	0	0	0	0
ENSG00000185668	2	6	6	13	13	14
ENSG00000171492	880	1050	956	602	696	648
ENSG00000233129	0	0	0	0	0	0
ENSG00000170989	0	0	2	6	2	0
ENSG00000055732	0	0	2	3	0	4
ENSG00000258634	104	109	93	75	97	112
ENSG00000271914	0	0	0	0	0	0
ENSG00000233557	0	0	0	0	0	0
ENSG00000237897	0	1	2	4	3	5
ENSG00000116299	3	17	14	9	7	9
ENSG00000137962	23	28	16	22	8	21
ENSG00000227832	0	0	0	0	0	0
ENSG00000286692	2	4	4	14	10	8
ENSG00000236674	2	0	0	0	1	0
ENSG00000260464	2	4	2	3	8	6
ENSG00000237435	0	0	2	1	0	0
ENSG00000232825	2	0	0	0	0	0
ENSG00000231996	0	0	0	0	0	0
ENSG00000273204	0	0	0	0	0	0
ENSG00000079739	42	36	28	47	66	48
ENSG00000117154	0	0	0	1	0	0
ENSG00000162377	1490	1776	1564	1048	1377	1361
ENSG00000224613	0	0	2	2	1	0
ENSG00000176378	0	0	0	0	0	0
ENSG00000116670	573	530	595	635	700	637
ENSG00000215871	2	0	0	1	0	0
ENSG00000287372	0	0	0	0	0	0
ENSG00000232542	0	0	0	0	0	0
ENSG00000231095	0	0	0	0	0	2
ENSG00000116774	4	2	4	8	13	7
ENSG00000287756	12	8	8	2	2	2
ENSG00000269113	0	1	1	2	4	2
ENSG00000284652	0	0	2	0	0	1
ENSG00000023909	1000	1014	1096	1105	1359	1281
ENSG00000069702	1	8	2	20	8	8
ENSG00000232185	0	0	0	0	0	0
ENSG00000230489	0	0	0	4	0	0
ENSG00000230721	0	0	0	0	0	0
ENSG00000228399	0	0	0	0	0	0
ENSG00000236776	0	0	0	0	0	0
ENSG00000285928	13	9	10	4	10	13
ENSG00000224685	0	0	0	0	0	0
ENSG00000287076	0	0	0	0	0	0
ENSG00000237480	3	0	0	0	4	0
ENSG00000271252	0	0	0	0	0	0
ENSG00000230427	0	0	0	0	0	2
ENSG00000235794	0	0	0	0	0	0
ENSG00000286758	0	0	0	0	1	0
ENSG00000237337	0	0	0	0	2	0
ENSG00000233983	0	0	0	0	0	0
ENSG00000198198	1779	1967	1947	2043	2436	2182
ENSG00000225183	0	0	0	0	2	0
ENSG00000230402	0	0	0	0	0	0
ENSG00000116793	671	552	558	773	783	869
ENSG00000286899	0	2	0	2	0	0
ENSG00000134201	0	0	2	0	0	0
ENSG00000238122	0	0	0	2	0	0
ENSG00000260879	0	0	0	0	0	0
ENSG00000213366	108	113	151	65	81	73
ENSG00000230864	0	0	0	0	0	0
ENSG00000283354	0	0	0	1	0	0
ENSG00000232918	0	0	0	0	0	2
ENSG00000236360	0	0	0	0	0	0
ENSG00000183298	27	55	55	48	50	43
ENSG00000234332	2	3	8	1	6	2
ENSG00000117525	23	18	22	16	37	26
ENSG00000225079	0	0	0	0	0	0
ENSG00000226483	0	0	0	0	0	0
ENSG00000224238	0	0	2	3	0	0
ENSG00000229537	0	0	0	0	0	0
ENSG00000162699	0	0	0	0	0	0
ENSG00000268993	2	2	0	0	0	0
ENSG00000162692	3	8	8	8	6	14
ENSG00000203914	3	0	4	0	3	0
ENSG00000227070	244	283	232	285	347	367
ENSG00000270457	0	0	0	0	0	1
ENSG00000163349	5021	5235	5147	5414	6212	5610
ENSG00000203858	0	0	0	0	0	0
ENSG00000134222	815	991	797	913	1060	988
ENSG00000231987	2	0	0	0	0	0
ENSG00000228057	16	25	28	19	23	33
ENSG00000261593	0	0	2	0	0	0
ENSG00000224445	0	0	0	0	0	0
ENSG00000229842	0	0	0	2	0	0
ENSG00000270631	0	0	0	0	0	0
ENSG00000229201	0	0	0	0	0	0
ENSG00000181656	0	2	0	0	2	2
ENSG00000122481	139	150	139	90	121	84
ENSG00000198162	761	885	896	1253	1382	1437
ENSG00000238198	4	2	6	2	4	0
ENSG00000171517	0	0	0	0	1	0
ENSG00000228852	103	98	119	88	107	100
ENSG00000203864	0	2	0	0	0	0
ENSG00000233482	0	0	0	0	0	0
ENSG00000230250	0	0	0	0	0	0
ENSG00000287374	0	0	0	0	0	0
ENSG00000232878	0	3	0	0	4	2
ENSG00000143079	165	87	118	128	188	144
ENSG00000275064	0	0	0	0	2	0
ENSG00000134243	288	268	222	290	305	372
ENSG00000227034	0	4	1	2	3	2
ENSG00000232450	8	3	6	0	9	8
ENSG00000223575	0	0	2	2	0	2
ENSG00000230768	0	0	0	0	2	0
ENSG00000162643	0	0	2	0	0	5
ENSG00000235527	72	68	94	75	80	66
ENSG00000235202	0	0	0	0	2	0
ENSG00000272715	0	0	0	0	0	0
ENSG00000235038	0	2	0	2	0	0
ENSG00000143093	1334	1306	1428	1843	1834	1938
ENSG00000188761	12	16	21	17	16	24
ENSG00000226415	204	242	221	242	291	238
ENSG00000085491	14	10	17	29	37	55
ENSG00000117598	0	0	0	0	0	0
ENSG00000221986	2	0	0	4	1	5
ENSG00000173947	2	6	2	3	7	0
ENSG00000241361	2	3	0	0	2	2
ENSG00000230434	0	0	0	0	0	0
ENSG00000230718	0	0	0	0	0	0
ENSG00000134198	4	2	0	0	0	0
ENSG00000235595	0	0	0	2	0	0
ENSG00000226053	0	0	0	0	2	0
ENSG00000226128	0	0	0	0	0	0
ENSG00000198799	223	296	344	276	319	282
ENSG00000279513	0	0	0	0	0	0
ENSG00000143106	1909	1850	1884	2470	2832	2680
ENSG00000117620	583	670	732	801	1124	1050
ENSG00000280186	0	0	2	0	0	0
ENSG00000280099	4	2	4	2	4	0
ENSG00000223906	0	0	0	0	0	0
ENSG00000162688	469	452	506	413	480	447
ENSG00000197106	2	0	0	3	2	0
ENSG00000259946	0	0	0	0	2	0
ENSG00000236137	5	8	6	6	6	2
ENSG00000203859	2	0	0	0	1	0
ENSG00000228086	0	0	0	0	0	0
ENSG00000213421	0	0	0	0	0	0
ENSG00000134242	184	159	150	35	55	55
ENSG00000234020	0	0	0	0	0	0
ENSG00000060718	133	105	112	163	169	177
ENSG00000236804	0	0	0	0	0	0
ENSG00000231072	0	0	0	0	0	0
ENSG00000273406	0	0	0	1	0	0
ENSG00000185946	628	673	721	762	836	804
ENSG00000162627	4	6	8	6	8	2
ENSG00000134262	259	256	268	260	330	306
ENSG00000226715	1	0	0	0	1	0
ENSG00000031698	14885	15749	14836	22699	25319	24117
ENSG00000162695	187	217	209	240	284	255
ENSG00000226419	61	73	96	71	70	83
ENSG00000134184	2	4	4	1	2	6
ENSG00000286620	2	0	0	0	2	0
ENSG00000265808	1137	1299	1262	1212	1368	1324
ENSG00000162601	1510	1493	1627	1553	1948	1829
ENSG00000261290	0	0	0	0	0	0
ENSG00000275129	0	0	0	0	0	0
ENSG00000225923	0	0	0	0	0	0
ENSG00000134247	30	37	29	23	30	21
ENSG00000187481	0	0	0	0	0	0
ENSG00000116752	837	951	942	966	1158	1000
ENSG00000162664	7209	7445	7293	8086	9106	8789
ENSG00000236866	0	0	0	1	2	4
ENSG00000286172	1	3	0	1	4	5
ENSG00000134253	88	115	91	87	120	107
ENSG00000277655	0	0	0	0	0	0
ENSG00000223416	2	1	2	0	4	3
ENSG00000213226	0	0	0	0	0	0
ENSG00000179571	0	0	0	0	0	1
ENSG00000227850	11	16	4	2	2	2
ENSG00000243967	0	0	1	0	0	0
ENSG00000235777	0	0	0	0	0	0
ENSG00000260246	0	0	0	0	0	0
ENSG00000173218	775	819	811	548	593	564
ENSG00000285532	1	0	0	0	0	0
ENSG00000278182	0	0	0	0	0	0
ENSG00000226755	0	0	0	0	0	2
ENSG00000232650	2	0	2	0	0	0
ENSG00000183508	9009	9327	8641	8061	8901	8863
ENSG00000227712	2	0	0	0	1	0
ENSG00000174827	17	11	15	5	9	11
ENSG00000234225	0	0	0	0	1	0
ENSG00000277095	0	0	0	0	0	0
ENSG00000236806	0	2	0	2	2	0
ENSG00000272150	20	30	30	40	27	27
ENSG00000234283	0	0	0	0	0	0
ENSG00000237188	0	3	0	0	0	1
ENSG00000270231	169	280	118	163	162	210
ENSG00000232780	0	0	0	0	0	0
ENSG00000136631	502	545	435	583	583	619
ENSG00000274927	0	0	0	0	0	0
ENSG00000261737	3	3	13	7	6	9
ENSG00000264145	0	0	0	0	0	0
ENSG00000258673	0	3	0	0	0	0
ENSG00000238256	0	0	0	0	0	0
ENSG00000265491	4359	5086	4846	4228	4943	4747
ENSG00000198765	12	12	23	0	3	0
ENSG00000224335	0	0	0	0	0	0
ENSG00000277702	0	0	0	0	3	0
ENSG00000143398	502	587	512	781	963	952
ENSG00000196505	236	299	304	360	456	413
ENSG00000117360	4481	4693	4547	4902	5644	5525
ENSG00000225871	0	2	0	1	2	0
ENSG00000223489	0	2	2	6	4	7
ENSG00000118655	1019	1082	1076	1113	1197	1253
ENSG00000230546	0	0	0	0	0	0
ENSG00000213262	0	6	3	4	9	4
ENSG00000285554	0	0	0	0	0	0
ENSG00000232536	14	13	11	67	68	71
ENSG00000287015	1	1	0	1	3	0
ENSG00000241720	0	0	0	0	0	2
ENSG00000235526	0	0	0	0	0	0
ENSG00000228347	0	0	0	0	0	0
ENSG00000276975	0	0	3	2	0	5
ENSG00000236012	0	0	0	0	0	0
ENSG00000270911	0	0	0	0	2	0
ENSG00000272824	0	0	0	0	0	0
ENSG00000134200	0	0	0	0	0	0
ENSG00000143442	2364	2404	2288	2388	2682	2698
ENSG00000234257	0	0	0	0	0	0
ENSG00000118292	13	15	15	5	3	11
ENSG00000231128	3	5	2	1	5	1
ENSG00000065183	1129	1337	1423	1649	1937	2027
ENSG00000023902	19	39	37	30	43	51
ENSG00000227082	4	2	3	7	0	3
ENSG00000228626	1	0	1	0	3	1
ENSG00000226126	4	0	4	0	1	0
ENSG00000163393	4	4	6	4	6	6
ENSG00000163156	713	809	737	800	822	907
ENSG00000143631	6	0	5	7	4	7
ENSG00000156150	0	0	0	0	0	0
ENSG00000228453	0	0	0	0	0	0
ENSG00000274642	4	2	6	0	4	0
ENSG00000177551	0	0	2	0	2	0
ENSG00000197323	3359	3655	3511	4096	4811	4705
ENSG00000213244	1	0	0	1	0	1
ENSG00000233029	0	3	0	2	0	4
ENSG00000237975	4	0	0	3	8	3
ENSG00000261168	0	2	6	7	0	0
ENSG00000287980	2	0	0	0	0	0
ENSG00000229283	0	0	0	0	0	0
ENSG00000271419	0	0	0	0	2	0
ENSG00000178104	153	160	223	196	214	265
ENSG00000226172	0	0	0	0	0	0
ENSG00000079335	463	491	446	379	420	390
ENSG00000143119	123	86	67	16	19	23
ENSG00000237278	0	0	0	0	0	0
ENSG00000226167	8	7	14	6	14	16
ENSG00000285062	0	0	0	0	0	0
ENSG00000117362	517	535	554	496	628	600
ENSG00000233432	0	1	0	0	0	0
ENSG00000227700	0	0	0	0	0	0
ENSG00000229911	0	0	0	0	0	0
ENSG00000143520	0	0	0	0	0	2
ENSG00000171943	266	323	339	268	338	296
ENSG00000270719	0	0	0	0	0	0
ENSG00000155761	8	6	3	6	1	5
ENSG00000159208	10	12	28	16	8	9
ENSG00000230806	0	1	0	0	0	1
ENSG00000116830	1577	1697	1792	2221	2467	2321
ENSG00000143556	0	0	0	0	0	1
ENSG00000227242	2	0	0	2	0	2
ENSG00000234422	0	0	0	0	0	0
ENSG00000163218	4	5	6	7	3	6
ENSG00000227056	0	0	0	0	0	0
ENSG00000143614	1361	1252	1174	1618	1706	1733
ENSG00000227091	0	0	0	0	2	0
ENSG00000169418	4	6	11	4	4	8
ENSG00000214204	0	0	0	0	0	0
ENSG00000081026	790	695	645	850	821	774
ENSG00000225650	0	0	0	0	0	0
ENSG00000227179	0	1	2	0	0	0
ENSG00000224965	0	0	3	2	0	2
ENSG00000228127	0	0	0	0	0	0
ENSG00000226984	0	0	0	2	0	0
ENSG00000197364	0	1	0	0	0	0
ENSG00000273481	0	0	4	0	0	0
ENSG00000186150	0	0	0	0	0	0
ENSG00000143554	95	96	84	45	91	87
ENSG00000143458	4016	4614	4604	3156	4138	3896
ENSG00000230932	0	0	0	0	0	0
ENSG00000223861	8	6	0	6	4	13
ENSG00000118298	6	12	6	11	13	23
ENSG00000143595	50	12	36	33	17	29
ENSG00000073754	0	0	2	0	0	0
ENSG00000143546	0	0	0	2	0	0
ENSG00000233712	0	0	0	0	0	0
ENSG00000228826	0	0	0	0	2	0
ENSG00000233907	0	0	2	2	0	0
ENSG00000225036	0	0	0	0	0	0
ENSG00000228420	0	3	0	0	1	0
ENSG00000233839	0	0	0	0	0	0
ENSG00000250890	0	0	0	0	0	0
ENSG00000232240	0	0	0	0	0	0
ENSG00000143416	11218	11777	10466	9213	9997	9832
ENSG00000227217	0	0	0	0	0	0
ENSG00000272583	1	0	0	0	0	0
ENSG00000280649	3	2	2	2	4	1
ENSG00000131781	45	56	73	27	30	38
ENSG00000223599	2	8	16	8	16	5
ENSG00000283342	0	0	2	0	1	2
ENSG00000224645	0	0	0	0	0	0
ENSG00000230921	0	0	0	0	0	0
ENSG00000286151	8	11	10	1	4	1
ENSG00000234388	0	0	0	0	0	0
ENSG00000235015	0	0	0	0	0	0
ENSG00000271736	8281	7490	6905	3450	3546	3566
ENSG00000235988	0	0	0	0	0	0
ENSG00000233717	0	0	0	2	0	0
ENSG00000231551	8	22	24	36	30	39
ENSG00000163220	2	0	5	0	1	14
ENSG00000224784	0	0	0	0	0	0
ENSG00000227295	81	74	39	97	81	86
ENSG00000163155	111	116	115	72	77	40
ENSG00000143603	2	0	0	2	0	0
ENSG00000270392	4	12	4	6	2	0
ENSG00000243613	0	0	0	0	0	0
ENSG00000241975	13	11	14	14	11	11
ENSG00000271143	0	0	0	0	0	2
ENSG00000162738	4	6	13	8	13	3
ENSG00000270976	0	0	0	0	0	0
ENSG00000228217	40	29	44	37	46	35
ENSG00000270342	0	0	0	0	0	0
ENSG00000143552	22	13	19	31	69	78
ENSG00000246203	4	10	1	7	11	4
ENSG00000175984	12	12	12	11	14	22
ENSG00000231100	0	0	0	0	0	0
ENSG00000203783	2	0	0	0	3	0
ENSG00000143549	66368	68574	66551	81075	95365	90831
ENSG00000116824	0	0	0	0	2	0
ENSG00000235887	2	0	0	0	0	0
ENSG00000237460	0	0	0	0	0	0
ENSG00000236327	0	0	0	0	0	0
ENSG00000088035	60	66	60	95	113	112
ENSG00000223804	28	37	27	16	26	39
ENSG00000236887	0	0	0	0	0	0
ENSG00000230779	0	0	0	0	0	0
ENSG00000024526	1478	1724	1714	1152	1479	1383
ENSG00000236480	0	2	1	3	2	0
ENSG00000235756	2	0	0	0	0	0
ENSG00000225603	4	9	4	2	1	0
ENSG00000173810	0	0	0	0	0	0
ENSG00000235005	0	0	0	2	0	0
ENSG00000271890	0	0	0	0	0	2
ENSG00000238107	0	2	0	0	0	2
ENSG00000198019	0	0	0	0	4	0
ENSG00000286005	0	0	0	0	0	0
ENSG00000227425	0	0	0	0	0	0
ENSG00000233222	0	0	0	0	0	0
ENSG00000225279	2	2	2	0	2	0
ENSG00000229101	0	0	0	0	0	0
ENSG00000224927	0	0	0	0	0	0
ENSG00000239216	0	0	0	1	0	0
ENSG00000283360	5	4	10	4	3	6
ENSG00000258465	0	0	0	0	0	0
ENSG00000288460	0	0	0	0	0	0
ENSG00000117262	394	302	411	418	589	300
ENSG00000203782	0	0	1	0	2	0
ENSG00000227907	0	0	0	0	0	0
ENSG00000163263	0	0	1	0	0	1
ENSG00000237076	0	2	0	0	0	0
ENSG00000143624	1915	2064	1883	1982	2248	2187
ENSG00000227970	0	0	0	0	0	0
ENSG00000163221	0	0	2	0	0	0
ENSG00000261055	10	20	14	13	14	16
ENSG00000231613	2	0	2	0	2	0
ENSG00000137947	2408	2490	2317	2398	2720	2451
ENSG00000231700	8	2	3	8	8	7
ENSG00000236689	0	0	0	0	0	0
ENSG00000233589	9	11	9	15	8	5
ENSG00000117586	10	4	4	0	4	0
ENSG00000239887	10	2	4	6	15	10
ENSG00000184330	0	7	0	2	0	0
ENSG00000230946	4	2	8	4	5	8
ENSG00000226028	0	0	0	0	0	0
ENSG00000162728	3	1	0	2	0	4
ENSG00000229021	0	2	2	8	0	0
ENSG00000231029	0	0	0	0	0	0
ENSG00000203825	0	0	0	0	0	0
ENSG00000184371	519	556	525	181	145	148
ENSG00000233449	0	0	0	0	0	4
ENSG00000242943	0	0	0	0	0	0
ENSG00000233203	0	3	0	6	0	0
ENSG00000232366	0	0	0	0	0	0
ENSG00000232499	286	271	257	234	324	264
ENSG00000143375	69	97	102	114	157	133
ENSG00000232265	30	25	18	22	6	11
ENSG00000163154	35	16	27	18	20	19
ENSG00000232995	55	36	45	50	79	63
ENSG00000236957	0	0	0	0	2	0
ENSG00000143569	20429	22224	22758	26398	30610	30123
ENSG00000238087	0	0	0	0	0	0
ENSG00000227777	0	0	0	0	0	0
ENSG00000287218	0	0	0	4	0	4
ENSG00000230832	20	12	18	38	41	40
