Geneid	L1	L2	L3	L4	R1_1	R1_2	R1_3	R1_4
Y_RNA	0	0	0	0	0	0	0	0
CERS3	0	2	1	1	1	0	0	1
LINC01585	3	2	0	1	1	3	1	0
SNORD18	0	0	0	0	0	0	0	0
RN7SL363P	0	0	0	0	0	0	0	0
FES	385	594	607	587	1146	761	830	1198
BLM	289	172	292	401	823	524	756	852
FURIN	217	762	559	546	863	576	759	818
ISG20	331	420	593	625	271	255	216	329
PPIB	3123	2391	3726	4141	4541	4264	3871	5468
CPEB1-AS1	4	5	16	6	6	5	3	6
AP3B2	5	13	14	18	4	6	0	4
ACTG1P17	0	0	0	0	0	2	0	0
SNHG21	70	25	50	80	123	117	146	159
FSD2	0	1	0	3	5	1	5	3
SCARNA15	0	0	0	0	0	0	0	0
WHAMM	232	136	255	276	643	321	663	746
SENP8	6	0	4	2	6	4	3	12
GRAMD2A	0	0	0	5	1	1	2	2
PARP6	55	57	72	60	159	117	165	189
CELF6	0	0	0	0	0	0	1	0
HEXA-AS1	12	6	7	2	15	8	16	13
RPL12P35	0	1	1	0	1	0	1	2
ARID3B	70	135	119	137	221	156	247	275
RNU6-231P	0	0	0	0	0	0	0	0
MIR548AP	0	0	0	0	0	0	0	0
LINC01584	0	1	0	0	0	0	0	0
RNA5SP400	0	0	0	0	0	0	0	0
AGBL1-AS1	0	0	0	0	4	2	0	0
AGBL1	0	0	0	0	1	0	0	0
TMOD2	55	22	47	56	105	71	132	129
CLN6	70	140	140	172	215	144	181	196
HMGN2P40	0	0	0	0	0	0	0	0
RNU6-1108P	0	0	0	0	0	0	0	0
RNU6-1332P	0	0	0	0	0	0	0	0
RNU6-966P	0	0	0	0	0	0	0	0
RNU1-78P	0	0	0	0	0	0	0	0
TERB2	0	0	0	0	0	0	0	1
INSYN1	0	0	0	0	0	0	0	1
EXD1	0	0	0	0	1	0	0	1
NIPA2	41	29	43	56	146	89	166	161
PLA2G4B	2	41	30	22	21	11	12	10
CCPG1	95	42	61	114	217	164	202	230
ZNF280D	38	19	29	40	128	92	115	136
OR4F6	0	0	0	0	0	0	0	0
OR4F15	0	0	0	0	0	0	0	0
BCL2L10	0	0	0	0	0	0	0	0
NEDD4	23	7	17	20	131	97	149	130
NSMCE3	138	58	98	129	368	261	255	351
APBA2	70	93	97	90	86	88	84	78
SORD	314	262	389	420	739	691	738	908
Y_RNA	0	0	0	0	0	0	0	0
DUOX2	3	20	14	19	54	38	47	66
DUOXA2	0	2	0	0	1	5	6	8
DUOX1	11	41	26	35	22	23	33	28
COX6CP4	0	0	0	0	0	0	0	0
LARP4P	0	0	1	0	0	0	2	2
TPST2P1	2	0	3	0	0	1	0	0
CSNK1A1P1	0	0	0	0	0	0	0	0
U3	0	0	0	0	0	0	1	0
MIR8063	0	0	0	0	0	0	0	0
CDIN1	12	4	7	18	19	28	34	27
MIR630	0	0	0	0	0	0	0	0
LINC02259	0	0	1	0	0	0	0	0
RN7SL853P	0	0	0	0	0	0	0	0
HIGD2B	0	0	0	0	0	0	0	0
BBS4	133	84	163	220	369	324	301	357
ADPGK-AS1	1	3	5	1	5	1	2	1
NPM1P42	0	0	0	1	0	5	0	0
ADPGK	131	87	118	158	632	331	530	630
FABP5P8	0	0	0	0	0	2	0	0
MIR4515	0	0	0	0	0	0	0	0
TM6SF1	5	2	0	2	25	16	20	21
HDGFL3	124	84	148	190	694	399	583	727
BNC1	0	0	0	0	0	0	0	0
MIR626	0	0	0	0	0	0	0	0
MAPKBP1	58	142	101	111	135	141	166	203
ONECUT1	0	0	0	0	1	0	0	0
SPG11	178	140	188	242	669	467	585	665
STARD5	8	1	2	14	20	12	26	38
TMC3	7	0	2	1	0	0	1	4
RN7SL346P	0	0	0	0	0	0	0	0
RPS12P26	0	1	4	1	0	2	2	0
CIB1	185	137	249	238	211	236	189	256
TTLL13P	0	0	0	0	0	0	0	0
NGRN	61	33	49	77	299	219	225	347
RN7SL736P	0	0	4	0	0	0	0	0
OR4G2P	0	0	0	0	0	0	0	2
OR4G6P	0	0	0	0	0	0	0	1
FAM138E	2	1	3	4	1	5	4	2
MIR1302-10	0	0	0	0	0	0	0	0
WASH3P	221	438	663	529	296	327	244	314
MIR6859-3	18	21	25	27	10	13	9	23
DDX11L9	0	0	2	0	2	2	0	0
FAH	478	532	767	811	847	653	658	838
CTXND1	0	0	0	2	6	3	3	5
DUT-AS1	2	1	0	1	7	8	6	4
Y_RNA	0	0	0	0	0	0	0	0
DUT	1624	1132	1953	2358	2701	2352	2277	3094
FBN1	81	90	76	134	938	502	917	836
FBN1-DT	2	0	0	0	2	1	0	1
CD24P2	0	0	0	0	0	0	0	0
RFX7	54	13	33	51	267	167	415	335
RNU6-1287P	0	0	0	0	0	0	0	0
HMGB1P33	1	4	1	1	0	1	2	1
FAN1	133	100	79	126	330	188	339	310
MTMR10	35	46	43	75	120	95	163	142
RNU6-466P	0	0	0	0	0	1	0	0
MIR211	0	0	0	0	0	0	0	0
TRPM1	0	3	1	0	3	0	0	0
TMEM202	0	0	0	0	0	0	0	0
PHBP20	0	0	0	0	0	0	0	0
HEXA	69	153	134	162	281	210	232	260
ZNF710	15	89	49	58	72	49	57	76
MIR3174	0	0	0	0	0	0	0	0
ZNF710-AS1	20	19	10	9	42	20	29	35
U7	0	0	0	0	0	0	0	0
IDH2	3692	2832	4433	5423	6970	5458	5513	7593
IDH2-DT	0	0	0	1	0	3	0	1
GABARAPL3	0	1	0	2	0	1	0	0
GABARAPL3	0	0	0	0	0	0	0	0
ZNF774	11	5	7	6	10	15	4	22
NDUFA3P4	0	0	0	0	0	0	0	0
IQGAP1	175	161	188	211	1266	638	1360	1321
HSPE1P3	6	0	0	1	0	2	1	4
SPINT1	9	14	6	5	23	17	22	19
CLK3	944	2441	2365	2452	2816	1939	2422	2885
CALML4	3	10	4	6	3	3	9	3
SH2D7	1	0	0	0	0	0	0	0
DNAJA4	1748	1601	2084	2532	6530	3746	6173	6791
SERINC4	0	0	0	0	0	0	0	0
TBC1D2B	22	50	46	57	56	27	53	62
FAM189A1	3	0	0	0	1	0	0	0
ANKRD63	1	1	1	0	0	2	0	3
CSK	564	730	834	845	1737	1309	1365	1822
GDPGP1	2	1	17	5	9	9	6	5
GOLGA2P8	1	0	2	0	3	0	0	0
RNU6-449P	0	0	0	0	0	0	0	0
HNRNPA1P74	0	0	0	0	0	0	0	0
UNC13C	1	0	0	0	0	0	0	3
IL16	5	15	24	29	15	12	12	13
PEAK1	184	207	231	336	909	578	872	792
FAM214A	49	85	115	85	112	102	90	104
GOLGA8A	136	313	258	351	558	319	464	542
DUOXA1	0	9	0	0	1	4	1	1
SAXO2	0	2	5	2	7	3	2	3
OR4F4	0	0	0	0	0	0	0	0
IMP3	146	166	302	258	205	210	155	199
CPEB1	9	11	25	18	6	14	7	13
PATL2	12	22	43	50	38	27	24	38
ANKRD34C	0	0	0	0	0	0	0	0
HNRNPLP2	9	11	10	17	30	27	43	32
FSCN1P1	0	0	1	0	1	0	0	0
DNM1P5	0	0	0	0	0	0	0	0
GOLGA8B	249	277	239	217	550	390	493	498
MIR1233-2	0	0	0	0	0	0	0	0
LINC02252	0	0	0	0	0	0	0	0
LINC01852	0	0	1	0	4	1	0	0
TMCO5A	0	0	0	0	0	0	0	0
BCAR1P1	0	0	0	0	0	0	0	0
RN7SL584P	0	0	0	0	0	0	0	0
BMS1P15	0	0	0	1	0	0	0	1
RHPN2P1	0	0	0	0	0	0	0	0
CHEK2P2	0	0	0	0	0	1	1	0
GOLGA6L4	12	40	19	34	70	44	51	46
DIS3L-AS1	0	0	0	0	0	0	0	0
DIS3L	105	71	114	139	450	264	414	439
TIPIN	409	206	502	552	756	591	713	740
SCARNA14	0	0	0	1	2	0	0	0
Y_RNA	0	0	0	0	0	0	1	0
RPL9P25	0	0	0	0	0	0	0	0
MAP2K1	128	48	62	120	576	372	593	605
ATP5MFP6	0	0	0	0	0	4	0	0
RPL35AP32	2	0	2	0	0	0	0	0
SNAPC5	725	415	782	869	1560	1238	1360	1863
MIR4512	0	0	0	0	0	0	0	0
RPL4	33247	33219	56597	58830	52852	49963	41793	60704
SNORD18C	0	0	0	0	0	0	0	0
SNORD18B	0	0	0	0	0	0	0	0
SNORD16	0	0	0	0	0	0	0	0
SNORD18A	0	0	0	0	0	0	0	0
ZWILCH	197	129	223	317	488	427	529	740
LCTL	6	2	5	2	3	5	10	6
LINC01169	1	0	0	0	0	0	0	0
LINC02256	0	0	0	4	4	0	3	0
GOLGA8N	23	46	43	69	112	52	190	168
RN7SL286P	0	0	0	0	0	0	0	0
ARHGAP11A	103	41	71	112	398	268	391	388
SCG5-AS1	0	0	1	0	0	0	5	1
GREM1-AS1	0	0	2	0	0	0	0	0
GREM1	0	2	0	0	2	4	0	6
GOLGA8H	5	14	18	4	20	22	39	15
SLC24A5	0	0	0	0	0	0	0	0
CTXN2	0	0	0	0	1	0	0	0
SLC12A1	0	2	0	0	1	2	1	0
CTXN2-AS1	0	0	0	0	0	0	0	1
UBAP1L	5	33	33	32	21	21	28	22
CHRFAM7A	0	0	0	0	1	0	6	0
RPL41P2	1	2	2	5	7	5	0	4
HERC2P1	0	3	0	0	0	1	4	2
GOLGA8F	2	0	0	0	1	0	0	0
ABCB10P3	0	0	0	0	0	3	0	1
ABCB10P4	1	0	0	0	4	2	1	4
HERC2P11	0	0	0	0	0	0	0	0
HERC2	465	1032	1026	1057	1460	946	1024	1154
RN7SL719P	0	0	0	0	0	0	0	0
GOLGA8M	0	0	0	0	1	0	0	0
WHAMMP2	18	5	14	11	34	27	41	38
GOLGA8S	0	1	0	0	0	0	0	0
HERC2P6	0	0	0	0	0	1	0	0
TLNRD1	3	4	2	6	34	12	17	16
MEGF11	2	10	5	10	11	4	8	11
MIR4311	0	0	0	0	0	0	0	0
INAFM2	45	40	40	88	181	111	157	191
RNA5SP392	0	0	0	0	0	0	0	0
PHGR1	0	3	0	0	1	0	0	0
DISP2	5	6	4	5	7	4	2	4
BAHD1	109	148	200	221	309	250	223	317
CHST14	5	6	11	4	56	27	55	57
IVD	199	228	294	360	650	403	498	608
MYO5A	16	13	20	19	58	57	54	75
RASGRP1	1	0	3	3	5	3	11	9
MYEF2	99	68	68	175	374	237	375	352
TTBK2	22	35	41	51	148	93	95	87
B2M	744	341	701	896	1399	1203	1172	1644
KNL1	194	115	131	245	1243	645	1345	1148
PTPN9	52	70	84	73	180	91	185	207
TLE3	266	842	670	604	867	572	773	793
LPCAT4	102	126	96	154	175	147	132	176
ARNT2	1	0	1	0	1	2	0	0
SNRPA1	2879	2864	4573	4954	4293	3974	3234	4601
ZSCAN29	578	319	536	587	1269	994	1211	1375
ISLR2	0	0	4	0	1	2	0	2
CYP19A1	0	1	0	0	0	0	0	0
GOLGA6L10	103	283	189	211	348	182	327	292
CYP1A1	0	0	2	0	2	0	0	0
MAN2C1	179	714	535	512	591	423	511	596
PKM	2368	1965	2166	2397	8125	5829	6636	7569
TGM5	0	6	2	5	2	1	1	1
GOLGA6L22	0	0	0	0	0	1	1	1
INO80	305	280	397	445	1084	740	972	1086
OR4M2	0	0	0	0	0	0	0	0
GOLGA6D	0	0	0	0	0	0	0	0
MGA	178	223	249	303	666	414	615	653
GOLGA6C	0	1	0	0	0	0	0	0
GOLGA8J	0	0	3	3	1	1	1	2
GOLGA8K	3	17	7	2	11	2	3	9
GOLGA8T	0	1	0	3	2	0	5	2
GOLGA6B	0	0	0	0	5	0	0	3
RGMA	0	1	1	3	4	3	0	0
ATP10A	15	7	4	10	5	3	2	3
KNSTRN	531	223	384	517	1270	1012	1147	1474
GOLGA6L9	127	291	344	325	550	344	528	482
RPL7P5	0	0	0	0	0	0	2	0
Y_RNA	0	1	0	1	1	0	3	0
LYSMD4	114	176	238	256	234	198	241	271
MEF2A	36	41	48	67	195	106	216	222
H3P40	0	0	0	0	0	0	0	0
MCTP2	120	72	86	144	369	293	344	367
LINC02852	0	0	0	0	0	0	0	0
MAPK6	142	43	64	111	1083	634	1119	1133
ARHGAP11A-SCG5	1	1	3	0	0	0	0	3
GOLGA8M	4	1	3	1	5	0	3	7
GOLGA8R	10	36	19	13	56	29	90	84
SHF	2	0	3	8	4	6	4	9
GOLGA6L7	0	2	3	4	1	2	1	1
CT62	0	0	0	0	0	0	0	0
NR2E3	0	0	0	0	1	1	0	0
RNA5SP399	0	0	0	0	0	0	0	0
CRTC3-AS1	16	4	18	16	19	18	12	22
CRTC3	23	111	133	127	198	125	195	173
PDIA3	2127	1244	2111	2599	5770	4182	4373	5643
ARHGAP11B	17	18	5	11	26	25	16	32
HERC2P7	19	22	14	16	68	45	72	76
GOLGA6L2	4	6	2	0	5	18	4	3
GOLGA8G	0	0	0	5	1	0	0	0
RN7SL238P	0	0	0	0	0	0	0	0
MIR4509-2	0	0	0	0	0	0	0	0
MIR4509-3	0	0	0	0	0	0	0	0
Metazoa_SRP	0	0	0	0	0	0	0	0
RN7SL536P	0	0	0	0	0	0	0	0
TMEM266	2	11	5	6	5	8	3	7
Metazoa_SRP	0	0	0	0	0	0	0	0
TYRO3P	9	8	5	6	9	4	2	7
ISL2	0	0	0	0	1	0	0	2
OTUD7A	0	4	2	0	7	4	8	6
PPIP5K1	29	46	45	40	61	50	43	59
Y_RNA	0	0	0	0	0	0	0	0
ZNF609	186	654	594	543	558	307	460	422
Y_RNA	0	0	0	0	0	0	0	0
RNU6-549P	0	0	0	0	0	0	0	0
OAZ2	246	303	407	513	339	326	308	396
RNU6-17P	0	0	0	0	0	0	0	0
Y_RNA	0	0	0	0	0	0	0	0
U8	0	0	0	0	0	0	0	0
RN7SL196P	0	0	0	0	0	0	0	0
LINC02256	0	0	0	0	0	0	0	0
THSD4	1	0	0	0	1	1	1	0
MIR6085	0	0	0	0	0	0	0	0
HMGN1P26	0	1	0	0	0	0	0	0
MGC15885	0	0	0	1	0	1	2	1
MIR190A	0	0	0	0	0	0	0	0
TLN2	49	110	115	147	130	71	94	100
RCCD1	602	612	701	823	1709	1243	1317	1689
SCG5	5	7	2	7	2	3	3	2
GOLGA8Q	12	19	20	23	71	25	63	64
INTS14	119	72	74	149	365	249	438	487
RTF1	290	541	709	712	1476	811	1291	1505
MESP1	0	1	1	2	1	2	2	5
GANC	24	29	50	53	111	91	128	134
SEMA4B	73	109	113	119	205	126	166	182
CCDC9B	7	28	18	26	40	14	16	28
LINC01580	0	0	0	0	0	1	0	0
DRAIC	1	2	7	4	6	5	5	2
GJD2-DT	0	0	0	0	0	0	0	0
EFL1P1	0	6	2	3	2	2	3	5
LINC02351	0	0	0	1	0	0	0	0
LINC02490	0	0	0	0	0	1	0	0
PWRN4	0	0	0	1	0	0	0	0
SCAND2P	16	13	24	29	24	4	28	30
LETR1	0	0	0	0	2	1	0	1
IRAIN	0	1	3	2	0	2	1	2
LINC02207	1	0	0	0	1	1	0	0
LINC02915	0	0	0	0	0	0	0	0
ADAMTS7P4	2	2	4	0	4	1	0	3
CRAT37	0	0	0	0	0	0	1	0
ALDH1A3-AS1	0	0	0	3	3	3	0	2
ANKRD34C-AS1	0	2	0	0	0	0	0	4
HERC2P9	72	133	116	154	354	291	310	361
CATSPER2P1	4	8	5	9	10	5	7	5
PDCD6IPP2	126	145	180	201	210	155	150	220
TMC3-AS1	1	2	0	0	2	5	3	3
TMEM202-AS1	6	9	27	20	21	16	14	22
NR2F2-AS1	0	0	0	0	0	0	2	2
DNM1P35	0	7	6	19	5	5	10	14
LINC02345	3	0	1	1	0	2	0	0
LINC00926	21	38	30	30	23	35	35	48
GABPB1-AS1	192	140	215	252	626	426	465	450
SPINT1-AS1	0	0	0	4	0	0	1	0
UBL7-DT	6	10	20	23	27	25	14	29
EIF3J-DT	42	25	36	53	126	81	122	128
LOXL1-AS1	0	0	0	0	0	0	1	0
SRP14-DT	9	5	13	16	21	22	20	46
CHASERR	371	363	748	866	800	765	711	894
HERC2P2	690	711	790	774	2662	1701	2492	2252
H2AZ2P1	6	0	5	11	2	4	3	5
ETFA	1403	914	1814	2151	2241	2046	1684	2535
FBXL16	0	1	5	4	2	3	2	1
RAB40C	33	174	160	151	114	109	125	137
MIR3677HG	8	39	34	17	9	10	9	22
FLYWCH2	204	226	335	401	319	307	271	420
NHLRC4	12	37	45	55	39	28	27	50
WDR90	43	167	125	138	145	123	106	129
TELO2	173	460	419	459	445	322	321	402
WFIKKN1	2	3	9	6	7	4	1	2
FAM234A	123	266	311	272	265	247	192	252
AXIN1	468	635	726	796	1255	829	912	1316
STUB1-DT	0	0	0	1	0	0	0	0
PKD1	56	426	260	243	207	142	143	174
TRAF7	130	229	193	245	655	402	536	605
ABCA3	1	4	5	5	8	7	2	7
DDX11L10	0	4	1	4	1	0	0	0
RAB26	4	25	5	10	3	1	3	4
WASIR2	0	0	0	0	0	1	0	1
CLCN7	152	515	363	436	574	447	503	587
RPL23AP86	0	0	0	0	0	1	0	0
SMIM22	2	0	6	3	0	4	1	7
PGP	77	121	159	112	145	115	129	142
STUB1	1300	1490	2067	2237	1320	1085	984	1352
IL9RP3	7	13	15	9	8	5	11	11
MCRIP2	71	127	84	152	105	98	109	145
E4F1	295	601	895	784	665	509	449	699
LINC02152	0	0	0	0	0	0	0	0
LINC00235	0	13	34	11	5	5	12	6
RNPS1	1073	1283	1838	1998	3175	2189	2533	3178
WASH4P	18	14	22	12	7	8	6	4
TMEM204	0	2	3	3	1	4	1	0
ANKS3	93	171	240	205	238	174	162	254
WDR24	47	139	175	167	155	114	80	173
ECI1	517	660	834	809	636	583	459	744
UNKL	42	109	77	64	123	92	81	93
NPIPA9	5	11	32	7	55	6	5	12
ARHGDIG	1	0	0	2	0	3	1	2
IFT140	71	331	215	287	345	296	312	351
CAPN15	104	317	294	248	268	175	199	248
MLST8	636	653	944	1050	877	824	698	1044
GLYR1	710	783	776	964	2992	1774	2849	2808
NUDT16L1	51	82	105	144	97	84	60	120
TNFRSF17	0	2	0	0	0	0	0	0
CDIP1	50	53	59	69	114	91	87	94
NPIPA8	0	0	3	4	4	6	2	0
XYLT1	0	11	10	9	7	9	11	13
ADCY9	1	8	1	2	8	2	4	6
CPPED1	134	88	205	170	312	263	274	386
ZNF500	18	88	70	68	88	51	77	82
RSL1D1	4098	2327	4091	4760	9945	8102	8361	10705
LINC02861	0	1	3	0	0	3	0	0
RPS23P6	4	0	3	8	0	0	0	1
SUB1P3	0	2	0	1	1	0	1	0
RPS3AP2	0	0	1	1	0	0	0	0
GSPT1	1702	599	968	1361	6768	3806	5895	6265
HS3ST4	0	0	0	0	0	0	1	1
RHOT2	402	962	965	915	824	631	691	928
DNASE1L2	0	19	9	6	3	7	3	2
SMG1P3	12	73	67	76	43	27	51	31
TMC5	45	56	110	113	110	61	75	119
CREBBP	353	772	702	913	1420	800	1337	1242
LINC02858	0	0	0	0	0	2	0	0
RPS15A	1509	2288	3503	3321	1658	1722	1250	1831
RPL7P47	0	0	0	0	0	0	0	0
PKD1P5	9	51	23	17	5	24	6	17
LCMT1-AS2	6	15	13	10	18	10	11	4
UBL5P4	0	1	0	0	0	0	0	0
LINC01195	0	0	0	0	0	0	0	0
PKD1P6-NPIPP1	0	0	0	0	1	3	0	1
LINC02195	0	0	0	0	0	0	0	0
RGS11	0	0	0	1	1	1	0	0
RPUSD1	71	117	114	118	135	122	120	162
IL21R-AS1	0	1	1	2	0	2	1	0
GNG13	0	9	5	1	3	8	1	1
SCNN1B	0	1	0	1	1	0	0	0
PRR35	0	0	0	0	0	0	0	0
PKD1P4	0	35	10	2	13	2	2	8
MGRN1	100	315	390	338	328	273	333	366
SYT17	0	0	3	0	1	1	0	0
NPIPA1	176	143	246	288	329	269	362	347
SCNN1G	0	0	0	0	0	0	1	0
SLC7A5P2	0	0	0	0	0	0	0	0
BCAR4	0	0	0	0	0	0	0	0
RSL1D1-DT	0	1	1	3	4	1	2	0
PKD1P3	4	59	30	24	15	4	17	11
CYCSP39	0	0	0	0	0	0	0	0
AQP8	0	1	1	0	0	0	0	0
ZKSCAN2	76	82	122	127	258	193	160	196
HS3ST2	0	0	2	0	0	0	0	1
TMC7	0	1	0	4	0	2	0	2
METTL26	58	101	116	135	60	46	46	57
MIR193BHG	0	1	1	0	2	2	5	1
PARN	156	72	85	176	868	634	921	999
TNRC6A	187	470	459	594	1111	630	1070	869
ABCC6P2	0	0	0	0	0	0	0	0
ZKSCAN2-DT	9	51	36	37	41	37	40	58
SCML2P2	3	1	0	1	3	0	4	1
LARP7P2	0	0	0	0	0	0	0	0
SNX29	71	124	134	130	202	135	139	166
KNOP1	208	243	367	390	558	376	363	524
POLR3E	367	329	427	559	1399	873	1084	1304
PKD1P6	20	153	94	125	82	62	72	81
UBALD1	38	101	121	107	109	59	78	84
CHTF18	562	1601	1711	1628	1098	947	836	1132
IL21R	8	5	3	8	5	8	6	1
CASKIN1	0	2	1	2	2	8	0	0
LINC01177	0	0	0	0	0	0	0	0
NPIPP1	24	22	47	58	23	17	26	21
NSMCE1-DT	19	19	12	20	33	26	27	32
ARL6IP1	215	125	245	321	725	436	485	677
LINC02191	0	0	0	0	0	0	0	0
IL4R	187	340	265	307	585	380	439	514
COQ7-DT	1	0	2	4	2	1	1	0
LINC02177	0	0	3	0	0	0	0	0
RPL35AP34	0	0	0	0	0	0	0	0
PCMTD1P2	0	0	1	0	0	0	0	0
IGHV1OR16-2	0	0	0	0	0	0	0	0
TP53TG3F	0	0	0	0	0	0	0	0
BCAP31P2	0	0	0	0	0	0	0	0
RARRES2P9	0	0	0	0	0	0	0	0
RARRES2P8	0	0	0	0	0	0	0	0
FRG2HP	0	0	0	0	0	0	0	1
LINC02130	0	0	0	0	0	0	0	0
FRG2DP	0	0	0	0	0	0	0	0
PABPC1P13	0	0	0	0	0	0	0	0
AGGF1P5	0	0	0	1	0	1	0	0
BCLAF1P2	17	20	27	29	71	59	85	86
VN1R68P	0	0	0	0	0	0	0	0
AGGF1P8	0	0	0	0	0	0	0	0
IGHV3OR16-12	0	0	0	0	0	0	0	0
IGHV3OR16-17	0	0	0	0	0	0	0	0
DUX4L46	0	0	0	0	0	0	0	0
IGHV3OR16-13	0	0	0	0	0	0	0	0
NAMPTP3	0	0	0	0	0	0	0	0
BMS1P8	4	0	0	0	1	0	0	0
UBE2MP1	0	1	2	8	19	5	5	8
RARRES2P5	0	0	0	0	0	0	0	0
MTND4LP25	0	0	0	0	0	0	0	0
ORC6	967	794	1436	1511	2547	2097	1967	2737
TP53TG3	0	0	0	0	0	0	0	0
RAB43P1	0	1	3	2	2	5	3	5
IGHV2OR16-5	0	0	0	0	0	0	0	0
DUX4L47	0	0	0	0	0	0	0	0
NETO2	15	5	10	10	28	5	19	18
PPP1R1AP2	0	0	0	0	0	0	0	0
TP53TG3E	0	0	0	0	0	0	0	0
IGHV3OR16-11	0	0	0	0	0	0	0	0
EIF4BP5	0	0	0	0	0	0	0	0
ITFG1-AS1	0	0	0	0	1	2	0	0
ABCD1P3	0	0	0	0	0	0	0	0
SIAH1	26	41	37	74	67	67	62	73
DNAJA2	648	274	465	655	2943	1885	2724	3294
METTL22	185	165	215	292	243	224	189	286
DUX4L45	0	0	0	0	0	0	0	0
SLC25A1P4	0	0	0	0	0	0	0	0
AGGF1P7	0	0	0	0	0	0	0	0
C16orf87	101	19	57	51	290	222	304	340
TCERG1P2	0	0	0	0	0	0	0	0
VPS35	447	197	351	508	1635	1065	1541	1603
ARHGAP23P1	0	0	0	0	1	1	4	0
AGGF1P9	0	0	0	0	0	0	0	0
ENPP7P13	0	0	0	0	0	0	0	0
VN1R69P	0	0	0	0	0	0	0	0
CLUHP11	0	0	0	0	0	0	0	0
TP53TG3B	0	0	0	0	0	0	0	0
FAM153DP	0	0	0	0	0	1	0	0
IGHV3OR16-8	0	0	0	0	0	0	0	0
CKBP1	0	0	0	0	0	0	0	0
ZNF971P	0	0	0	0	2	1	0	0
HERC2P8	0	0	0	0	0	0	0	0
SLC6A10P	0	0	0	0	0	0	0	3
SHISA9	5	0	0	0	1	5	0	1
EEF1A1P38	0	0	0	0	0	0	1	0
BCAP31P1	0	0	0	0	0	0	0	0
LINC02167	0	0	0	0	1	0	0	0
TP53TG3C	0	0	0	0	0	0	0	0
IQCK	0	2	1	2	0	4	4	2
GPRC5B	0	0	0	0	0	0	0	2
CCNYL3	0	0	0	0	0	0	0	0
ABHD17AP9	0	0	0	0	0	0	0	0
QPRT	555	426	661	792	2095	1867	1675	2393
VPS35P1	0	0	0	0	0	0	0	3
SMG1-DT	5	4	10	3	5	4	0	3
PHKB	398	270	440	566	1250	953	1062	1326
ABHD17AP7	0	0	0	0	0	0	0	0
FRG2IP	0	0	0	0	0	0	0	0
MYLK3	8	6	4	9	26	18	13	11
LINC02127	0	0	0	0	0	0	0	0
HMGN2P41	0	0	0	0	0	0	0	0
LINC02184	0	0	0	0	0	0	0	0
FGFR3P5	0	0	0	0	0	0	0	0
IGHV3OR16-16	0	0	0	0	0	0	0	0
TMF1P1	0	0	0	0	0	0	0	0
KIF18BP1	0	0	0	0	0	0	0	0
C2orf69P1	0	0	0	0	0	0	0	0
LINC02175	14	20	33	21	53	19	41	36
LINC00273	0	0	0	0	0	0	0	0
LONP2	89	51	98	138	457	299	390	432
ANKRD26P1	0	0	0	0	1	2	2	0
LINC02133	0	0	3	0	1	0	0	0
FRG2JP	0	0	0	0	0	0	0	0
IGHV3OR16-10	0	0	0	0	0	0	0	0
C1QL1P1	0	0	0	0	0	0	0	0
C2orf69P4	0	0	0	0	0	0	0	0
RPL23AP72	0	0	1	0	0	0	1	0
COX6CP1	8	13	9	9	3	6	5	3
NTAN1	124	70	176	207	232	217	214	346
HERC2P5	0	0	0	0	0	0	0	0
IGHV3OR16-7	0	0	0	0	0	0	0	0
HMGN2P3	124	57	82	130	238	190	260	331
MPV17L	10	16	28	37	48	37	43	35
RARRES2P10	0	0	0	0	0	0	0	0
FRG2GP	0	0	0	0	0	0	0	0
GPT2	46	63	94	88	162	148	147	157
LINC02129	0	0	0	0	0	0	0	0
N4BP1	50	75	91	91	181	109	140	184
JMJD8	34	36	41	44	65	34	56	57
IGHV1OR16-4	0	0	0	0	0	0	0	0
BFAR	107	75	111	152	378	239	282	369
NPIPA3	0	3	4	3	3	29	1	2
IGHV3OR16-15	0	0	0	0	0	0	0	0
AGGF1P6	0	1	0	0	0	0	0	0
ITFG1	65	51	81	142	256	171	251	270
AGGF1P4	0	0	0	0	0	0	0	0
NUP93	324	226	349	463	892	656	673	924
TP53TG3GP	0	0	0	0	0	0	0	0
CDH8	1	0	0	0	0	0	0	0
LCMT1	166	143	275	284	229	206	198	269
VN1R70P	0	0	0	0	0	0	0	0
SHCBP1	346	265	477	557	1423	1138	1388	1643
COQ7	191	140	184	309	392	305	278	408
GSG1L	0	2	0	0	0	0	2	0
LINC01566	0	0	0	0	1	0	0	0
HNRNPA1P48	619	231	368	508	770	902	631	1089
LINC00919	0	0	0	0	0	0	0	0
NPIPB2	22	13	24	16	32	25	23	40
UBA52P8	0	0	0	0	0	1	0	1
ZC3H7A	569	293	552	609	1308	1006	1048	1391
MMP2	10	3	4	10	11	7	11	14
CASC16	0	0	0	0	0	0	0	0
CES5A	0	0	0	0	0	1	0	0
CCP110	117	95	111	189	932	432	959	822
NDUFA5P11	9	8	7	11	36	15	14	30
HSPE1P16	0	0	0	0	0	0	0	0
CLEC16A	220	465	410	445	808	575	624	803
LINC02169	0	0	0	0	0	0	0	0
CTRL	0	0	0	0	0	0	0	0
IGHV3OR16-6	0	0	0	0	0	0	0	0
CLEC19A	0	0	0	0	0	0	2	0
LINC02178	0	0	0	0	0	0	0	0
C2orf69P2	0	0	0	0	0	0	0	0
CCL17	4	1	0	0	0	0	5	0
LINC00922	0	0	0	0	1	1	0	0
LINC02183	0	0	0	0	0	0	1	0
