Gene	hs_proerythroblast_1	hs_proerythroblast_2	hs_proerythroblast_3	hs_early_basophilic_1	hs_early_basophilic_2	hs_early_basophilic_3	hs_late_basophilic_1	hs_late_basophilic_2	hs_late_basophilic_3	hs_polychromatic_1	hs_polychromatic_2	hs_polychromatic_3	hs_orthochromatic_1	hs_orthochromatic_2	hs_orthochromatic_3
TAF6	18266	1706	2978	20974	2296	3219	18714	2527	2801	14352	1687	2609	9562	731	1045
TAF6L	4700	388	813	4872	530	926	3561	591	644	1725	197	355	942	48	98
TAF7	9316	2093	2627	11060	2285	2532	11319	2702	2827	19584	4162	4497	17237	3012	3926
TAF7L	0	0	0	5	2	0	5	3	0	4	0	2	0	1	0
TAF8	6725	774	1047	8433	1060	1193	9172	1320	1339	5121	768	1101	3224	345	521
TAF9	29838	5110	5808	28934	5124	5556	16796	3940	3984	7851	1334	1464	5745	683	1005
TAF9B	4229	1057	917	5748	1253	1087	4323	1239	1215	1192	227	319	134	24	30
TAG	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TAGAP	98	2	12	52	4	10	42	3	3	10	1	0	53	6	14
TAGLN	146	14	22	306	31	39	356	61	53	607	91	117	993	88	130
TAGLN2	39474	2821	4613	33339	2864	4314	14667	1763	2054	892	164	191	1285	114	138
TAGLN3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TAL1	72522	8776	13484	117653	14165	15455	154143	20285	21897	237988	32346	42324	148250	16315	21081
TAL2	3	0	0	2	0	0	1	0	0	0	0	0	0	0	0
TALDO1	41827	4123	5817	51586	5196	6878	54238	6437	7954	100527	10714	16181	81565	8029	11974
TAMM41	3081	410	446	2830	369	465	1206	275	285	266	42	37	30	7	12
TANC1	5425	341	625	4541	495	568	2511	466	447	7638	830	1657	1771	133	146
TANC2	4864	502	610	3995	552	446	2632	363	368	1805	455	488	1192	83	113
TANK	4320	742	935	6102	861	1054	7123	1081	1293	12173	2671	2729	7877	1817	2451
TAOK1	17223	2058	2752	18331	2898	2706	15267	2844	2757	15540	2642	2648	5234	582	753
TAOK2	15666	1066	2136	17010	1536	2262	15073	1897	2035	9972	1096	1678	3799	320	404
TAOK3	5961	852	981	7374	953	940	8978	1422	1159	12774	1865	2605	14016	1683	2296
TAP1	1624	77	310	1471	93	260	1522	105	220	1405	86	116	411	37	46
TAP2	1688	150	376	2478	200	414	2906	283	467	3753	303	403	464	24	39
TAPBP	21046	1852	3922	21483	2279	3856	16687	2162	2922	10899	1296	1642	5901	639	905
TAPBPL	1710	169	406	2401	229	459	2797	297	441	2924	218	407	499	37	54
TAPT1	4599	901	1145	6390	1165	1355	7118	1568	1614	5269	1083	1512	2534	319	378
TARBP1	17948	3330	4214	16792	3605	3733	7098	2316	1905	367	114	104	46	21	27
TARBP2	6035	624	891	5471	659	917	3418	535	613	841	70	158	1220	76	103
TARDBP	25321	3943	5065	27534	4668	5262	18880	4173	4610	10586	2044	2792	4641	539	765
TARM1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TARP	35	1	1	17	5	6	13	0	2	4	0	0	0	0	0
TARS	40797	7194	7431	70102	10793	9471	81151	15485	12883	50793	8679	8788	25036	2999	4034
TARS2	7966	885	1476	8304	1153	1488	5703	1046	1199	1554	231	281	219	32	26
TARSL2	3196	628	997	3036	628	912	1595	419	517	506	84	92	627	53	71
TAS1R1	1	0	34	6	0	34	2	0	2	6	3	1	531	57	52
TAS1R2	0	0	0	0	0	0	1	0	1	0	0	0	0	0	1
TAS1R3	69	5	14	89	9	11	54	4	8	301	15	53	473	39	44
TAS2R1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TAS2R10	5	0	0	8	1	2	0	1	0	0	0	0	0	0	0
TAS2R13	6	0	0	1	0	0	0	0	2	0	0	0	0	0	0
TAS2R14	10	3	6	53	7	7	60	7	10	36	2	0	3	0	0
TAS2R16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TAS2R19	4	1	2	5	1	4	12	4	0	8	0	1	5	0	0
TAS2R20	50	10	9	49	9	13	35	6	17	42	3	2	12	0	2
TAS2R3	13	0	0	4	0	0	0	0	0	14	0	1	2	0	0
TAS2R30	0	0	0	0	0	0	14	1	5	5	2	3	2	0	2
TAS2R31	0	1	2	5	1	1	10	2	0	7	0	2	6	0	0
TAS2R38	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TAS2R39	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TAS2R4	28	1	3	12	2	0	2	2	0	6	0	0	0	0	0
TAS2R40	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TAS2R41	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TAS2R42	2	1	0	2	0	0	0	0	0	2	0	0	0	0	0
TAS2R43	3	0	0	5	1	0	13	2	0	6	4	0	0	0	0
TAS2R46	4	0	0	2	0	0	3	0	0	1	2	0	1	0	0
TAS2R5	30	6	7	22	7	6	11	4	3	6	0	5	4	1	1
TAS2R50	0	0	0	0	0	0	0	1	0	2	0	3	0	0	0
TAS2R60	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TAS2R7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TAS2R8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TAS2R9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TASP1	1330	246	297	1487	244	306	923	249	228	121	33	44	21	5	9
TAT	0	0	0	0	0	0	5	1	0	2	0	0	4	0	3
TATDN1	542	133	108	568	132	121	412	105	99	352	48	50	87	19	17
TATDN2	12512	1132	1920	13070	1374	1883	8502	974	1582	3774	492	1019	2130	129	161
TATDN3	1463	284	229	2127	360	276	2772	454	311	3462	770	550	1548	324	462
TAX1BP1	11992	2132	2324	17255	2477	2508	19287	3157	3329	38355	7323	9209	49300	9701	12399
TAX1BP3	191	20	39	156	22	18	54	6	10	117	13	27	722	35	64
TAZ	5168	562	960	6137	752	1172	5283	878	1002	1679	221	298	258	29	39
TBC1D1	5299	873	619	5399	908	548	3338	886	508	478	118	63	92	20	26
TBC1D10A	494	29	111	480	45	87	421	37	74	551	67	103	82	11	13
TBC1D10B	16211	1450	2603	20824	1952	2907	21538	2618	3173	16842	1886	2741	9018	504	581
TBC1D10C	962	55	218	522	43	101	183	20	39	12	1	0	21	0	1
TBC1D12	5414	605	1166	5547	616	1180	3412	570	837	1341	186	167	454	29	51
TBC1D13	10113	853	1476	8709	936	1213	5251	775	770	4024	382	505	3065	132	212
TBC1D14	11742	1329	2194	11762	1752	2043	6624	1329	1359	2193	279	408	2344	159	215
TBC1D15	11171	2221	2458	14913	2737	2766	14290	3169	3365	15354	3636	4475	16584	2795	3709
TBC1D16	294	31	34	191	34	23	55	20	5	12	2	2	13	0	0
TBC1D17	5225	506	890	7220	692	1068	10054	999	1419	21030	2133	3474	25540	2413	3505
TBC1D19	216	34	29	161	44	49	111	46	23	7	3	4	0	0	1
TBC1D2	657	232	72	679	316	55	647	388	56	145	59	11	130	28	30
TBC1D20	9371	1041	1819	13770	1541	2069	17388	1950	2460	37941	4089	6230	26423	3261	4525
TBC1D21	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TBC1D22A	4955	570	881	5014	594	924	4661	672	788	6801	709	1220	5518	328	471
TBC1D22B	7598	898	1500	11017	1298	1671	14913	1864	2185	32532	5443	7473	37348	6260	8883
TBC1D23	17260	3047	3614	17714	3437	3169	13777	3442	2935	13675	3126	3339	8601	2033	2701
TBC1D24	13300	1590	2476	15390	2423	3076	11202	2377	2627	1482	205	232	404	55	64
TBC1D25	1934	205	315	1614	167	254	1577	151	218	3085	433	626	2968	557	746
TBC1D26	0	0	0	3	1	0	2	0	0	0	0	0	0	0	0
TBC1D28	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
TBC1D29	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
TBC1D2B	6703	415	534	6053	589	518	3482	441	375	298	38	53	22	5	11
TBC1D3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TBC1D30	8	1	4	11	2	0	8	0	0	11	1	0	4	0	2
TBC1D3B	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
TBC1D3C	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
TBC1D3F	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TBC1D3G	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
TBC1D3H	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0
TBC1D3P1-DHX40P1	82	0	0	72	0	1	49	0	0	49	1	0	94	0	7
TBC1D3P2	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
TBC1D3P5	0	0	0	0	0	0	1	0	0	0	0	0	1	1	0
TBC1D4	10726	816	1556	6225	667	972	1807	236	260	23	4	6	68	5	7
TBC1D5	28142	3409	4753	31250	4394	4416	24895	4560	4570	6800	1098	1106	394	107	113
TBC1D7	4122	451	540	4674	652	673	3828	785	683	1294	211	240	862	70	100
TBC1D8	469	35	48	383	55	43	180	41	32	181	7	0	358	11	7
TBC1D8B	427	54	80	440	55	83	263	59	44	127	27	25	34	5	1
TBC1D9	0	0	2	5	0	0	10	3	2	6	0	0	13	0	0
TBC1D9B	9522	909	1423	6221	848	1056	2512	503	458	260	34	45	109	10	14
TBCA	5901	1195	1104	5944	1183	1061	4029	921	885	1870	276	304	353	44	49
TBCB	2938	323	421	3563	400	477	3403	518	505	1473	198	200	929	85	141
TBCC	3703	504	1021	4912	578	1109	4111	662	927	2839	329	460	2306	204	310
TBCCD1	4033	629	693	5683	841	786	5508	1041	978	3104	545	515	671	81	93
TBCD	33538	2866	4925	36821	3857	5490	28226	4002	4631	13004	1417	2187	1846	295	341
TBCE	5441	801	915	5240	788	903	3055	654	646	1338	150	179	698	67	91
TBCEL	3725	444	522	3506	552	399	3595	557	495	23791	6721	10299	81809	19384	24954
TBCK	4706	700	567	4095	685	520	2194	596	355	794	173	160	197	35	55
TBK1	6028	1141	1367	6313	1201	1351	3984	1185	1127	2385	584	546	1774	440	534
TBKBP1	45	6	11	11	3	5	9	0	3	0	0	0	0	1	0
TBL1X	5084	563	584	8178	899	947	8704	1079	982	12351	1084	1683	6737	374	529
TBL1XR1	15045	3753	3247	14774	3613	3325	11802	3158	2771	18523	5134	6937	20304	4295	5334
TBL1Y	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0
TBL2	6043	645	988	4978	566	777	3013	414	462	1667	150	203	1509	54	62
TBL3	16346	1267	2473	16648	1581	2664	9415	1318	1756	2342	251	328	2158	113	159
TBP	4929	665	855	5190	747	921	3916	836	832	1983	370	424	399	62	83
TBPL1	5463	892	1067	9614	1366	1403	13444	2017	2231	18671	3257	3584	5568	1199	1716
TBPL2	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0
TBR1	0	0	0	1	0	3	1	0	0	0	1	0	0	1	0
TBRG1	8916	855	1482	9542	1217	1664	7747	1349	1538	5793	1012	1279	1892	284	405
TBRG4	22045	1714	3406	19430	1910	3484	9665	1501	1920	2253	235	367	1405	63	104
TBX1	4	0	0	1	0	0	2	0	0	0	0	0	1	0	0
TBX10	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0
TBX15	1	1	0	9	0	1	16	1	0	4	1	0	3	0	0
TBX18	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TBX19	160	12	47	164	13	34	166	14	30	147	30	25	78	3	10
TBX2	0	0	0	0	0	0	0	1	0	8	0	0	5	1	3
TBX20	0	0	0	6	0	0	5	0	0	6	0	0	0	0	0
TBX21	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TBX22	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TBX3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TBX4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TBX5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TBX6	45	0	20	20	5	19	18	3	4	12	1	3	60	10	18
TBXA2R	17	0	0	3	1	2	13	1	2	18	0	0	40	4	3
TBXAS1	728	29	68	368	31	31	224	11	22	109	5	5	215	11	16
TC2N	14	3	2	3	2	1	13	0	2	35	0	0	56	7	5
TCAM1P	4	1	6	12	0	5	5	1	8	4	4	1	0	0	0
TCAP	258	10	40	224	18	55	114	19	30	39	3	10	19	2	1
TCEA1	8579	2046	2251	11613	2321	2363	17502	2699	3132	35098	7936	9869	13708	1758	2263
TCEA2	441	29	71	297	22	72	174	21	30	106	4	13	176	2	1
TCEA3	16	3	0	7	1	0	6	0	2	2	0	0	14	7	3
TCEAL1	778	138	171	575	108	157	322	91	97	29	2	6	7	2	0
TCEAL2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TCEAL3	92	16	22	121	22	14	69	15	15	7	2	2	2	0	0
TCEAL4	2313	301	357	1668	231	305	744	152	117	77	4	8	70	6	2
TCEAL5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
TCEAL6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TCEAL7	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0
TCEAL8	2539	488	471	1863	457	376	970	264	204	411	75	51	221	14	29
TCEANC	640	83	147	1249	134	156	1776	225	239	5567	1194	1417	10992	1839	2354
TCEANC2	2133	228	338	2134	250	288	1708	277	282	994	217	202	118	22	22
TCEB1	3547	659	726	4143	662	774	3159	733	699	2108	350	480	1023	118	120
TCEB2	14929	1055	1713	14740	1296	1761	11874	1280	1430	9523	1064	1622	13932	1257	2027
TCEB3	12726	1485	1839	14520	2069	1963	10325	1984	1738	6906	968	1075	2388	222	327
TCEB3B	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TCEB3C	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TCEB3CL	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TCERG1	28265	4237	5740	32016	5340	6494	21590	5070	5537	5396	1292	1215	490	117	154
TCERG1L	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0
TCF12	20572	2951	3690	25398	3812	3753	23552	4327	4064	18593	2787	2963	3825	344	492
TCF15	104	15	6	96	18	15	47	18	5	5	1	4	35	6	5
TCF19	12856	1079	1769	22738	2373	2489	23251	3267	3534	7687	1547	1703	230	112	133
TCF20	20466	1750	2828	24379	2552	3226	21569	2640	3242	17705	2444	2753	5369	421	532
TCF21	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
TCF23	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TCF24	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
TCF25	16133	1748	2598	15155	1936	2592	11387	1733	1912	9807	1088	1589	5765	658	921
TCF3	74938	6908	12778	91671	9565	14207	89968	10637	13287	60827	9015	12768	48728	5843	7820
TCF4	8371	681	1519	6764	759	1180	2793	499	663	196	35	65	85	15	18
TCF7	14	1	2	27	1	1	15	2	2	49	4	5	124	12	12
TCF7L1	4	0	4	8	0	6	12	2	3	1	1	3	30	2	9
TCF7L2	108	17	29	86	12	28	79	25	18	37	12	5	19	5	3
TCFL5	2705	260	374	2562	280	324	1511	235	284	591	88	131	76	29	30
TCHH	0	0	0	1	0	0	0	0	0	6	0	0	4	0	0
TCHHL1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TCHP	6823	862	1248	8188	1139	1463	6308	1112	1287	1832	431	589	123	29	44
TCIRG1	4706	509	1324	5623	776	1492	4460	851	909	1669	340	503	230	32	43
TCL1A	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0
TCL1B	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1
TCL6	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
TCN1	4	3	0	34	5	9	30	0	7	4	0	0	9	0	0
TCN2	350	33	42	292	32	36	268	23	42	33	7	5	7	2	1
TCOF1	29693	2695	4616	26711	3286	4364	13497	2221	2639	1813	309	457	645	43	58
TCP1	51871	6175	7710	59449	7429	8406	35639	6348	6767	19039	2874	3450	8568	961	1281
TCP10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TCP10L	80	8	19	95	9	20	80	2	8	16	0	2	15	2	1
TCP10L2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TCP11	0	0	4	1	0	4	0	2	2	0	0	0	0	0	2
TCP11L1	1166	115	184	1729	196	159	2409	296	252	4123	687	774	831	80	107
TCP11L2	44	5	22	392	16	14	1916	86	49	35210	6544	11219	92480	15863	20690
TCTA	2877	317	333	3262	338	359	2556	363	286	1744	162	281	1885	99	141
TCTE1	10	0	1	4	2	1	5	0	2	9	0	0	0	0	0
TCTE3	50	4	13	50	6	9	25	5	4	16	2	2	0	3	1
TCTEX1D1	39	17	47	69	23	33	39	21	32	0	0	2	3	0	0
TCTEX1D2	726	99	149	780	114	97	540	109	117	202	22	44	13	1	3
TCTEX1D4	1	0	0	0	0	0	5	0	2	16	0	0	4	1	1
TCTN1	601	109	141	617	104	113	227	80	65	7	1	3	3	1	4
TCTN2	2440	246	544	1964	256	349	864	181	194	13	6	8	11	0	1
TCTN3	7905	1014	1386	7946	1128	1276	4787	976	915	513	87	72	221	17	40
TDG	5356	760	1084	7210	1124	1135	5745	1193	1200	4406	894	893	2290	356	487
TDGF1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
TDGF1P3	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0
TDH	72	12	12	572	39	62	1249	147	278	911	170	145	144	28	55
TDO2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TDP1	7060	911	1038	7182	991	998	5898	951	1025	2875	434	703	160	55	61
TDP2	5764	934	1360	6171	984	1115	4679	954	985	6819	1203	2155	15366	2981	3957
TDRD1	47	15	8	70	24	3	8	13	2	0	0	0	0	0	0
TDRD10	8	0	2	22	5	2	20	1	5	12	0	0	3	0	0
TDRD12	8	105	15	10	125	15	1	129	7	3	43	8	10	6	1
TDRD3	2403	377	475	3010	460	523	2373	428	508	874	117	147	160	22	24
TDRD5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TDRD6	14	0	0	6	2	3	39	0	1	15	0	0	15	0	0
TDRD7	779	107	139	625	89	98	339	48	58	57	14	15	53	5	6
TDRD9	62	21	7	41	31	7	21	16	8	477	181	34	13	17	17
TDRG1	2	0	0	3	0	0	8	1	0	0	0	0	0	0	0
TDRKH	2390	279	345	3244	396	328	3852	541	486	2236	335	373	201	43	81
TEAD1	49	3	7	124	13	24	153	11	16	28	4	10	2	0	1
TEAD2	0	0	2	0	0	1	1	0	0	0	0	1	0	0	0
TEAD3	97	4	28	73	3	16	8	3	7	0	0	1	10	1	0
TEAD4	28	1	0	10	1	0	1	0	0	0	0	0	0	0	0
TEC	5294	664	1271	4096	519	867	2164	288	456	176	84	169	647	96	134
TECPR1	4909	351	742	5995	568	821	6386	774	765	4405	540	661	1864	137	208
TECPR2	3953	317	561	4567	455	532	4161	512	519	3331	446	734	2966	411	597
TECR	12919	1210	1980	13155	1377	2040	10136	1369	1695	3178	447	569	724	67	133
TECRL	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TECTA	81	4	5	77	11	6	116	9	12	750	198	288	2248	1061	1496
TECTB	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TEDDM1	0	0	0	0	0	0	0	0	0	23	2	0	3	0	0
TEF	877	157	136	942	163	117	653	165	67	171	74	25	86	13	25
TEFM	2220	393	470	2328	418	495	1310	367	392	418	86	109	34	15	9
TEK	15	0	0	7	0	0	4	0	0	0	0	0	0	0	0
TEKT1	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0
TEKT2	8	0	1	5	0	1	1	0	0	0	0	0	0	0	0
TEKT3	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
TEKT4	0	0	0	11	0	2	7	0	0	1	0	0	0	0	0
TEKT4P2	2984	98	448	2626	93	409	1524	81	241	545	30	53	127	9	7
TEKT5	7	1	0	7	0	0	6	0	1	0	0	0	0	0	0
TELO2	14498	1214	2281	12409	1440	2314	6307	1223	1440	2144	362	500	241	39	69
TEN1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TEN1-CDK3	120	9	29	68	19	21	41	12	24	20	8	7	11	1	3
TENC1	53	6	5	36	1	5	14	2	0	7	0	0	4	1	0
TEP1	1832	85	185	1025	100	120	517	65	61	137	35	22	116	18	13
TEPP	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TERC	10	1	2	24	5	4	31	9	3	9	1	12	19	1	6
TERF1	1499	240	350	1738	316	342	1767	357	367	1405	178	249	208	34	51
TERF2	9691	973	1798	9536	1162	1739	6067	1030	1358	3301	484	617	965	75	105
TERF2IP	12711	1943	2345	20259	2639	2810	26767	3837	4051	70643	13987	20133	84185	17561	23490
TERT	280	35	34	115	13	16	30	5	1	0	0	0	1	0	0
TES	410	75	63	603	65	87	1820	210	206	18607	4166	6214	5435	675	934
TESC	22549	2042	3153	29521	2994	4070	35306	3788	5144	37327	4703	6561	36075	5930	7984
TESK1	2613	215	456	2639	251	400	2818	246	419	5303	690	1062	4294	164	247
TESK2	2832	447	652	3638	529	605	4594	665	595	4287	539	538	1000	106	171
TET1	2001	210	260	1405	243	202	570	116	107	0	0	1	0	2	2
TET2	6998	942	1379	8429	1318	1215	8043	1531	1259	6707	1241	1008	2150	469	650
TET3	36677	4280	4855	59380	7640	6368	82695	11986	9785	98704	15247	15308	36881	5324	7005
TEX10	8678	1078	1444	8503	1128	1338	4692	920	966	1670	245	278	929	80	137
TEX101	0	0	0	0	0	0	1	0	0	4	0	0	0	0	0
TEX11	0	0	0	42	0	1	63	10	5	9	1	1	9	1	1
TEX12	18	1	6	7	3	5	5	1	4	3	0	1	1	1	0
TEX13A	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TEX13B	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TEX14	35	7	3	90	12	5	143	22	22	65	5	17	29	9	13
TEX15	246	61	31	281	104	44	137	71	27	10	10	3	6	0	0
TEX19	21	0	1	18	2	4	17	2	1	13	1	2	0	0	0
TEX2	22322	2601	3513	27492	3628	3302	23858	3939	3122	12093	2110	2053	5090	757	879
TEX21P	15	0	7	38	6	11	40	7	17	8	0	2	2	0	0
TEX22	82	3	12	58	8	8	21	6	6	71	9	9	25	2	3
TEX26	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TEX26-AS1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TEX261	23083	2433	3224	27403	3143	3247	21561	3230	3106	10708	1759	2165	7305	514	752
TEX264	3048	357	472	2584	320	452	1605	199	247	322	76	67	178	9	19
TEX28	0	0	0	0	0	0	0	0	0	0	0	0	4	1	0
TEX29	3	0	0	4	1	0	0	2	0	2	1	0	2	0	0
TEX30	3334	607	659	3805	643	666	2881	655	731	1714	379	438	100	47	40
TEX33	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TEX34	3	0	0	0	0	0	0	0	1	0	0	0	0	0	0
TEX9	900	147	170	862	165	135	652	140	143	25	15	7	26	1	4
TF	7	0	0	5	0	5	13	2	9	3	3	4	2	0	0
TFAM	13774	1969	2398	12813	2134	2008	6550	1592	1606	1301	207	251	340	34	71
TFAMP1	568	72	66	491	86	71	246	76	59	36	11	26	40	1	3
TFAP2A	7	1	0	12	2	0	4	1	6	5	3	0	3	0	0
TFAP2B	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TFAP2C	10	0	1	27	8	4	47	6	6	83	10	18	34	5	6
TFAP2D	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TFAP2E	84	2	10	71	7	11	34	4	7	45	12	5	60	9	10
TFAP4	5034	441	901	3816	460	839	1689	206	328	263	28	37	47	3	2
TFB1M	1560	254	293	1412	266	297	899	241	251	220	42	45	43	5	5
TFB2M	3464	471	603	3066	489	570	1380	316	352	350	87	81	205	44	68
TFCP2	10450	1453	2046	11483	1707	1918	9280	1661	1771	5475	671	852	1388	124	157
TFCP2L1	55	4	26	14	8	3	3	3	0	0	0	0	0	0	0
TFDP1	80939	10702	13255	131178	16836	16854	162145	21849	24432	82201	17724	20163	10117	3951	5365
TFDP2	27675	2977	4028	35302	3713	3558	43811	5139	4599	56697	12027	12429	21762	5951	7702
TFDP3	27	2	7	61	1	5	85	9	8	26	9	15	2	2	1
TFE3	4089	384	609	4438	429	610	4892	488	575	15252	1844	3033	37290	4203	5602
TFEB	69	2	7	81	10	9	71	5	7	1	2	1	31	2	10
TFEC	6	3	2	17	4	0	27	5	9	12	0	1	26	2	0
TFF1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TFF2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TFF3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TFG	12435	1636	2138	12615	1884	2178	9749	1911	2125	7105	1079	1355	3005	391	509
TFIP11	18469	1837	2773	19041	2204	2774	14930	2160	2270	14057	1955	2480	11907	1647	2236
TFPI	1252	272	273	1136	223	229	1023	179	143	390	145	55	276	117	126
TFPI2	5	0	0	0	0	0	4	0	0	3	0	4	18	1	0
TFPT	1878	183	335	1750	199	308	1389	191	213	907	133	239	2082	296	359
TFR2	66153	6443	11664	69112	7373	10899	75340	8663	10169	83056	8926	14316	27640	3977	5804
TFRC	1598818	180916	226841	2706699	284790	272871	2680562	332806	310860	2297130	273633	324896	477087	50001	63192
TG	0	0	0	0	0	0	2	1	2	4	2	6	46	7	11
TGDS	2631	450	518	2550	429	486	1606	373	427	461	91	66	36	6	14
TGFA	14	0	2	14	1	2	22	0	2	1	0	1	0	0	2
TGFB1	9255	583	1494	6959	507	1214	3449	324	636	5029	347	836	11731	532	731
TGFB1I1	392	18	71	1051	43	117	2281	118	181	1455	139	153	216	31	54
TGFB2	3	0	0	2	1	0	1	2	1	0	0	1	5	2	2
TGFB3	1682	144	792	1264	152	540	478	90	178	16	3	10	8	1	3
TGFBI	22	2	0	63	12	2	158	15	5	24	0	0	47	5	9
TGFBR1	6509	881	873	8985	1331	1079	7930	1499	1484	4421	581	675	1387	86	96
TGFBR2	2998	218	345	2292	219	271	1457	165	214	71	15	8	70	6	10
TGFBR3	10	0	0	8	0	4	6	0	1	6	0	6	15	0	0
TGFBRAP1	15974	1303	2638	12523	1402	2116	4534	761	877	226	46	49	110	15	11
TGIF1	4112	522	836	3371	402	692	2953	360	435	8586	686	1308	14474	898	1240
TGIF2	5475	472	889	3266	278	488	714	69	133	101	5	22	844	54	78
TGIF2-C20ORF24	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
TGIF2LX	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TGIF2LY	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TGM1	47	2	3	92	2	8	200	17	11	1060	58	60	31	3	9
TGM2	57279	7205	8725	76903	9183	9578	107394	11253	12345	145972	12946	19595	33317	3654	4978
TGM3	0	0	0	1	0	0	0	0	0	5	0	0	3	0	0
TGM4	3	0	1	3	1	3	14	0	5	14	5	2	3	2	1
TGM5	0	0	0	1	0	0	1	0	0	14	3	3	32	6	9
TGM6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TGM7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TGOLN2	26635	2818	5100	24991	3084	4198	16200	2554	3329	8999	1367	1711	6005	763	972
TGS1	14681	2078	2344	16656	2403	2456	12302	2446	2108	6622	1047	877	1207	104	177
TH	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TH1L	23001	2241	3086	25413	2918	3454	16628	2700	2695	6538	1031	1218	1272	148	212
THADA	10032	1567	2128	10817	2048	2038	8309	1986	1733	3554	766	712	962	207	264
THAP1	1947	337	420	2111	348	421	1880	316	399	1166	141	250	539	47	42
THAP10	174	26	38	232	34	24	206	39	32	211	27	19	19	1	0
