"Gene"	"hs_proerythroblast_1"	"hs_proerythroblast_2"	"hs_proerythroblast_3"	"hs_early_basophilic_1"	"hs_early_basophilic_2"	"hs_early_basophilic_3"	"hs_late_basophilic_1"	"hs_late_basophilic_2"	"hs_late_basophilic_3"	"hs_polychromatic_1"	"hs_polychromatic_2"	"hs_polychromatic_3"	"hs_orthochromatic_1"	"hs_orthochromatic_2"	"hs_orthochromatic_3"
"2054"	"UBXN8"	2563	536	536	2572	504	564	1588	438	482	476	100	96	120	16	27
"2055"	"DNAJC19"	2209	431	461	2176	441	447	1478	391	309	487	89	99	97	13	16
"2056"	"LOC100506660"	170	20	24	162	23	29	100	8	24	9	3	1	2	0	0
"2057"	"ANO9"	77	6	10	20	7	3	7	4	1	2	0	0	0	0	0
"2058"	"SNAPC3"	8000	1581	1937	7948	1640	1771	5401	1583	1596	1211	200	241	346	73	98
"2059"	"THOC6"	11347	1121	2041	10548	1148	2047	6537	881	1331	1596	257	369	276	23	38
"2060"	"BUB1B"	15273	2452	2897	23264	3652	3303	25444	4732	4265	9020	1702	2102	263	162	179
"2061"	"RYK"	9272	1286	1715	7421	1125	1317	3147	706	676	864	112	87	239	38	43
"2062"	"C7orf23"	186	22	33	89	6	20	19	0	11	3	0	1	0	1	0
"2063"	"ZMYND19"	6848	494	992	5154	538	912	2100	311	440	587	67	129	101	9	24
"2064"	"LRRC43"	0	0	0	0	0	0	2	0	0	0	1	0	29	7	3
"2065"	"SDAD1"	7763	1170	1482	7439	1293	1361	3875	993	919	640	134	149	283	49	49
"2066"	"CMTM1"	389	39	45	207	21	22	86	16	10	28	2	4	3	0	1
"2067"	"HNRNPA1"	6215	1279	1685	6303	1424	1719	4018	1204	1360	1861	255	404	279	87	79
"2068"	"WARS2"	3387	678	714	3639	631	687	2440	562	625	751	119	146	155	17	19
"2069"	"MRPS17"	5407	1027	1098	4730	1048	1019	2145	591	546	396	75	77	269	27	34
"2070"	"TMEM161A"	6106	561	1043	5578	632	1169	3635	598	859	695	90	128	162	8	12
"2071"	"HES1"	945	42	65	322	18	50	59	5	11	5	0	1	3	2	0
"2072"	"TRIM35"	6088	526	907	6596	685	868	4660	614	858	700	121	82	82	18	20
"2073"	"DHRS4L2"	927	121	190	903	125	137	778	115	95	134	25	40	26	4	0
"2074"	"NSF"	5822	748	928	5694	796	813	4018	881	644	1004	178	159	156	18	19
"2075"	"DIAPH2"	1064	252	161	637	148	82	300	95	56	133	26	11	23	4	12
"2076"	"RFC5"	13363	1552	2440	16228	2369	2705	12991	2428	2685	3975	765	904	306	61	104
"2077"	"C9orf41"	3304	592	733	3185	683	685	1623	435	488	653	149	154	146	29	36
"2078"	"POLQ"	14808	2040	3244	21802	3219	3904	21749	4458	4713	12048	2542	2735	298	155	192
"2079"	"INTS10"	16386	2623	3040	15645	2623	2638	8056	1915	1674	1289	226	286	615	73	85
"2080"	"FAM92A3"	47	8	6	42	5	9	14	3	5	0	0	0	0	0	0
"2081"	"RANGRF"	1860	214	325	1584	168	268	813	109	176	73	19	20	55	6	3
"2082"	"SYNJ2BP"	1308	91	82	735	50	54	155	21	9	8	3	0	4	1	2
"2083"	"USP28"	4743	462	805	4079	510	569	1676	340	378	406	91	105	145	7	12
"2084"	"SH3YL1"	744	128	192	604	154	209	336	110	84	114	14	19	16	11	16
"2085"	"ATAD3A"	11763	1076	1808	11080	1225	1921	5469	869	1067	1064	148	217	262	27	25
"2086"	"NOTCH2"	28845	2116	3475	19373	2298	2216	9499	1347	1195	1960	121	134	379	28	17
"2087"	"ROCK1P1"	58	25	13	102	27	14	98	44	13	11	3	2	1	1	0
"2088"	"LAS1L"	16477	1995	2732	17583	2301	2941	11561	2154	2145	2420	343	446	377	61	83
"2089"	"PAPSS1"	4489	367	376	2890	246	285	1115	116	108	28	1	4	31	8	5
"2090"	"MTERFD1"	5367	787	1009	6047	911	1164	3319	786	930	848	103	132	178	14	29
"2091"	"SNRPB"	53331	4558	7759	56353	5791	8056	39352	5731	6424	10384	1361	1909	797	135	189
"2092"	"TLN2"	5583	757	948	7298	1284	1179	6235	1398	1252	2166	261	192	89	43	32
"2093"	"ZNF273"	5480	1227	1512	6838	1481	1679	5919	1623	1544	3698	1045	698	216	96	118
"2094"	"TMEM33"	8724	1786	1937	8041	1816	1931	4239	1475	1408	1270	334	360	438	114	130
"2095"	"SIGMAR1"	27480	2986	4090	24900	3432	4039	13665	2417	2689	2716	475	523	662	75	110
"2096"	"ACTL6A"	18451	2976	3263	21443	3360	3271	14986	2997	2831	5128	932	1158	569	95	121
"2097"	"ZNF549"	2627	305	454	3097	436	532	1987	522	450	499	77	95	64	9	17
"2098"	"MECOM"	1409	70	151	650	55	65	369	54	34	62	25	15	6	4	4
"2099"	"C3orf65"	0	0	0	1	0	2	0	1	2	10	4	6	38	5	5
"2100"	"KIAA1609"	912	92	186	611	77	118	307	33	48	53	5	10	11	1	8
"2101"	"KAZALD1"	979	65	136	871	86	122	325	47	55	42	12	8	9	3	4
"2102"	"C5orf41"	1203	162	264	1487	192	274	2357	357	404	10285	2593	3276	29167	5514	7355
"2103"	"CBY3"	78	4	13	35	7	12	19	3	6	0	0	0	0	0	0
"2104"	"CERCAM"	335	24	39	87	4	5	24	3	7	1	0	1	2	0	1
"2105"	"EXTL3"	8652	523	1431	6246	596	964	3665	481	512	806	100	100	147	11	5
"2106"	"LOC729176"	864	208	262	1055	220	275	871	257	264	445	98	109	46	16	14
"2107"	"HCLS1"	7091	847	916	4155	636	579	1484	272	153	160	29	28	143	15	28
"2108"	"CCDC50"	8747	1184	1713	8886	1272	1421	6656	1203	1224	1802	246	344	268	30	37
"2109"	"DCLRE1A"	9538	1347	1897	14140	2244	1996	12457	2647	2359	4032	734	779	248	45	87
"2110"	"IPP"	1805	345	306	2446	406	357	2224	458	353	1061	189	193	57	10	9
"2111"	"CCNE2"	4981	754	749	8189	1123	961	6361	1294	1428	3207	879	1144	77	58	56
"2112"	"PHF16"	4688	517	634	3536	424	477	1430	273	239	547	51	84	104	10	5
"2113"	"TCTN3"	7905	1014	1386	7946	1128	1276	4787	976	915	513	87	72	221	17	40
"2114"	"LOC338739"	67	15	20	58	12	20	55	7	2	6	2	1	1	0	0
"2115"	"USP51"	1427	144	207	725	118	139	314	62	100	164	18	32	33	6	1
"2116"	"RBAK"	5064	918	1026	4540	978	1041	2336	813	702	770	222	190	267	40	44
"2117"	"ANKRD5"	111	15	40	83	5	29	21	4	9	0	0	0	3	0	1
"2118"	"POP1"	4903	475	715	4543	480	641	1913	296	402	276	52	72	100	12	20
"2119"	"TARS2"	7966	885	1476	8304	1153	1488	5703	1046	1199	1554	231	281	219	32	26
"2120"	"RBMX"	24160	4768	5178	31811	5124	5875	27219	5544	6111	6864	1553	1602	735	248	377
"2121"	"DNAJC11"	22921	2545	3806	20189	2702	3205	10266	1801	1613	2297	358	405	546	76	85
"2122"	"ECE1"	17415	1313	2589	18028	1739	2335	15479	2054	2414	2029	396	558	257	48	63
"2123"	"DMC1"	975	116	131	1349	208	167	1300	228	162	378	100	66	9	6	8
"2124"	"RHOBTB3"	26100	4684	5340	24034	5086	5411	12073	3468	3344	3240	334	534	1196	93	131
"2125"	"EARS2"	7836	682	1172	7235	736	1136	2672	465	534	126	11	17	185	6	9
"2126"	"TRAIP"	4018	439	816	5427	563	940	5326	793	954	1530	240	280	66	18	32
"2127"	"LRRC40"	6805	1545	1476	7930	1730	1711	6132	1606	1646	2286	463	539	332	70	80
"2128"	"LOC100506071"	211	28	65	156	33	55	69	18	21	26	12	8	11	2	0
"2129"	"KDSR"	5588	751	1272	4290	679	944	2128	476	586	530	112	172	267	17	27
"2130"	"TMSB10"	5677	540	520	3386	412	341	1359	219	136	48	4	9	74	8	10
"2131"	"LCA5"	4527	814	818	3926	969	714	1744	570	376	270	51	53	126	47	64
"2132"	"TTC12"	1090	209	259	1230	256	204	630	213	153	86	22	12	45	6	13
"2133"	"SNORA62"	86	18	79	142	16	86	67	20	62	2	1	5	2	0	5
"2134"	"DCBLD2"	3649	611	664	3774	700	717	2589	727	658	722	146	190	158	20	23
"2135"	"ZNF836"	277	27	52	197	21	30	112	22	22	1	1	0	7	0	1
"2136"	"SIX5"	1668	139	276	1017	134	218	514	84	81	85	5	13	27	3	4
"2137"	"NICN1"	1846	201	288	1315	214	204	651	153	129	81	6	11	50	2	3
"2138"	"DHFR"	10427	1350	2022	15450	2239	2296	14026	2528	2687	5686	1069	1276	188	99	98
"2139"	"HCN2"	39	3	8	39	6	10	28	4	2	32	11	16	470	177	218
"2140"	"TDRD1"	47	15	8	70	24	3	8	13	2	0	0	0	0	0	0
"2141"	"ANKRD28"	9023	1252	1853	7997	1310	1525	5259	1186	1140	1586	387	429	345	48	63
"2142"	"IPO8"	14374	1905	2449	14951	2073	2369	10498	2168	2071	3458	519	552	430	46	55
"2143"	"COX6B2"	492	48	87	470	59	78	170	27	41	9	1	3	6	3	4
"2144"	"ARHGDIG"	59	6	11	37	4	8	5	0	1	0	0	0	0	0	0
"2145"	"LIPA"	8358	1250	1339	6329	1018	1092	3169	679	663	395	32	70	254	21	28
"2146"	"TMEM19"	5806	796	964	4929	753	794	3269	690	605	705	100	115	165	18	28
"2147"	"DDX1"	50249	9181	11172	54344	9339	10386	30901	7752	7216	6322	1501	1419	2315	340	432
"2148"	"BMS1"	15023	1675	2464	13344	1669	2016	6858	1272	1234	1397	187	181	374	38	41
"2149"	"RRAGD"	7884	439	1021	4673	296	537	1632	131	272	129	3	5	62	1	5
"2150"	"DHX58"	832	100	215	930	123	249	549	113	106	117	9	11	20	3	3
"2151"	"NUCKS1"	61873	12955	12735	76010	15017	13590	77911	16726	16738	40377	7421	9505	2072	676	821
"2152"	"ZNF486"	587	34	122	724	45	160	662	51	179	118	3	26	2	0	1
"2153"	"CCDC14"	13236	2502	3791	18645	3554	4558	17031	4453	4563	6338	2298	2108	540	231	320
"2154"	"XKR8"	1296	116	194	729	104	111	288	38	58	23	7	6	38	1	2
"2155"	"RAB4A"	4484	741	1029	3999	671	927	2844	608	644	1605	260	300	175	32	31
"2156"	"FBXO30"	5838	813	1210	6238	844	1109	8255	1054	1194	44054	12834	17563	88659	27794	36499
"2157"	"C5orf43"	9246	2149	2021	8527	1995	1891	5544	1555	1512	2538	481	630	528	79	89
"2158"	"ZNF430"	2373	364	749	2603	449	649	1887	385	579	805	172	162	98	23	27
"2159"	"RPF2"	5162	816	1014	5541	931	1022	2846	635	686	211	35	33	236	14	15
"2160"	"MAPK12"	746	60	104	285	40	47	76	5	9	2	0	0	11	3	0
"2161"	"NDUFS5"	16029	2351	2480	17131	2488	2446	10255	2209	1995	1898	284	288	468	51	68
"2162"	"CYP4F24P"	0	0	0	0	0	0	0	0	0	10	3	5	2	7	9
"2163"	"CNPY3"	8120	799	1272	7243	747	1142	4415	640	778	814	96	130	180	16	17
"2164"	"PACS1"	8814	874	1480	5533	545	893	1760	192	265	174	12	23	162	15	17
"2165"	"PHC2"	14877	1445	2082	14552	1585	2112	10418	1311	1709	3114	451	536	221	51	62
"2166"	"CLSTN1"	4741	406	583	4731	484	509	3179	452	392	778	103	127	58	12	13
"2167"	"SNX30"	4538	371	784	2539	263	474	742	87	144	81	17	19	128	2	7
"2168"	"ALG9"	6339	897	1158	6867	1075	1244	5014	1166	1141	1801	282	375	191	35	45
"2169"	"TONSL"	24544	1689	4891	25621	2871	5488	17430	3030	4110	5325	821	921	423	88	110
"2170"	"ACTA2"	40	17	18	100	18	28	86	24	29	465	90	182	857	187	270
"2171"	"PIBF1"	3811	642	965	4457	711	902	4060	909	1024	1309	314	208	136	38	40
"2172"	"NUP93"	23681	2511	3661	28433	3201	3964	20758	3125	3521	5311	670	838	487	71	70
"2173"	"IHH"	0	0	0	7	1	1	9	2	1	12	3	2	31	5	14
"2174"	"CRIM1"	494	43	63	108	32	27	49	7	8	9	3	0	8	0	2
"2175"	"ZNF256"	1544	187	359	1462	207	337	1026	205	299	325	34	50	35	6	15
"2176"	"KIAA1958"	1482	65	128	812	64	98	315	30	42	18	4	5	15	0	1
"2177"	"AGAP2"	2157	184	346	1335	166	249	461	68	94	6	3	3	72	2	5
"2178"	"LOC284440"	124	12	32	91	15	29	62	8	13	3	1	0	3	0	0
"2179"	"AGAP3"	6936	568	1480	5739	460	1295	2412	254	539	162	6	9	126	5	5
"2180"	"URI1"	9573	1480	1942	7889	1328	1619	3590	775	959	763	183	166	432	47	56
"2181"	"ZNF28"	3011	429	572	3270	574	578	2282	569	532	708	111	115	101	6	22
"2182"	"FANCB"	2575	345	409	3549	550	483	2964	651	598	1355	284	275	40	19	32
"2183"	"MCPH1"	7344	1176	1634	7724	1354	1641	5492	1358	1345	2194	451	440	291	60	64
"2184"	"FAM178A"	15097	1987	1841	18339	2758	2169	12233	2553	1971	4732	1047	714	257	82	87
"2185"	"KIAA1279"	4617	649	588	5536	794	675	4322	831	615	1575	185	261	56	32	29
"2186"	"SNAPC1"	2205	475	592	1852	419	478	876	250	333	129	28	41	148	23	27
"2187"	"LOC389247"	58	5	7	12	3	2	10	3	9	6	3	2	0	0	0
"2188"	"DEM1"	1746	179	331	2274	216	336	1928	240	350	787	76	181	20	6	13
"2189"	"DPY19L2P1"	1001	57	206	976	54	186	855	64	193	174	5	32	7	0	1
"2190"	"XRCC4"	1223	341	346	1653	347	333	1603	424	392	954	149	174	54	13	27
"2191"	"TRIM37"	11477	1439	1849	11227	1558	1649	5622	1098	1099	1185	171	152	346	26	31
"2192"	"NANOS1"	2031	383	402	1921	382	385	1080	276	257	271	59	66	79	18	25
"2193"	"IL27RA"	1874	174	283	1135	115	170	595	82	92	37	2	1	16	4	7
"2194"	"LZTR1"	4476	418	947	4481	560	934	3493	628	827	518	72	159	141	9	15
"2195"	"C22orf40"	1144	139	247	1235	169	267	1082	165	240	342	50	55	22	5	12
"2196"	"GMNN"	17267	2218	3022	22479	3016	3540	18184	3179	3545	5575	914	984	356	105	134
"2197"	"MDN1"	71727	7859	7197	68406	12945	8072	39327	10490	6886	5146	1092	637	1405	211	224
"2198"	"TADA1"	4160	665	928	4420	754	1038	3024	666	807	991	240	248	190	24	38
"2199"	"CCDC120"	972	79	145	621	57	114	288	21	45	37	0	3	6	0	2
"2200"	"WWC2"	7135	1029	1282	8720	1523	1129	8732	1809	1477	997	274	228	223	35	52
"2201"	"ZNF358"	1445	111	231	819	79	149	425	40	85	73	4	11	16	1	5
"2202"	"SMC6"	21024	3658	3692	24282	4456	3933	19534	4619	4019	9147	1947	1505	685	147	176
"2203"	"RASGEF1B"	184	9	11	302	20	46	507	41	97	1580	373	616	5056	763	1090
"2204"	"OSGIN2"	4264	731	948	3972	704	789	2610	543	694	1176	218	302	202	29	25
"2205"	"TMEM5"	1647	252	394	1569	207	319	696	144	164	87	23	30	66	10	17
"2206"	"STXBP4"	1563	183	222	1394	231	239	859	231	182	181	34	27	32	5	13
"2207"	"VRK1"	18678	2957	3312	25914	3649	3972	22182	4260	4782	7820	1518	1833	453	162	189
"2208"	"IAH1"	5504	745	1004	5439	810	949	3615	634	685	956	102	157	188	16	11
"2209"	"ZNF16"	1166	138	264	1242	177	303	985	175	195	276	48	58	42	3	5
"2210"	"SETDB2"	4917	783	1207	4873	857	1047	2862	718	782	682	192	148	212	44	56
"2211"	"IFT46"	1043	202	160	991	198	129	722	148	112	108	34	17	30	4	9
"2212"	"SKA3"	7244	1026	1609	9901	1239	1729	8251	1242	1700	4812	678	1087	164	55	67
"2213"	"TBC1D24"	13300	1590	2476	15390	2423	3076	11202	2377	2627	1482	205	232	404	55	64
"2214"	"ANKRD16"	1589	177	273	1207	191	252	550	131	125	19	2	5	29	11	17
"2215"	"SUV39H2"	5896	867	1035	5760	909	852	3541	739	750	1010	173	277	136	35	73
"2216"	"FDXACB1"	1486	203	247	1432	249	203	699	173	153	134	21	14	39	5	8
"2217"	"HK2"	5041	346	540	2259	195	268	489	40	36	14	0	1	64	2	2
"2218"	"IL12RB2"	417	64	96	361	67	58	156	32	25	8	2	3	18	3	0
"2219"	"PRMT6"	8301	1123	1414	8848	1371	1499	6060	1279	1268	1752	246	234	235	31	44
"2220"	"KL"	16	5	10	15	7	13	10	0	2	0	0	0	0	0	0
"2221"	"TRAF3IP1"	3515	415	550	3097	440	505	1465	295	274	176	26	27	121	6	5
"2222"	"ESCO2"	8784	1633	1790	15746	2807	2274	16182	3778	3588	10175	2459	2537	159	152	176
"2223"	"SLC2A13"	1303	201	390	1310	292	377	722	253	309	80	18	17	91	7	8
"2224"	"ALYREF"	28802	3081	4882	31309	3629	5264	20928	3126	4131	7508	949	1633	612	106	142
"2225"	"TMEM185B"	4214	320	696	2953	294	632	1193	200	317	76	16	18	123	6	6
"2226"	"TMEM63C"	5114	607	896	4194	727	704	1248	346	246	463	18	9	92	6	6
"2227"	"DNAJC15"	5439	897	1035	6520	1064	1025	4859	1053	1083	1746	292	330	176	37	42
"2228"	"PAX6"	401	79	127	445	82	149	291	73	114	106	34	41	24	4	8
"2229"	"LRPPRC"	95982	16367	15420	93551	16524	14261	50411	12993	9760	12807	1864	1605	3364	331	444
"2230"	"TEX30"	3334	607	659	3805	643	666	2881	655	731	1714	379	438	100	47	40
"2231"	"RABL5"	1885	193	285	1828	237	251	1100	180	210	183	34	40	38	7	9
"2232"	"WNT5B"	476	31	15	92	6	4	20	5	0	0	0	0	0	0	0
"2233"	"ZNF649"	2117	214	381	2310	353	353	1779	348	330	586	62	111	64	4	3
"2234"	"ZNF518A"	6666	1231	1454	7074	1659	1376	5823	1800	1383	2794	570	661	307	65	70
"2235"	"DSN1"	11826	1588	2697	13506	1995	2628	11974	2147	2584	5616	1100	1070	310	95	125
"2236"	"STMN1"	97754	11558	15542	97646	11775	13676	74878	10186	11480	56254	5338	9002	1835	304	427
"2237"	"EP400NL"	619	53	98	577	93	131	293	72	70	62	11	16	15	3	1
"2238"	"NIPAL3"	10973	1285	1721	12826	1783	1850	9868	1717	1766	1801	338	280	217	41	82
"2239"	"ACTR1B"	6460	583	1341	5675	680	1177	3679	637	947	1046	163	289	196	8	27
"2240"	"ICMT"	27510	2996	4032	31346	3999	4458	21910	3951	3978	5086	1070	1210	537	144	176
"2241"	"PLCL2"	1355	116	210	476	51	57	530	53	26	18266	5541	8750	36437	7790	10231
"2242"	"CACNA1C"	323	25	51	199	25	42	54	15	9	9	1	0	0	2	3
"2243"	"SDC4"	13757	2021	2746	10531	1594	1939	3310	613	712	996	200	160	478	67	90
"2244"	"CEP250"	22611	2394	3302	20743	3043	3282	13432	2701	2586	2592	639	562	513	110	139
"2245"	"FAM213A"	1523	244	332	1694	258	309	976	265	263	319	33	85	55	5	13
"2246"	"REPS1"	1562	421	237	1945	411	282	1581	402	245	519	130	119	56	18	11
"2247"	"TMEM14C"	49854	8229	12332	63331	10702	13376	55921	12476	14107	10321	2227	2152	2281	347	475
"2248"	"ZNF223"	698	72	148	680	108	133	397	102	111	117	14	36	22	3	2
"2249"	"ACADM"	15771	2965	3735	19069	3375	3520	15213	3084	3367	5483	978	1171	714	100	147
"2250"	"ABCC10"	5248	547	991	4294	651	895	2711	550	522	365	64	52	159	17	20
"2251"	"ZWILCH"	10940	1688	1986	14811	2243	2170	13675	2609	2583	7899	1661	1625	221	109	132
"2252"	"PGC"	0	0	0	0	1	0	0	0	0	0	0	0	12	3	3
"2253"	"MTHFD1L"	10851	1498	1886	15361	2139	2277	11077	2019	2069	1646	192	161	307	25	41
"2254"	"JAKMIP1"	12	5	4	10	5	3	0	3	2	0	0	0	0	0	0
"2255"	"TSKS"	142	16	196	118	23	179	55	21	107	28	5	35	6	0	1
"2256"	"PHB"	22215	2444	3208	18949	2281	2942	8703	1576	1704	662	90	135	660	40	52
"2257"	"KLHL23"	95	6	36	63	7	12	16	3	6	3	0	0	0	0	1
"2258"	"PREP"	9063	1222	1453	9391	1514	1525	6146	1472	1229	1274	179	231	270	32	53
"2259"	"MTERF"	1947	368	510	2055	405	443	1398	371	421	524	131	135	97	27	25
"2260"	"CD83"	625	49	43	361	43	33	162	14	25	20	0	4	2	0	1
"2261"	"CREB3L4"	2909	344	477	2510	363	418	1742	284	294	336	40	51	84	7	7
"2262"	"LMNB2"	51024	4377	8035	55497	5743	8412	45296	6280	7434	14532	1730	3144	898	165	167
"2263"	"RAD51C"	3392	539	757	4179	666	785	3511	662	800	1725	314	424	117	29	32
"2264"	"APAF1"	3496	381	511	3354	487	450	2451	465	353	1065	262	253	54	16	35
"2265"	"TRPV2"	2377	213	307	1320	193	204	514	101	87	550	195	391	43684	7431	10862
"2266"	"MAGOHB"	2356	360	402	2632	400	540	2128	450	483	750	130	213	63	20	24
"2267"	"METTL2A"	4568	509	767	4665	647	864	3307	572	708	1054	155	198	119	14	25
"2268"	"HRASLS5"	1188	186	225	935	142	186	533	90	58	1148	112	137	24	5	8
"2269"	"IGSF3"	8403	1030	1264	9493	1414	1311	7073	1270	937	1443	220	130	189	17	33
"2270"	"ENDOG"	994	138	233	813	168	250	500	177	185	123	26	43	57	4	8
"2271"	"UPRT"	3513	544	783	3698	556	737	2215	461	498	402	60	103	117	27	34
"2272"	"NCBP2"	11440	1779	2169	11260	1845	2072	6116	1447	1343	1549	271	375	399	70	107
"2273"	"HKR1"	2847	352	543	2909	418	614	2377	456	545	652	73	98	88	4	15
"2274"	"PLP2"	6184	660	1233	4511	570	1081	2659	398	677	1019	117	174	135	30	39
"2275"	"RANBP6"	9025	1262	2187	10205	1831	2354	6330	1837	2117	2606	443	453	330	70	110
"2276"	"PRKCQ"	5119	499	681	5259	646	669	3391	552	462	303	61	55	88	14	26
"2277"	"ZNF702P"	467	35	43	439	53	47	214	36	25	19	2	6	6	0	0
"2278"	"ZNF561"	3994	743	900	3841	771	876	2720	703	672	1158	131	178	189	11	31
"2279"	"SNHG3"	8727	1340	3011	7077	1554	2994	2069	691	944	240	93	91	630	99	148
"2280"	"KIAA0195"	13975	1169	2446	12582	1459	2227	10700	1648	1692	2942	453	570	254	58	62
"2281"	"C17orf53"	5128	561	1017	4798	581	908	3685	579	660	1914	256	337	88	23	50
"2282"	"OR13A1"	9	0	3	1	0	3	0	0	2	5	3	1	47	36	52
"2283"	"TADA2A"	5643	684	759	7502	934	885	6927	1088	954	2738	350	378	105	15	24
"2284"	"PER2"	4039	419	560	5626	653	756	4593	703	679	783	190	198	44	26	38
"2285"	"SSRP1"	89930	10829	14003	110286	14118	15511	88583	15405	15149	28737	4689	5566	2006	412	515
"2286"	"GPR3"	3	0	2	18	2	4	52	2	13	31	8	13	124	33	38
"2287"	"SLC43A3"	106916	11867	14294	157649	17544	17503	138685	19096	17229	21864	2942	3179	1786	306	414
"2288"	"UXS1"	5034	588	912	4887	685	939	2948	619	798	770	144	201	157	23	35
"2289"	"DNAJC12"	306	35	59	195	28	39	66	15	10	0	0	0	13	1	0
"2290"	"N4BP3"	162	8	26	118	13	28	44	6	7	2	1	0	1	0	0
"2291"	"DUSP2"	1845	263	328	2057	275	325	629	146	121	38	20	10	24	23	38
"2292"	"INPP4A"	17239	1707	3152	18454	2271	3159	13585	2181	2963	1533	150	216	504	33	33
"2293"	"PIK3C2B"	376	11	42	104	10	7	37	6	3	2	2	0	0	0	1
"2294"	"LOC100287036"	2	0	0	1	0	0	0	0	0	16	2	8	107	7	14
"2295"	"TMEM62"	2661	343	442	3244	407	475	2849	458	421	481	104	89	48	14	25
"2296"	"ANKRD36BP1"	1222	210	233	1189	304	241	832	278	243	401	164	124	49	18	20
"2297"	"EVL"	1913	211	285	1592	205	244	752	145	142	80	8	13	42	7	6
"2298"	"PRELID2"	1624	315	404	2272	412	466	2134	449	498	722	216	178	63	22	28
"2299"	"LRRK1"	388	54	64	319	82	39	98	37	8	9	1	0	11	0	0
"2300"	"MRPS33"	4503	755	754	4504	727	793	2750	547	659	463	63	96	195	15	15
"2301"	"PTGFRN"	442	32	40	149	28	14	38	10	4	0	0	0	7	0	1
"2302"	"PLA2G4A"	1210	213	214	842	152	161	248	96	89	18	5	5	60	7	14
"2303"	"NPW"	133	6	72	63	4	24	7	4	2	5	0	0	1	0	0
"2304"	"TICAM2"	95	4	26	70	11	12	78	17	14	4	1	5	0	0	0
"2305"	"MRPL13"	6975	1073	1189	7773	1116	1275	4732	966	970	1464	250	233	186	49	53
"2306"	"FKBP9"	1102	89	182	738	86	112	286	34	44	30	3	4	14	3	5
"2307"	"MMACHC"	3561	402	425	3367	447	488	1578	324	312	51	2	4	49	7	16
"2308"	"MTG1"	5327	588	770	4774	655	767	2468	560	458	674	98	110	127	11	30
"2309"	"SLC14A1"	927	48	150	3304	115	237	9481	568	1115	18663	5830	6364	15640	8135	10674
"2310"	"DCAF4"	3804	310	563	2830	275	518	835	101	140	22	6	8	74	12	17
"2311"	"NOP2"	16263	1629	2715	14316	1780	2807	5800	1178	1428	365	85	105	479	63	93
"2312"	"RBMX2"	2312	445	438	2316	394	467	1597	344	443	619	89	106	99	10	18
"2313"	"RAI1"	9367	699	1436	12015	1240	1782	11033	1521	1899	2754	380	486	133	29	40
"2314"	"GPR21"	0	0	0	0	0	0	0	0	3	0	0	0	25	3	6
"2315"	"ADCY7"	65369	6855	11226	62765	8721	11432	37548	7290	8486	8483	738	899	1558	187	240
"2316"	"ADAM1"	601	68	129	736	126	203	317	96	115	74	26	29	26	4	5
"2317"	"GLOD4"	12808	1638	2564	12910	1757	2286	8508	1503	1656	3562	496	559	375	55	75
"2318"	"FANCI"	40587	5210	7065	66783	8567	8172	65855	11394	10717	30290	5465	6154	618	318	430
"2319"	"NSUN5"	4727	390	764	4570	483	831	2745	489	549	706	92	141	120	9	10
"2320"	"PALB2"	6619	934	1334	5834	979	1186	3086	796	810	657	141	141	317	26	36
"2321"	"CELSR3"	1441	98	218	875	82	138	464	43	59	72	14	9	14	6	3
"2322"	"FAM168A"	1443	96	207	1399	136	178	1065	143	164	260	41	66	13	4	8
"2323"	"IFT81"	1499	235	335	1197	206	268	525	175	140	72	24	27	81	10	16
"2324"	"ARHGAP32"	2274	224	331	1881	323	249	1156	209	223	260	36	44	49	5	11
"2325"	"ERMP1"	22782	2304	3145	13202	1833	1734	4800	1063	604	539	106	104	483	86	93
"2326"	"GTF2I"	15825	1893	2677	14329	2227	2312	7785	1756	1574	1187	210	253	490	61	95
"2327"	"CD302"	32	2	10	11	3	5	3	1	3	0	0	0	0	0	0
"2328"	"ZDHHC13"	1472	180	310	1813	282	314	1612	336	353	843	181	262	39	15	13
"2329"	"EXOSC10"	27231	3581	4741	29546	4607	5107	21749	4429	4172	10175	1576	1580	759	133	185
"2330"	"NDUFC2"	2298	314	396	2009	287	385	1146	282	344	587	94	160	72	16	17
"2331"	"PGBD1"	4063	427	879	2842	335	586	1273	222	233	206	36	55	103	23	29
"2332"	"KLHL5"	7007	381	1482	3532	196	815	865	51	242	139	7	9	111	2	2
"2333"	"UBASH3A"	2538	153	285	1392	96	130	351	37	34	11	1	0	32	2	0
"2334"	"ZNF302"	1793	360	450	1553	387	336	1142	361	267	503	131	104	108	13	22
"2335"	"ACBD5"	4075	720	1058	4346	804	1029	3181	657	684	901	252	294	192	50	55
"2336"	"GINS3"	7943	908	1263	9420	1055	1358	7769	1229	1524	2476	355	451	173	30	43
"2337"	"SNORA10"	274	38	35	272	34	84	126	26	30	14	1	4	4	0	3
"2338"	"C16orf95"	1975	360	483	2911	473	689	2800	535	722	614	65	93	82	8	17
"2339"	"EXOSC5"	5347	493	859	4883	530	898	2058	371	421	67	12	15	203	3	6
"2340"	"MRPS24"	1191	123	254	987	114	254	489	82	121	84	11	26	42	3	3
"2341"	"THOP1"	22879	2152	4436	21000	2424	4023	13360	2015	2449	2419	287	423	705	38	53
