ID	logFC	AveExpr	t	P.Value	adj.P.Val	B
RPL12P13	-1.1949875	0.930827083	-3.03093105	0.026347945	0.162219869	-4.003790473
ODF2-AS1	-1.1949875	0.930827083	-3.03093105	0.026347945	0.162219869	-4.003790473
MIR3677	-1.1949875	0.930827083	-3.03093105	0.026347945	0.162219869	-4.003790473
BPIFB1	-1.1949875	0.930827083	-3.03093105	0.026347945	0.162219869	-4.003790473
ARPP21-AS1	-1.602451641	0.80122582	-3.029959383	0.026378765	0.162263996	-4.005061705
MYLK4	-1.035359506	4.242238799	-3.026653956	0.026483907	0.162506746	-4.009387049
PRKCH-AS1	-1.547952063	1.302296865	-3.022410145	0.026619577	0.162506746	-4.014942253
LINC00940	-1.547952063	1.302296865	-3.022410145	0.026619577	0.162506746	-4.014942253
SULT2B1	-1.547952063	1.302296865	-3.022410145	0.026619577	0.162506746	-4.014942253
BRD7P5	-1.571415173	1.785707586	-3.011151898	0.026983228	0.163924453	-4.029689909
BRCA1P1	-1.773976032	1.220321349	-3.004498383	0.027200719	0.164784996	-4.038412735
ERVE-1	-1.830617699	1.443629683	-2.997559	0.027429618	0.165500475	-4.047515927
NPAS3	-1.830617699	1.443629683	-2.997559	0.027429618	0.165500475	-4.047515927
RGS13	-1.302296865	2.286778631	-2.980871464	0.027988818	0.16730206	-4.069430074
SORL1	-1.144117362	3.920190054	-2.974211153	0.028215506	0.168204812	-4.07818549
RN7SL416P	-2.088928847	2.151773788	-2.969447491	0.028378883	0.16885189	-4.084450785
HNRNPKP1	-1.340789271	2.198715469	-2.958367937	0.028762919	0.170067499	-4.099033002
GRAMD1B	-1.437509799	3.33600458	-2.941094734	0.02937311	0.171604752	-4.121794801
C1orf54	-1.21247664	3.329546654	-2.919392831	0.030160038	0.174199454	-4.150439979
AFG1L	-1.005096309	6.453350684	-2.907561731	0.03059879	0.17554614	-4.166078211
RPS27AP10	-1.302296865	0.984481766	-2.901308945	0.030833504	0.176312747	-4.174349247
LGALS9B	-1.528320834	1.29248125	-2.888603746	0.031316542	0.177743938	-4.191168376
RPS15AP11	-1.440642698	1.248642183	-2.873788751	0.031890317	0.179556368	-4.210802195
LINC00942	-1.440642698	1.248642183	-2.873788751	0.031890317	0.179556368	-4.210802195
ARHGAP8	-1.464105808	3.090991436	-2.872964044	0.031922594	0.179689828	-4.211895833
SIGLEC17P	-1.828908396	3.741047619	-2.872592228	0.031937158	0.179701019	-4.212388918
RAB33A	-2.514773505	2.11904092	-2.867410979	0.032140869	0.180352049	-4.219261565
HOGA1	-1.602451641	1.329546654	-2.864155468	0.032269594	0.18064258	-4.223581258
RNFT2	-1.352964563	1.733123949	-2.863211197	0.032307037	0.180711252	-4.224834405
MPZ	-1.270633098	4.663918009	-2.861829278	0.03236192	0.180802566	-4.226668523
MIR3936HG	-1.656712618	3.658974008	-2.857674658	0.032527537	0.181245238	-4.232183834
FAM136DP	-1.723308334	1.528320834	-2.83979392	0.03325101	0.183700619	-4.255940959
IFI44L	-2.506999814	3.125069855	-2.837604668	0.033340795	0.183779046	-4.258851929
KRT15	-1.463833112	4.410641094	-2.832836373	0.033537271	0.184206616	-4.26519383
SCIRT	-1.13911979	4.853476242	-2.821414718	0.034013074	0.185889815	-4.280394035
OR6K4P	-1.992426641	1.770189352	-2.81956231	0.034090936	0.185995018	-4.282860483
VN1R110P	-1.26231791	3.587947195	-2.813659235	0.034340363	0.186748692	-4.290722573
AFG3L2P1	-1.203811571	1.991880786	-2.805237116	0.034699693	0.187957815	-4.301945581
H1-10-AS1	-1.00079586	5.020309786	-2.804041956	0.034751018	0.188050221	-4.303538766
SPP1	-1.074130807	4.187493642	-2.800874826	0.034887427	0.188379747	-4.307761312
TMC1	-2.345391204	2.701016436	-2.799204638	0.034959598	0.188658077	-4.309988463
BIK	-1.361398376	3.775833261	-2.79757536	0.035030158	0.188841817	-4.312161322
FAAH2	-1.464105808	1.593707071	-2.79630463	0.035085299	0.188856742	-4.313856184
HOXC10	-1.464105808	1.593707071	-2.79630463	0.035085299	0.188856742	-4.313856184
ATP1A4	-1.130772474	2.201016436	-2.793399214	0.035211731	0.189311347	-4.317731923
TLX1	-1.528320834	1.625814584	-2.789799028	0.035369088	0.189764782	-4.32253558
MKRN9P	-1.578988531	1.984481766	-2.774928656	0.036027234	0.191816713	-4.342389769
PTGDR2	-1.239137599	4.229476378	-2.772479154	0.036136925	0.192251522	-4.345662205
ZNF470-DT	-1.797439141	1.760373737	-2.771897301	0.036163034	0.192315856	-4.346439617
VSTM2L	-1.709761006	1.521547169	-2.770376021	0.036231395	0.192395244	-4.348472346
TOMM22P5	-1.389975	1.028320834	-2.770208207	0.036238945	0.192395244	-4.348696592
HAUS6P3	-1.138345833	1.430827083	-2.765503744	0.036451291	0.193140683	-4.354984101
ABLIM3	-1.871569948	2.238081839	-2.765491096	0.036451864	0.193140683	-4.355001008
WASHC5-AS1	-1.797439141	2.093707071	-2.71426768	0.038853927	0.200353315	-4.423589107
ALG1L13P	-1.09769887	4.50512362	-2.713569362	0.038887843	0.200398367	-4.424525726
LINC01234	-1.265286428	1.689284881	-2.712483116	0.038940664	0.200542404	-4.425982736
KLHL30	-1.333333333	1.723308334	-2.689553644	0.04007408	0.204096663	-4.456761438
ZNF321P	-1.213414979	3.575671021	-2.684496442	0.040328859	0.204658505	-4.46355559
TBXA2R	-1.376427672	1.549868003	-2.683961086	0.040355933	0.204658505	-4.46427494
GPR199P	-1.302296865	1.5128026	-2.681858578	0.040462452	0.204782397	-4.467100267
DEPTOR	-1.266822845	3.204826595	-2.670829537	0.041026243	0.206304038	-4.48192669
EFNA3	-1.302296865	2.448587574	-2.668911815	0.041125143	0.206612055	-4.484505668
LBX2-AS1	-1.132254443	3.817756389	-2.659323526	0.041623524	0.207973618	-4.497404372
GOLGA2P11	-2.043094339	1.883201336	-2.646049603	0.042324328	0.209908165	-4.515272673
GAU1	-1.154035251	4.339396021	-2.631585945	0.043102544	0.212217315	-4.534757269
SH2D6	-1.252024806	3.8972728	-2.630443622	0.043164665	0.212319587	-4.536296781
ITK	-1.21461873	1.468963532	-2.624723513	0.043477191	0.21264255	-4.544007184
YPEL3-DT	-1.21461873	1.468963532	-2.624723513	0.043477191	0.21264255	-4.544007184
RPS10P7	-1.056641667	3.187414141	-2.619900527	0.043742607	0.213469832	-4.550510098
GPR153	-1.118855463	6.48776712	-2.618014168	0.043846893	0.21375068	-4.553053948
PADI4	-1.569273083	2.086933407	-2.609932217	0.044296755	0.215248796	-4.563955629
ZNF492	-1.733224115	2.061599558	-2.609292748	0.044332562	0.215353131	-4.564818394
ZBTB16	-1.139103321	8.109736959	-2.60576802	0.044530493	0.2160006	-4.569574413
MTND4LP30	-1.046926219	3.071415173	-2.604397629	0.044607705	0.216044914	-4.571423747
LINC02585	-1.163951032	2.248642183	-2.584753194	0.045730599	0.219016888	-4.597947328
LY6E-DT	-1.935784974	1.741868519	-2.576930656	0.046186217	0.220339938	-4.608516052
PRSS8	-1.083653858	3.323258898	-2.575101278	0.046293474	0.220502466	-4.610988202
HOXB5	-1.292581417	2.61525424	-2.573522641	0.046386246	0.220718739	-4.613121676
KLF17	-1.927119905	1.737535984	-2.57256234	0.046442778	0.220758058	-4.614419565
TNFSF4	-1.927119905	1.737535984	-2.57256234	0.046442778	0.220758058	-4.614419565
IGFBP5	-1.649381171	7.330662383	-2.56719299	0.046760243	0.221777562	-4.621677507
LINC01475	-2.312212646	2.156106323	-2.563610454	0.046973364	0.222355716	-4.626521114
FCGRT	-1.170156258	3.943125283	-2.553462807	0.047582748	0.223965382	-4.640244892
AGBL5-IT1	-1.174956051	3.115798859	-2.552980077	0.047611948	0.224025971	-4.64089789
CRISP2	-1.733224115	1.533278724	-2.54691903	0.047980232	0.224770852	-4.649097916
FBXO6	-1.332441955	3.358492843	-2.543945399	0.048162039	0.224770852	-4.653121716
METTL24	-1.302296865	1.179469266	-2.542763016	0.048234536	0.224770852	-4.654721808
HMGN2P31	-1.302296865	1.179469266	-2.542763016	0.048234536	0.224770852	-4.654721808
OBI1-AS1	-1.302296865	1.179469266	-2.542763016	0.048234536	0.224770852	-4.654721808
NALF1	-1.302296865	1.179469266	-2.542763016	0.048234536	0.224770852	-4.654721808
MT-TL1	-1.302296865	1.179469266	-2.542763016	0.048234536	0.224770852	-4.654721808
GPRIN3	-1.302296865	1.179469266	-2.542763016	0.048234536	0.224770852	-4.654721808
GDA	-1.302296865	1.179469266	-2.542763016	0.048234536	0.224770852	-4.654721808
LINC00261	-1.302296865	1.179469266	-2.542763016	0.048234536	0.224770852	-4.654721808
GJB5	-1.686297896	2.145445813	-2.539888969	0.048411247	0.225232064	-4.658611512
MTCO3P43	-1.389975	1.223308334	-2.538074003	0.0485232	0.225452949	-4.661068102
HNRNPA1P61	-1.389975	1.223308334	-2.538074003	0.0485232	0.225452949	-4.661068102
OR1F12	-1.389975	1.223308334	-2.538074003	0.0485232	0.225452949	-4.661068102
JAZF1-AS1	-1.779950001	1.556641667	-2.520396155	0.049628327	0.228441719	-4.685004624
DPP10	-1.551783943	2.078188837	-2.517317626	0.049823536	0.22879663	-4.689174742
