ID	logFC	AveExpr	t	P.Value	adj.P.Val	B	entrezID
GPR132	-1.686297896	2.428111449	-3.309256046	0.018963686	0.137151953	-3.644633544	29933
ANGPTL6	-1.163951032	3.217605715	-3.309161629	0.018965763	0.137151953	-3.644753617	83854
GNA15-DT	-1.362130308	4.224184027	-3.304962276	0.019058396	0.137479272	-3.650095343	100996351
FAM110B	-1.291177333	3.355349672	-3.302367715	0.019115881	0.137616818	-3.653396947	90362
SLC26A8	-1.716130613	2.493695505	-3.301407322	0.019137208	0.137625601	-3.654619295	116369
DND1P1	-1.515631487	3.657962316	-3.270868265	0.019829438	0.139993627	-3.69355491	644157
COBLP1	-2.516145542	2.365382136	-3.265015214	0.019965274	0.140227049	-3.701031948	392529
SNORA77	-2.181440172	1.61904092	-3.262249168	0.020029828	0.140437306	-3.7045671	677843
LRMDA	-2.430773878	1.882053605	-3.26215233	0.020032093	0.140437306	-3.704690883	83938
ROBO2	-1.116133435	2.143029218	-3.2588501	0.020109475	0.140627959	-3.708912726	6092
C7orf31	-1.187595475	4.954403164	-3.251038024	0.020293869	0.141377015	-3.718906276	136895
LINC01775	-1.964130342	2.284362036	-3.249404785	0.020332657	0.141523628	-3.720996641	101928602
RPL23AP87	-1.047157475	3.312352809	-3.246208833	0.020408798	0.141724828	-3.72508816	388574
VN1R83P	-2.113283334	1.584962501	-3.243888204	0.020464284	0.14195157	-3.728059948	100312828
CYP4F60P	-1.968963532	1.651148433	-3.241549045	0.020520383	0.142125146	-3.731056207	107126294
SHC3	-2.54335013	2.735780873	-3.236693055	0.02063739	0.142611589	-3.737278685	53358
RPS4XP2	-1.887259366	2.276963016	-3.227195797	0.020868384	0.143665162	-3.749457746	92507
COL21A1	-1.879143307	2.329546654	-3.224632725	0.020931216	0.143917378	-3.752746662	81578
SCRT2	-2.399890782	1.973921422	-3.223825303	0.020951053	0.143945382	-3.753782925	85508
TXNDC2	-1.261049374	5.647537675	-3.220550769	0.021031718	0.144066743	-3.757986432	84203
DNAI2	-1.464105808	3.229337269	-3.216784915	0.021124913	0.144359145	-3.762822432	64446
FAM238B	-2.844443244	2.422221622	-3.215127014	0.021166088	0.144530036	-3.764952067	731789
FCER1A	-1.992426641	1.524534154	-3.198976852	0.021571889	0.146306032	-3.785716835	2205
IPO7P2	-1.333333333	1	-3.183350898	0.021972772	0.147928072	-3.805840761	100128337
CBX1P4	-1.635630199	1.874456766	-3.182577418	0.021992829	0.147952421	-3.806837731	100130461
TEAD3	-1.096253744	4.732189792	-3.173143219	0.022239119	0.149062937	-3.819004232	7005
ENTPD3	-1.095134073	4.179172958	-3.168219345	0.022368878	0.14964027	-3.825358806	956
HSPE1P3	-2.20096147	1.874456766	-3.167573473	0.022385961	0.149709763	-3.826192581	100507046
LINC00937	-1.072044477	4.186450477	-3.166272128	0.022420425	0.149737801	-3.827872692	389634
TSLP	-1.797439141	1.427040404	-3.166091648	0.02242521	0.149737801	-3.828105721	85480
FAM86B1	-1.686297896	1.899790615	-3.164498905	0.022467481	0.149920311	-3.830162385	85002
GAL3ST2	-1.943240912	1.971620456	-3.158530769	0.022626665	0.150374987	-3.837871829	64090
NIPAL1	-1.256347844	3.717102769	-3.150335129	0.022847307	0.150981955	-3.848466283	152519
PDE9A	-1.17370534	3.537435684	-3.149549978	0.02286857	0.150981955	-3.849481701	5152
CHIC1	-1.367112639	5.89060169	-3.148969143	0.022884314	0.150981955	-3.850232936	53344
FAM90A1	-1.686297896	1.704803115	-3.148812616	0.022888559	0.150981955	-3.85043539	55138
TBL1YP1	-1.635630199	1.151148433	-3.14025791	0.023121886	0.151539805	-3.861505029	286555
FMN2	-1.440642698	1.053654682	-3.140245291	0.023122232	0.151539805	-3.861521365	56776
ROS1	-1.163951032	1.248642183	-3.135320683	0.023257748	0.151956158	-3.867898031	6098
ITGB2-AS1	-1.163951032	1.248642183	-3.135320683	0.023257748	0.151956158	-3.867898031	100505746
IGLV2-18	-2.01479804	1.00739902	-3.114509927	0.023840234	0.15425604	-3.894879487	28814
CACHD1	-1.247638287	3.704082921	-3.102566551	0.024181821	0.155221834	-3.910389263	57685
NTN1	-1.45585692	3.563860007	-3.101085338	0.024224561	0.155417138	-3.912314043	9423
ALDH1A2	-1.794087919	3.199340825	-3.096499173	0.024357426	0.155875829	-3.918275349	8854
CADM3-AS1	-1.57329736	4.613242101	-3.09293398	0.024461271	0.156139039	-3.922911384	100131825
KCNN1	-1.498618342	3.139284172	-3.077518896	0.024915951	0.157720559	-3.942974936	3780
DGAT2	-1.230857158	4.62265326	-3.072951896	0.02505245	0.15821963	-3.948924835	84649
CCNA1	-1.635630199	1.346135933	-3.069416135	0.025158696	0.158671519	-3.953533017	8900
AFTPH-DT	-1.371825739	2.516530568	-3.068037628	0.025200254	0.158860594	-3.955330055	101927402
CPNE9	-1.589184638	2.925364793	-3.065224497	0.025285297	0.158945183	-3.958998017	151835
MIR4280HG	-1.709761006	1.383201336	-3.065103182	0.025288972	0.158945183	-3.959156219	117751736
ENPP2	-1.709761006	1.383201336	-3.065103182	0.025288972	0.158945183	-3.959156219	5168
GGT1	-1.535776771	2.824530053	-3.051545812	0.025703366	0.160520272	-3.976847197	2678
SLC26A11	-2.113283334	1.389975	-3.047881307	0.025816661	0.161044556	-3.981632879	284129
B3GNT8	-1.133873814	4.421176716	-3.040678922	0.02604095	0.161526273	-3.99104366	374907
NDUFB9P2	-1.056641667	0.861654167	-3.034183101	0.026245084	0.162165308	-3.999536645	100128596
SLC2A5	-1.056641667	0.861654167	-3.034183101	0.026245084	0.162165308	-3.999536645	6518
MIR4682	-1.056641667	0.861654167	-3.034183101	0.026245084	0.162165308	-3.999536645	100616322
ICAM3	-1.96561231	2.177793655	-3.033701655	0.026260284	0.162165308	-4.000166317	3385
RBM47	-1.21461873	4.242939563	-3.031073465	0.026343431	0.162219869	-4.003604161	54502
RPL12P13	-1.1949875	0.930827083	-3.03093105	0.026347945	0.162219869	-4.003790473	100129926
ODF2-AS1	-1.1949875	0.930827083	-3.03093105	0.026347945	0.162219869	-4.003790473	107080620
MIR3677	-1.1949875	0.930827083	-3.03093105	0.026347945	0.162219869	-4.003790473	100500812
BPIFB1	-1.1949875	0.930827083	-3.03093105	0.026347945	0.162219869	-4.003790473	92747
ARPP21-AS1	-1.602451641	0.80122582	-3.029959383	0.026378765	0.162263996	-4.005061705	100874098
MYLK4	-1.035359506	4.242238799	-3.026653956	0.026483907	0.162506746	-4.009387049	340156
PRKCH-AS1	-1.547952063	1.302296865	-3.022410145	0.026619577	0.162506746	-4.014942253	121233923
LINC00940	-1.547952063	1.302296865	-3.022410145	0.026619577	0.162506746	-4.014942253	100271702
SULT2B1	-1.547952063	1.302296865	-3.022410145	0.026619577	0.162506746	-4.014942253	6820
BRD7P5	-1.571415173	1.785707586	-3.011151898	0.026983228	0.163924453	-4.029689909	100129259
BRCA1P1	-1.773976032	1.220321349	-3.004498383	0.027200719	0.164784996	-4.038412735	394269
ERVE-1	-1.830617699	1.443629683	-2.997559	0.027429618	0.165500475	-4.047515927	85314
NPAS3	-1.830617699	1.443629683	-2.997559	0.027429618	0.165500475	-4.047515927	64067
RGS13	-1.302296865	2.286778631	-2.980871464	0.027988818	0.16730206	-4.069430074	6003
SORL1	-1.144117362	3.920190054	-2.974211153	0.028215506	0.168204812	-4.07818549	6653
RN7SL416P	-2.088928847	2.151773788	-2.969447491	0.028378883	0.16885189	-4.084450785	106481037
HNRNPKP1	-1.340789271	2.198715469	-2.958367937	0.028762919	0.170067499	-4.099033002	389322
GRAMD1B	-1.437509799	3.33600458	-2.941094734	0.02937311	0.171604752	-4.121794801	57476
C1orf54	-1.21247664	3.329546654	-2.919392831	0.030160038	0.174199454	-4.150439979	79630
AFG1L	-1.005096309	6.453350684	-2.907561731	0.03059879	0.17554614	-4.166078211	246269
RPS27AP10	-1.302296865	0.984481766	-2.901308945	0.030833504	0.176312747	-4.174349247	100271377
LGALS9B	-1.528320834	1.29248125	-2.888603746	0.031316542	0.177743938	-4.191168376	284194
RPS15AP11	-1.440642698	1.248642183	-2.873788751	0.031890317	0.179556368	-4.210802195	644790
LINC00942	-1.440642698	1.248642183	-2.873788751	0.031890317	0.179556368	-4.210802195	100292680
ARHGAP8	-1.464105808	3.090991436	-2.872964044	0.031922594	0.179689828	-4.211895833	23779
SIGLEC17P	-1.828908396	3.741047619	-2.872592228	0.031937158	0.179701019	-4.212388918	284367
RAB33A	-2.514773505	2.11904092	-2.867410979	0.032140869	0.180352049	-4.219261565	9363
HOGA1	-1.602451641	1.329546654	-2.864155468	0.032269594	0.18064258	-4.223581258	112817
RNFT2	-1.352964563	1.733123949	-2.863211197	0.032307037	0.180711252	-4.224834405	84900
MPZ	-1.270633098	4.663918009	-2.861829278	0.03236192	0.180802566	-4.226668523	4359
MIR3936HG	-1.656712618	3.658974008	-2.857674658	0.032527537	0.181245238	-4.232183834	553103
FAM136DP	-1.723308334	1.528320834	-2.83979392	0.03325101	0.183700619	-4.255940959	390806
IFI44L	-2.506999814	3.125069855	-2.837604668	0.033340795	0.183779046	-4.258851929	10964
KRT15	-1.463833112	4.410641094	-2.832836373	0.033537271	0.184206616	-4.26519383	3866
SCIRT	-1.13911979	4.853476242	-2.821414718	0.034013074	0.185889815	-4.280394035	101929705
OR6K4P	-1.992426641	1.770189352	-2.81956231	0.034090936	0.185995018	-4.282860483	128370
VN1R110P	-1.26231791	3.587947195	-2.813659235	0.034340363	0.186748692	-4.290722573	100312803
AFG3L2P1	-1.203811571	1.991880786	-2.805237116	0.034699693	0.187957815	-4.301945581	347028
H1-10-AS1	-1.00079586	5.020309786	-2.804041956	0.034751018	0.188050221	-4.303538766	339942
SPP1	-1.074130807	4.187493642	-2.800874826	0.034887427	0.188379747	-4.307761312	6696
TMC1	-2.345391204	2.701016436	-2.799204638	0.034959598	0.188658077	-4.309988463	117531
BIK	-1.361398376	3.775833261	-2.79757536	0.035030158	0.188841817	-4.312161322	638
FAAH2	-1.464105808	1.593707071	-2.79630463	0.035085299	0.188856742	-4.313856184	158584
HOXC10	-1.464105808	1.593707071	-2.79630463	0.035085299	0.188856742	-4.313856184	3226
ATP1A4	-1.130772474	2.201016436	-2.793399214	0.035211731	0.189311347	-4.317731923	480
TLX1	-1.528320834	1.625814584	-2.789799028	0.035369088	0.189764782	-4.32253558	3195
MKRN9P	-1.578988531	1.984481766	-2.774928656	0.036027234	0.191816713	-4.342389769	400058
PTGDR2	-1.239137599	4.229476378	-2.772479154	0.036136925	0.192251522	-4.345662205	11251
ZNF470-DT	-1.797439141	1.760373737	-2.771897301	0.036163034	0.192315856	-4.346439617	112268241
VSTM2L	-1.709761006	1.521547169	-2.770376021	0.036231395	0.192395244	-4.348472346	128434
TOMM22P5	-1.389975	1.028320834	-2.770208207	0.036238945	0.192395244	-4.348696592	390007
HAUS6P3	-1.138345833	1.430827083	-2.765503744	0.036451291	0.193140683	-4.354984101	102723574
ABLIM3	-1.871569948	2.238081839	-2.765491096	0.036451864	0.193140683	-4.355001008	22885
WASHC5-AS1	-1.797439141	2.093707071	-2.71426768	0.038853927	0.200353315	-4.423589107	106479020
ALG1L13P	-1.09769887	4.50512362	-2.713569362	0.038887843	0.200398367	-4.424525726	106479038
LINC01234	-1.265286428	1.689284881	-2.712483116	0.038940664	0.200542404	-4.425982736	100506465
KLHL30	-1.333333333	1.723308334	-2.689553644	0.04007408	0.204096663	-4.456761438	377007
ZNF321P	-1.213414979	3.575671021	-2.684496442	0.040328859	0.204658505	-4.46355559	399669
TBXA2R	-1.376427672	1.549868003	-2.683961086	0.040355933	0.204658505	-4.46427494	6915
GPR199P	-1.302296865	1.5128026	-2.681858578	0.040462452	0.204782397	-4.467100267	653160
DEPTOR	-1.266822845	3.204826595	-2.670829537	0.041026243	0.206304038	-4.48192669	64798
EFNA3	-1.302296865	2.448587574	-2.668911815	0.041125143	0.206612055	-4.484505668	1944
LBX2-AS1	-1.132254443	3.817756389	-2.659323526	0.041623524	0.207973618	-4.497404372	151534
GOLGA2P11	-2.043094339	1.883201336	-2.646049603	0.042324328	0.209908165	-4.515272673	255180
GAU1	-1.154035251	4.339396021	-2.631585945	0.043102544	0.212217315	-4.534757269	101929549
SH2D6	-1.252024806	3.8972728	-2.630443622	0.043164665	0.212319587	-4.536296781	284948
ITK	-1.21461873	1.468963532	-2.624723513	0.043477191	0.21264255	-4.544007184	3702
YPEL3-DT	-1.21461873	1.468963532	-2.624723513	0.043477191	0.21264255	-4.544007184	101928595
RPS10P7	-1.056641667	3.187414141	-2.619900527	0.043742607	0.213469832	-4.550510098	376693
GPR153	-1.118855463	6.48776712	-2.618014168	0.043846893	0.21375068	-4.553053948	387509
PADI4	-1.569273083	2.086933407	-2.609932217	0.044296755	0.215248796	-4.563955629	23569
ZNF492	-1.733224115	2.061599558	-2.609292748	0.044332562	0.215353131	-4.564818394	57615
ZBTB16	-1.139103321	8.109736959	-2.60576802	0.044530493	0.2160006	-4.569574413	7704
MTND4LP30	-1.046926219	3.071415173	-2.604397629	0.044607705	0.216044914	-4.571423747	107075244
LINC02585	-1.163951032	2.248642183	-2.584753194	0.045730599	0.219016888	-4.597947328	102724368
LY6E-DT	-1.935784974	1.741868519	-2.576930656	0.046186217	0.220339938	-4.608516052	100133669
PRSS8	-1.083653858	3.323258898	-2.575101278	0.046293474	0.220502466	-4.610988202	5652
HOXB5	-1.292581417	2.61525424	-2.573522641	0.046386246	0.220718739	-4.613121676	3215
KLF17	-1.927119905	1.737535984	-2.57256234	0.046442778	0.220758058	-4.614419565	128209
TNFSF4	-1.927119905	1.737535984	-2.57256234	0.046442778	0.220758058	-4.614419565	7292
IGFBP5	-1.649381171	7.330662383	-2.56719299	0.046760243	0.221777562	-4.621677507	3488
LINC01475	-2.312212646	2.156106323	-2.563610454	0.046973364	0.222355716	-4.626521114	101927324
FCGRT	-1.170156258	3.943125283	-2.553462807	0.047582748	0.223965382	-4.640244892	2217
AGBL5-IT1	-1.174956051	3.115798859	-2.552980077	0.047611948	0.224025971	-4.64089789	106481744
CRISP2	-1.733224115	1.533278724	-2.54691903	0.047980232	0.224770852	-4.649097916	7180
FBXO6	-1.332441955	3.358492843	-2.543945399	0.048162039	0.224770852	-4.653121716	26270
METTL24	-1.302296865	1.179469266	-2.542763016	0.048234536	0.224770852	-4.654721808	728464
HMGN2P31	-1.302296865	1.179469266	-2.542763016	0.048234536	0.224770852	-4.654721808	645930
OBI1-AS1	-1.302296865	1.179469266	-2.542763016	0.048234536	0.224770852	-4.654721808	100874222
NALF1	-1.302296865	1.179469266	-2.542763016	0.048234536	0.224770852	-4.654721808	728215
MT-TL1	-1.302296865	1.179469266	-2.542763016	0.048234536	0.224770852	-4.654721808	NA
GPRIN3	-1.302296865	1.179469266	-2.542763016	0.048234536	0.224770852	-4.654721808	285513
GDA	-1.302296865	1.179469266	-2.542763016	0.048234536	0.224770852	-4.654721808	9615
LINC00261	-1.302296865	1.179469266	-2.542763016	0.048234536	0.224770852	-4.654721808	140828
GJB5	-1.686297896	2.145445813	-2.539888969	0.048411247	0.225232064	-4.658611512	2709
MTCO3P43	-1.389975	1.223308334	-2.538074003	0.0485232	0.225452949	-4.661068102	107075190
HNRNPA1P61	-1.389975	1.223308334	-2.538074003	0.0485232	0.225452949	-4.661068102	100288283
OR1F12	-1.389975	1.223308334	-2.538074003	0.0485232	0.225452949	-4.661068102	NA
JAZF1-AS1	-1.779950001	1.556641667	-2.520396155	0.049628327	0.228441719	-4.685004624	100128081
DPP10	-1.551783943	2.078188837	-2.517317626	0.049823536	0.22879663	-4.689174742	57628
