ID	logFC	AveExpr	t	P.Value	adj.P.Val	B	entrezID
CYP46A1	2.23998639	2.648314028	2.963287609	0.028591692	0.169565933	-4.0925563	10858
LYG2	1.075502843	2.614024318	2.955963589	0.028847012	0.170271211	-4.102199309	254773
RPL35AP5	1.881285397	1.468963532	2.955037614	0.028879471	0.170389498	-4.103418909	100132122
ATXN2-AS	1.245655198	1.484481766	2.952767949	0.0289592	0.170602666	-4.106408694	102723619
FBLN1	1.245655198	1.484481766	2.952767949	0.0289592	0.170602666	-4.106408694	2192
HIGD1AP1	1.269118307	2.075201852	2.952256574	0.028977198	0.170602666	-4.107082399	100129086
H4C1	1.070976147	4.316920043	2.951786871	0.028993739	0.17062346	-4.107701228	8359
B3GNT4	1.279545671	3.16052031	2.947195967	0.029155965	0.171256456	-4.113751033	79369
IRX5	1.004882259	4.292306911	2.945060885	0.029231752	0.171428195	-4.116565413	10265
LINC00472	1.547952063	1.830617699	2.942247003	0.029331965	0.171583552	-4.120275346	79940
MICU3	1.547952063	1.830617699	2.942247003	0.029331965	0.171583552	-4.120275346	286097
GLIS3	1.547952063	1.830617699	2.942247003	0.029331965	0.171583552	-4.120275346	169792
CHKA-DT	1.42709537	1.770189352	2.931474934	0.029719108	0.172963319	-4.134485879	105369362
TYRO3P	1.42709537	1.770189352	2.931474934	0.029719108	0.172963319	-4.134485879	7302
CRISPLD2	1.226023968	2.581975516	2.929348944	0.029796178	0.173081482	-4.13729202	83716
SRP14-DT	1.192755949	5.027726746	2.924187264	0.029984212	0.173585816	-4.144107122	100131089
UBOX5-AS1	1.018958174	4.25859048	2.923458779	0.030010855	0.173592957	-4.145069198	100134015
MAPK10	1.389883653	4.092372765	2.923067708	0.030025168	0.173592957	-4.14558569	5602
LINC00511	1.40746414	3.201016436	2.910925259	0.030473345	0.175202794	-4.161630776	400619
KLF2	2.150244703	3.714743431	2.909582759	0.030523347	0.175303932	-4.163405753	10365
MPIG6B	1.474098728	5.834489908	2.9090012	0.030545035	0.175352783	-4.164174718	80739
UNC79	1.251629167	2.154135417	2.903703648	0.03074338	0.176159758	-4.17118109	57578
RNF165	1.779950001	1.751629167	2.901815592	0.030814412	0.176312747	-4.173678909	494470
CTNNA3	1.302296865	0.984481766	2.901308945	0.030833504	0.176312747	-4.174349247	29119
FERP1	1.302296865	0.984481766	2.901308945	0.030833504	0.176312747	-4.174349247	553112
MIR5192	1.876452207	1.79988027	2.892240671	0.031177426	0.177534706	-4.186352049	100847087
HNRNPA3P9	1.700045557	1.957332144	2.890989387	0.031225212	0.177622522	-4.188008946	100421415
PSD2	1.653119339	1.883201336	2.889746653	0.031272751	0.177743938	-4.189654688	84249
RCOR2	1.653119339	1.883201336	2.889746653	0.031272751	0.177743938	-4.189654688	283248
RNU6-516P	1.528320834	1.29248125	2.888603746	0.031316542	0.177743938	-4.191168376	106479794
MIR3648-1	1.528320834	1.29248125	2.888603746	0.031316542	0.177743938	-4.191168376	100500862
HUS1B	1.138345833	2.09749375	2.887266796	0.031367853	0.177768318	-4.192939235	135458
GNG3	1.869110105	2.267888386	2.885607049	0.031431681	0.17792426	-4.19513792	2785
PPP1R27	1.746771443	2.175682587	2.8744244	0.031865463	0.179556368	-4.209959314	116729
EVX2	1.440642698	1.248642183	2.873788751	0.031890317	0.179556368	-4.210802195	344191
LPL	1.440642698	1.248642183	2.873788751	0.031890317	0.179556368	-4.210802195	4023
NFIA-AS2	1.440642698	1.248642183	2.873788751	0.031890317	0.179556368	-4.210802195	100996570
LINC02228	1.440642698	1.248642183	2.873788751	0.031890317	0.179556368	-4.210802195	105374694
HPX	1.440642698	1.248642183	2.873788751	0.031890317	0.179556368	-4.210802195	3263
SGCA	1.440642698	1.248642183	2.873788751	0.031890317	0.179556368	-4.210802195	6442
PSG4	1.440642698	1.248642183	2.873788751	0.031890317	0.179556368	-4.210802195	5672
EN2	1.602451641	1.329546654	2.864155468	0.032269594	0.18064258	-4.223581258	2020
GPR162	1.602451641	1.329546654	2.864155468	0.032269594	0.18064258	-4.223581258	27239
NDUFB8P2	1.602451641	1.329546654	2.864155468	0.032269594	0.18064258	-4.223581258	729565
CILP2	1.602451641	1.329546654	2.864155468	0.032269594	0.18064258	-4.223581258	148113
BRWD1-AS2	1.036174819	3.964704077	2.863858433	0.032281367	0.180671629	-4.223975446	103091865
SNORA33	1.709761006	2.188213836	2.862429716	0.032338061	0.180776561	-4.225871582	594839
TRMT9B	2.047976598	3.293106606	2.851005766	0.032795329	0.182208213	-4.241040591	57604
GLTPD2	1.326849212	4.234839779	2.850700287	0.032807654	0.182208213	-4.241446398	388323
WWC3-AS1	1.065465738	2.501696401	2.850685881	0.032808235	0.182208213	-4.241465535	100873953
PRICKLE2	1.60459373	1.802296865	2.850112702	0.032831374	0.182262945	-4.24222699	166336
ERVW-1	1.106636309	3.713917965	2.848355947	0.032902404	0.182467508	-4.244561004	30816
PDE6C	1.189951869	3.318284269	2.84762929	0.032931834	0.182488382	-4.245526528	5146
DENND6B	1.269118307	3.162879987	2.834901529	0.033452022	0.184089564	-4.262446862	414918
TGFB2	1.126170541	2.393702969	2.833820621	0.033496612	0.184109702	-4.263884579	7042
FLJ13224	1.095134073	2.604208704	2.827556473	0.033756309	0.185298433	-4.27221883	79857
DNAJB8	1.666666667	1.361654167	2.824167217	0.033897738	0.185621683	-4.27672976	165721
ASMT	1.666666667	1.361654167	2.824167217	0.033897738	0.185621683	-4.27672976	438
BEND7	1.666666667	1.361654167	2.824167217	0.033897738	0.185621683	-4.27672976	222389
FOCAD-AS1	1.757820869	3.255338107	2.823310926	0.033933573	0.185714233	-4.27786962	101929548
THRAP3P1	1.483737037	1.741868519	2.818333286	0.034142703	0.186148083	-4.284497093	391524
SNORA7B	1.130772474	2.867683102	2.810643203	0.034468572	0.187223295	-4.294740833	677797
DLL1	1.918295834	2.261444782	2.807559061	0.034600218	0.187678315	-4.298850753	28514
CXCR6	1.37413221	2.882053605	2.805862631	0.034672865	0.187886667	-4.301111805	10663
STEAP1	1.03228718	2.346761289	2.7996397	0.034940782	0.188630732	-4.309408294	26872
GTF2IRD2P1	2.586629394	1.959981364	2.79629123	0.035085881	0.188856742	-4.313874057	401375
CPT1B	1.014356241	3.490939692	2.790825756	0.035324134	0.189729801	-4.321165512	1375
VN2R3P	1.528320834	1.625814584	2.789799028	0.035369088	0.189764782	-4.32253558	100033392
RNVU1-4	1.528320834	1.820802084	2.780580028	0.035775548	0.190921198	-4.334841894	101954264
SLC36A2	1.935784974	1.741868519	2.780234138	0.035790897	0.190928848	-4.335303773	153201
INSRR	1.640703778	3.696804095	2.773475936	0.036092244	0.1920883	-4.344330477	3645
RNU6-1209P	1.389975	1.028320834	2.770208207	0.036238945	0.192395244	-4.348696592	106480095
SLC38A2-AS1	1.284807725	2.578188837	2.77000533	0.036248074	0.192395244	-4.348967695	102723757
PSCA	1.584962501	1.654135417	2.767080916	0.036379951	0.192940577	-4.352875987	8000
KCNAB1	1.148261614	2.297439141	2.764776338	0.036484245	0.193244314	-4.355956459	7881
GUSBP5	1.205274488	5.382216038	2.751793747	0.037077907	0.194914722	-4.373318994	441046
INTS4P1	1.709761006	2.049868003	2.751288546	0.037101221	0.194999924	-4.373994942	285905
SPTBN5	1.657029103	3.154274526	2.75014149	0.037154214	0.195091615	-4.375529763	51332
RPL29P24	1.107309365	1.748642183	2.745593085	0.037365161	0.195800212	-4.381616926	100129591
HSP90AA4P	2.153143873	1.850547968	2.745539558	0.037367651	0.195800212	-4.381688574	3323
TPTEP2-CSNK1E	1.389975	1.361654167	2.736768304	0.037778173	0.19712319	-4.393432421	102800317
SRGAP3	1.119965315	2.798064497	2.732502991	0.037979578	0.197873098	-4.399145695	9901
RTN1	1.337820753	2.971207242	2.731951848	0.038005688	0.19793397	-4.399884052	6252
MAGEE1	1.856820977	2.476362552	2.72056727	0.038549419	0.199664401	-4.415141647	57692
HSP90AA3P	2.253111136	1.988209735	2.719972141	0.038578075	0.199664458	-4.415939544	3322
CARHSP1-DT	1.159513481	3.322696304	2.715989202	0.038770453	0.200320092	-4.421280291	119545623
LARP1P1	1.828475609	2.21653467	2.713992739	0.038867277	0.200353315	-4.423957867	100379623
GALNT16-AS1	1.009915781	2.140588089	2.713180783	0.03890673	0.200458049	-4.425046925	105370550
MIR4505	1.528320834	1.764160417	2.701295009	0.039489278	0.202055807	-4.440995356	100616158
SIDT1	1.084326914	2.706114489	2.692090454	0.039946936	0.203854656	-4.45335411	54847
PLAAT2	1.81981054	1.438226103	2.691973821	0.039952772	0.203854656	-4.453510754	54979
RN7SL608P	1.053290446	2.633954588	2.691157516	0.039993643	0.203914077	-4.454607129	106480521
CABP7	1.479135104	2.601221719	2.69022482	0.040040398	0.204076627	-4.455859895	164633
GLCCI1-DT	1.376427672	1.549868003	2.683961086	0.040355933	0.204658505	-4.46427494	100505921
PIMREGP1	1.302296865	1.5128026	2.681858578	0.040462452	0.204782397	-4.467100267	442063
RNU4-39P	1.302296865	1.5128026	2.681858578	0.040462452	0.204782397	-4.467100267	106479575
RPL11P3	1.245655198	3.0128026	2.675084805	0.040807714	0.205581877	-4.47620517	100271271
SPEGNB	1.740797474	1.927040404	2.661976674	0.041484965	0.207583685	-4.493834504	100996693
TM4SF19	1.440642698	1.581975516	2.66083736	0.041544403	0.207720685	-4.49536741	116211
TCF7	1.065703277	4.235693124	2.656104797	0.041792294	0.208437357	-4.501735956	6932
NARF-AS1	1.054499577	2.408535185	2.655412407	0.041828696	0.208580999	-4.502667838	111082991
H2BU2P	1.450246106	3.878266926	2.653475664	0.041930701	0.208861927	-4.505274675	NA
EXPH5	1.008863103	4.535350598	2.653053829	0.041952954	0.208926435	-4.505842498	23086
NARF-AS2	1.100288826	4.601117272	2.649556278	0.042137955	0.209395901	-4.510550987	105371941
H3P14	1.497284365	1.61029635	2.627221717	0.043340397	0.21258054	-4.540639453	107986209
CORO2B	1.497284365	1.61029635	2.627221717	0.043340397	0.21258054	-4.540639453	10391
SOX8	1.21461873	1.468963532	2.624723513	0.043477191	0.21264255	-4.544007184	30812
GOLGA2P7	1.104588687	6.692039682	2.619736056	0.043751689	0.213473116	-4.550731886	388152
PPIC	1.812468437	2.101221719	2.608512102	0.044376317	0.215413146	-4.56587167	5480
LINC00624	2.676303553	3.68628315	2.605657885	0.044536693	0.2160006	-4.569723035	100289211
RNA5-8SN4	1.60842561	3.10650967	2.605363776	0.044553254	0.216019596	-4.570119925	109864274
MTND3P23	1.215330645	2.85929449	2.602902402	0.044692117	0.216309763	-4.573441688	107075295
FOXA3	2.023463109	1.785707586	2.591280805	0.045354121	0.217660008	-4.589131086	3171
EIF2B5-DT	1.528320834	1.09749375	2.567723224	0.046728788	0.221733474	-4.620960694	105374249
GOLGA8M	1.126170541	2.444370667	2.566925993	0.04677609	0.221803425	-4.622038462	653720
FOXD1	1.920651369	3.641790391	2.566016012	0.046830145	0.221945768	-4.623268703	2297
FAM157A	1.174704429	3.86392646	2.557711509	0.047326574	0.223180704	-4.634498174	728262
CRYBG2	1.42226218	2.680094622	2.554352015	0.04752901	0.223819506	-4.63904208	55057
RNU6-2	1.245655198	1.679469266	2.549106594	0.047846957	0.224770852	-4.646138108	103625684
UBTD2	1.314952815	3.01641494	2.545163192	0.048087494	0.224770852	-4.651473786	92181
OR6B2	1.302296865	1.179469266	2.542763016	0.048234536	0.224770852	-4.654721808	389090
LRRN1	1.302296865	1.179469266	2.542763016	0.048234536	0.224770852	-4.654721808	57633
SOSTDC1	1.302296865	1.179469266	2.542763016	0.048234536	0.224770852	-4.654721808	25928
SDK1	1.302296865	1.179469266	2.542763016	0.048234536	0.224770852	-4.654721808	221935
ERICH5	1.302296865	1.179469266	2.542763016	0.048234536	0.224770852	-4.654721808	203111
SLITRK5	1.302296865	1.179469266	2.542763016	0.048234536	0.224770852	-4.654721808	26050
SEC23A-AS1	1.302296865	1.179469266	2.542763016	0.048234536	0.224770852	-4.654721808	105370458
LIPC	1.302296865	1.179469266	2.542763016	0.048234536	0.224770852	-4.654721808	3990
GSG1L	1.302296865	1.179469266	2.542763016	0.048234536	0.224770852	-4.654721808	146395
NOS2	1.302296865	1.179469266	2.542763016	0.048234536	0.224770852	-4.654721808	4843
ANKRD11P1	1.302296865	1.179469266	2.542763016	0.048234536	0.224770852	-4.654721808	100287912
MRE11P1	1.302296865	1.179469266	2.542763016	0.048234536	0.224770852	-4.654721808	4362
LINC01565	1.302296865	1.179469266	2.542763016	0.048234536	0.224770852	-4.654721808	23434
IDI2	1.302296865	1.179469266	2.542763016	0.048234536	0.224770852	-4.654721808	91734
TAS2R42	1.302296865	1.179469266	2.542763016	0.048234536	0.224770852	-4.654721808	353164
TNFRSF25	1.311962764	3.583101287	2.540051605	0.048401229	0.225232064	-4.658391389	8718
LINC02614	1.164662947	2.991937704	2.539776044	0.048418204	0.225232064	-4.658764353	101927056
ZMYND15	1.389975	1.223308334	2.538074003	0.0485232	0.225452949	-4.661068102	84225
ARHGEF38	1.008109776	3.237279003	2.532292872	0.048881661	0.226390152	-4.668894161	54848
TREX2	1.738106374	2.39737402	2.53131845	0.04894236	0.226469508	-4.670213436	11219
HAP1	1.181440172	2.421337785	2.528256401	0.049133634	0.226982501	-4.674359492	9001
MEIOC	1.076984812	2.928467406	2.525560408	0.049302708	0.227546165	-4.678010313	284071
SLC9A3R1-AS1	1.578988531	1.846135933	2.525385601	0.049313693	0.227546165	-4.678247045	105371893
LINC01647	1.246354178	3.324273025	2.520237603	0.049638361	0.228441719	-4.685219383	101929181
SLFNL1	1.331648924	3.826424273	2.519523456	0.049683581	0.228472166	-4.686186717	200172
INA	2.112623213	2.886929305	2.519303052	0.049697546	0.228472166	-4.686485265	9118
SNORD62B	1.058862911	3.693382487	2.517934862	0.049784331	0.228722851	-4.688338607	692093
CRNN	2.056641667	1.964105808	2.516820673	0.049855125	0.228889827	-4.689847951	49860
LINC02202	1.065465738	2.451028703	2.515399305	0.049945595	0.229055987	-4.691773508	101927740
RNVU1-31	1.251629167	2.928111449	2.514813941	0.049982904	0.229169736	-4.692566542	115482718
