ID	logFC	AveExpr	t	P.Value	adj.P.Val	B
MAP3K20-AS1	2.112623213	2.446286607	5.770703872	0.001699233	0.037358023	-0.966022096
GLRX	-1.097190788	10.16566631	-5.769882358	0.001700382	0.037358023	-0.966773302
RP1L1	1.220792666	6.648771318	5.764196584	0.001708352	0.037473142	-0.971974783
CCNJL	1.11525297	5.459683891	5.757221423	0.00171819	0.037628779	-0.978361379
APOBEC3H	-1.938638979	2.497640323	-5.754187809	0.001722489	0.03769285	-0.981140927
FUT6	1.771040992	3.739601304	5.742820038	0.001738711	0.03793766	-0.991566961
GPR68	-2.463753372	4.013308655	-5.742474379	0.001739207	0.03793766	-0.99188424
USP43	-1.614943209	4.48390068	-5.739132892	0.00174401	0.0379624	-0.994952157
KYNU	-1.390367731	4.521777287	-5.734002402	0.001751416	0.038026781	-0.999665352
PGGHG	-1.454007833	4.239086322	-5.731001858	0.001755763	0.03806061	-1.002423386
SHOX2	1.245445702	5.772825899	5.729167096	0.001758428	0.038072125	-1.004110419
ELOVL7	2.242714216	4.100236421	5.727651421	0.001760633	0.038072125	-1.005504378
DNAJA4-DT	-2.268180579	3.996995168	-5.71738692	0.001775649	0.038318432	-1.014952249
IER5L	1.866056322	5.667375513	5.717003932	0.001776212	0.038318432	-1.015305025
FOXO1	1.359737891	6.159455403	5.709052207	0.001787952	0.038511136	-1.022633688
GAS5-AS1	2.661631036	3.323242159	5.704427211	0.001794821	0.038628778	-1.026899982
NTRK1	1.108990987	8.457989046	5.69848454	0.001803693	0.038758917	-1.032385745
CSGALNACT1	-1.162602982	6.565438618	-5.674825646	0.00183952	0.039436155	-1.05427019
GSAP	-1.509747152	5.840202739	-5.65723531	0.001866693	0.03948261	-1.070587547
LINC02255	-2.099736006	1.71653467	-5.656068341	0.001868513	0.03948261	-1.071671466
SNRPGP14	-1.528320834	0.764160417	-5.652057712	0.00187478	0.03948261	-1.075397998
TMEM51-AS1	1.528320834	0.764160417	5.652057712	0.00187478	0.03948261	-1.075397998
ST3GAL6-AS1	1.528320834	0.764160417	5.652057712	0.00187478	0.03948261	-1.075397998
TRDN	1.528320834	0.764160417	5.652057712	0.00187478	0.03948261	-1.075397998
CPXM2	1.528320834	0.764160417	5.652057712	0.00187478	0.03948261	-1.075397998
EIF4EBP2P2	1.528320834	0.764160417	5.652057712	0.00187478	0.03948261	-1.075397998
CES5AP1	1.528320834	0.764160417	5.652057712	0.00187478	0.03948261	-1.075397998
RPL12P17	1.528320834	0.764160417	5.652057712	0.00187478	0.03948261	-1.075397998
HMMR-AS1	-1.528320834	0.764160417	-5.652057712	0.00187478	0.03948261	-1.075397998
LINC02751	1.528320834	0.764160417	5.652057712	0.00187478	0.03948261	-1.075397998
LINC01150	-1.528320834	0.764160417	-5.652057712	0.00187478	0.03948261	-1.075397998
IPO9-AS1	1.307161312	4.39652022	5.649226433	0.001879219	0.03954575	-1.078029963
BSG-AS1	-1.016547687	6.128757324	-5.644962432	0.001885928	0.03959583	-1.081995731
BFSP1	-1.014764134	8.972576847	-5.633205687	0.001904569	0.039890127	-1.092942279
CCR5AS	-1.122405082	5.716093665	-5.625392966	0.001917075	0.039957363	-1.100226431
CCSER1	1.935784974	3.603522686	5.62531532	0.0019172	0.039957363	-1.100298863
DLGAP1-AS2	-1.52163114	6.999112048	-5.624683291	0.001918216	0.039957363	-1.100888482
PRSS57	-3.871569948	2.709761006	-5.623188756	0.001920621	0.039957363	-1.102282937
LRRC28	1.058968925	6.219874141	5.61646036	0.001931491	0.040103616	-1.108564337
TNFSF18	-3.854080808	2.701016436	-5.613834483	0.001935752	0.040103616	-1.111017349
FRRS1L	-1.328938615	6.515993929	-5.61252536	0.001937881	0.040103616	-1.112240624
IER3-AS1	1.708356922	3.392415076	5.607068152	0.001946784	0.040166687	-1.117342349
SNHG19	1.858941477	5.962531875	5.603039007	0.001953387	0.040212228	-1.121111503
ADAM8	-1.1174281	6.880364045	-5.599796883	0.00195872	0.040277918	-1.124145945
SNORD46	2.520747475	2.122027904	5.596345354	0.001964415	0.040308284	-1.127377874
TNFRSF14-AS1	-1.126231471	6.547491699	-5.595750916	0.001965398	0.040308284	-1.127934647
CCDC137P	-2.531174838	3.786334894	-5.592994134	0.001969963	0.040371743	-1.13051735
STX1B	-1.65163199	4.664054013	-5.590898342	0.001973442	0.040382723	-1.132481462
TSPOAP1	1.02167037	10.75917239	5.586544674	0.001980692	0.040500875	-1.136563403
RPSAP36	2.36425238	1.848792857	5.585144464	0.00198303	0.040518495	-1.137876743
CYCSP24	-2.043094339	1.354880503	-5.583358318	0.001986018	0.040536858	-1.139552446
NINJ2	-1.501842678	4.761373538	-5.58284119	0.001986884	0.040536858	-1.140037675
RGL3	-1.274607378	5.275930149	-5.580038471	0.001991584	0.040572428	-1.142668114
ARC	4.185182591	3.533233994	5.57521923	0.001999697	0.040604985	-1.147193506
ATP1B1	1.155012815	7.074242562	5.574141241	0.002001517	0.040604985	-1.148206179
TBC1D10C	-1.0753797	6.14298438	-5.572802121	0.00200378	0.040609844	-1.149464371
KLHL6	-1.014812446	9.511268764	-5.570046686	0.002008447	0.040634095	-1.152054017
PNPLA3	-1.025356579	5.529946193	-5.569473528	0.002009419	0.040634095	-1.152592813
NSG1	1.773976032	1.220321349	5.564459701	0.002017948	0.040686628	-1.157307877
ZNF257	-1.124798505	2.147361753	-5.559704304	0.002026075	0.040770238	-1.161782932
FRG2	2.723308334	1.889975	5.559426356	0.002026552	0.040770238	-1.162044585
SNORD3B-1	1.660556059	4.43003857	5.552907881	0.002037758	0.040935658	-1.168183804
TSPAN10	-1.139203814	3.612696246	-5.547592332	0.002046949	0.040981169	-1.173194188
CBWD4P	2.479135104	2.101221719	5.546384388	0.002049044	0.040982378	-1.174333297
RGS14	-2.128526569	4.953004619	-5.54467167	0.002052019	0.041011993	-1.175948744
MIR17HG	1.246472358	5.899579167	5.542507018	0.002055787	0.041027527	-1.177991005
C4orf45	-2.694640828	3.706258946	-5.541465248	0.002057603	0.041033926	-1.178974091
AZGP1	-2.595886275	4.148192066	-5.533660027	0.002071268	0.041276451	-1.186344149
SRP68P2	-1.440642698	1.915308849	-5.532240345	0.002073765	0.041291178	-1.187685536
KLF5	1.236337598	7.242562044	5.531529426	0.002075017	0.041291178	-1.188357347
ASB14	2.231948869	4.196238212	5.515655266	0.002103194	0.041730831	-1.203375513
IFITM3	-1.813665075	4.612929948	-5.502265042	0.002127307	0.042057222	-1.216069395
CCDC40	-1.04140713	5.160697097	-5.495245921	0.002140075	0.042188064	-1.222732913
EVI2B	-1.782741613	4.827692198	-5.486711216	0.002155719	0.042337755	-1.230843975
MIR222HG	1.356796443	3.088004451	5.485218905	0.002158468	0.042337755	-1.232263197
CAPN12	-2.132003969	5.042421454	-5.479540728	0.002168965	0.042453288	-1.237665962
CD70	-1.234804216	6.357326625	-5.477854693	0.002172093	0.042453288	-1.239271037
SLC25A23	-1.287022418	7.500299646	-5.468366147	0.002189796	0.0427096	-1.24831097
FBXL13	1.215505724	4.607635441	5.467897949	0.002190674	0.0427096	-1.24875734
UBE2V2P3	1.666666667	0.833333333	5.462156078	0.002201473	0.042753452	-1.254233877
MAD2L1P1	1.666666667	0.833333333	5.462156078	0.002201473	0.042753452	-1.254233877
CACNA1C-AS2	-1.666666667	1.166666667	-5.462156078	0.002201473	0.042753452	-1.254233877
LINC01031	1.666666667	1.166666667	5.462156078	0.002201473	0.042753452	-1.254233877
HEG1	1.200559965	4.043545429	5.460562168	0.002204482	0.042781604	-1.255754906
FRMD6	1.235459091	4.060994992	5.458431322	0.002208511	0.042829515	-1.257788846
PLEKHG1	-1.133626479	3.202443438	-5.457283283	0.002210686	0.042834956	-1.258884924
CARD16	-1.247033351	5.885061624	-5.453529308	0.002217814	0.042834956	-1.26247021
F13B	1.992426641	0.996213321	5.447081601	0.002230119	0.042834956	-1.268632545
SV2C	1.992426641	0.996213321	5.447081601	0.002230119	0.042834956	-1.268632545
FTLP15	1.992426641	0.996213321	5.447081601	0.002230119	0.042834956	-1.268632545
ADM-DT	1.992426641	0.996213321	5.447081601	0.002230119	0.042834956	-1.268632545
H3P37	1.992426641	0.996213321	5.447081601	0.002230119	0.042834956	-1.268632545
CLEC17A	1.992426641	0.996213321	5.447081601	0.002230119	0.042834956	-1.268632545
SUN3	-1.992426641	0.996213321	-5.447081601	0.002230119	0.042834956	-1.268632545
RPS12P20	-1.992426641	0.996213321	-5.447081601	0.002230119	0.042834956	-1.268632545
HPN-AS1	-1.992426641	0.996213321	-5.447081601	0.002230119	0.042834956	-1.268632545
TRIM6	-1.824395267	4.080139546	-5.430058014	0.002262989	0.04332839	-1.284929215
CD276	1.020268572	8.083056611	5.427161279	0.002268637	0.043352142	-1.287706096
DIPK1B	1.450327368	5.372851754	5.426213101	0.00227049	0.043355247	-1.288615286
PLXDC2	1.424640907	4.029415359	5.414012674	0.002294484	0.043603136	-1.300324727
LAX1	-1.637056797	6.605797309	-5.411133659	0.002300188	0.043681295	-1.303090777
DEGS2	-1.748848761	3.737329259	-5.403142312	0.002316109	0.043922846	-1.310774366
FAM95C	-1.265374355	3.116424215	-5.397098407	0.002328235	0.044043577	-1.316591183
ALOXE3P1	-1.818673663	4.054907346	-5.396770193	0.002328896	0.044043577	-1.316907205
IL2RB	-1.473059792	4.456487008	-5.393673712	0.002335139	0.044075674	-1.319889371
SYBU	-1.63074794	4.441135348	-5.378142454	0.002366746	0.044513958	-1.33486664
ITPR1-DT	2.794087919	1.925364793	5.374054456	0.002375147	0.044620486	-1.338814202
LINC02204	2.881285397	3.830617699	5.370518977	0.002382441	0.044686639	-1.342230037
ENTPD4-DT	-1.563959235	4.072101191	-5.363505885	0.002396985	0.044867448	-1.349010773
MAP3K15	-1.562353563	3.719103845	-5.362481311	0.002399119	0.044876772	-1.350001956
ZNF385B	-1.935784974	2.357867487	-5.342802009	0.002440527	0.04520381	-1.369067338
JAML	2.251629167	1.125814584	5.342622286	0.002440909	0.04520381	-1.369241695
EPB41L5	1.439513166	6.052620059	5.328008304	0.0024722	0.045560546	-1.383433961
GNB1L	1.105280255	4.757390037	5.32322582	0.002482541	0.045697255	-1.388084711
MIR3143	2.902453044	2.451226522	5.317676528	0.002494603	0.045819538	-1.393485031
KLLN	1.710232651	3.838877897	5.303127939	0.002526547	0.046286738	-1.407662893
TCEAL2	2.61724968	1.836945674	5.298936735	0.002535838	0.046326539	-1.41175263
PPP1R13B	1.309981095	4.906619715	5.298008335	0.002537901	0.046326539	-1.412658877
ERRFI1	1.60230227	5.49895699	5.297238072	0.002539614	0.046326539	-1.41341085
LRRC8B	1.004997185	7.134573912	5.295738841	0.002542953	0.046335433	-1.414874712
CREB3L3	-1.91637242	8.759273106	-5.290694076	0.002554224	0.046479082	-1.41980271
TTC39A	-1.041147379	6.171001928	-5.282800602	0.002571976	0.046616636	-1.427520436
H3C8	1.713459803	4.623132574	5.271460433	0.002597729	0.046990305	-1.438622986
COTL1	1.06962103	7.121642992	5.255812894	0.002633756	0.047423164	-1.453971499
LSMEM1	1.437886826	3.762037752	5.253022173	0.002640242	0.04746748	-1.456712409
CST7	-2.586668612	3.836453179	-5.252521834	0.002641407	0.04746748	-1.457203931
SYTL1	-2.123812898	5.401190559	-5.251542448	0.002643688	0.047477392	-1.458166156
SP6	1.113267269	7.123175859	5.248995928	0.002649632	0.047490886	-1.460668672
AREG	1.421127662	7.000112077	5.241659014	0.002666842	0.047705875	-1.467883773
SYCP1	-3.328613979	2.330973656	-5.233652318	0.002685771	0.047981928	-1.475765966
TSPAN18	-1.870992292	4.290410401	-5.220292159	0.002717703	0.048363482	-1.488937993
IGFL2	-2.483344307	3.479753993	-5.204665107	0.002755611	0.048967572	-1.50437618
SAMD10	-1.611896237	5.534859215	-5.20134312	0.002763748	0.049013592	-1.507662361
GAS2L2	-2.15368029	4.540945953	-5.185540458	0.002802838	0.04940026	-1.52331557
GALNTL6	-1.021348523	5.702599455	-5.185488955	0.002802967	0.04940026	-1.523366642
GAREM1	1.045220726	4.168156342	5.178068971	0.002821542	0.049652273	-1.530728427
ALOX5	-1.062615287	7.077028505	-5.175948171	0.002826877	0.049662187	-1.532833994
HNRNPA1P20	2.560608013	1.80862484	5.169920703	0.002842104	0.049833984	-1.538821574
IRF7	1.231510109	6.33407719	5.1628147	0.002860178	0.050023036	-1.545887027
SNORD83A	1.222672747	4.203754812	5.156937577	0.002875226	0.050064725	-1.551735913
RNU6ATAC	1.17749836	4.21680602	5.155304392	0.002879424	0.050085102	-1.553362104
C16orf54	-1.762387559	4.206953754	-5.1505866	0.002891591	0.050188581	-1.558061775
YEATS2-AS1	1.359334171	3.533747893	5.14272997	0.002911984	0.050362631	-1.565895103
CERKL	-1.130772474	3.952010016	-5.13264729	0.002938399	0.050516642	-1.575960483
SELP	1.50660031	4.76821203	5.130177614	0.002944912	0.050570286	-1.578428085
LYZ	-1.32916732	6.187671084	-5.128561331	0.002949183	0.050574688	-1.580043471
GTF3C6P2	-1.177260821	3.739034114	-5.127378234	0.002952313	0.050574688	-1.581226141
ZSCAN23	1.654491375	3.657863386	5.123776402	0.002961869	0.050608117	-1.584827882
COL9A2	-1.45625847	6.450379745	-5.119618865	0.002972942	0.050700463	-1.588987567
FZD4	-2.215338835	4.580286922	-5.118282781	0.002976511	0.050700463	-1.590324855
KRT1	-2.567497792	3.642687429	-5.112532595	0.002991927	0.050899864	-1.59608307
RPL23AP95	-2.259491441	3.965677267	-5.101771654	0.003021026	0.051331246	-1.606871476
GRIN2C	1.125088384	4.929103044	5.097991166	0.003031326	0.051454519	-1.610665465
MPC1-DT	2.254711464	4.3789849	5.097732881	0.003032031	0.051454519	-1.610924745
BNIPL	1.172928475	4.587402576	5.091198194	0.003049935	0.051603026	-1.617487735
MAPK13	-1.133647556	5.519548882	-5.091107609	0.003050184	0.051603026	-1.617578755
ZNF460	1.318968765	5.778851619	5.085998725	0.003064269	0.051741595	-1.622714008
CDHR4	-1.635630199	3.120111964	-5.079402536	0.003082564	0.051879781	-1.629349667
SLC10A4	-1.38029033	6.760673216	-5.07669769	0.003090103	0.051926218	-1.632072468
GOLGA2P10	1.109375816	8.113859547	5.074060185	0.003097474	0.052012983	-1.634728472
IRF1-AS1	-1.323951875	7.050094942	-5.062421616	0.003130246	0.052440225	-1.646460372
DYNLT3	1.141298608	6.848711666	5.059332092	0.003139013	0.052522958	-1.649577878
AKAP4	-1.635453754	5.891035134	-5.057698336	0.00314366	0.052534491	-1.651226975
VSIR	-1.317940317	5.561998096	-5.05739907	0.003144512	0.052534491	-1.651529092
KCNN2	2.409331353	4.247760015	5.056399622	0.00314736	0.052534491	-1.652538154
RNU2-63P	1	2.223308334	5.054668807	0.003152299	0.052580576	-1.65428595
MIRLET7I	1.935784974	1.30122582	5.052922646	0.00315729	0.052604249	-1.656049671
TMEM86B	-1.934064406	4.081797505	-5.05188451	0.003160262	0.052621814	-1.657098451
TOP3B	1.056641667	3.571415173	5.045244491	0.003179347	0.052843406	-1.663810152
AFDN-DT	2.502598213	2.307940774	5.041895548	0.003189023	0.052903163	-1.667197613
ZNF322P1	1.01963123	3.558883923	5.035677874	0.003207078	0.053079271	-1.673491007
EIF4EP1	-1.087678135	2.5128026	-5.024177657	0.003240784	0.05346377	-1.685145701
SQOR	-1.07107999	6.837719439	-5.023105276	0.003243948	0.05346377	-1.686233442
FTLP3	1.469650912	5.441895362	5.019522772	0.003254543	0.053488587	-1.689868444
MUC13	-1.181440172	2.175682587	-5.015454076	0.003266625	0.053511801	-1.69399897
MPZL2	2.697585714	1.348792857	5.015037666	0.003267864	0.053511801	-1.694421841
STKLD1	-1.441534076	4.078814192	-5.014886896	0.003268313	0.053511801	-1.694574956
UNC5CL	-1.179793822	6.706968685	-4.990131832	0.003342989	0.054338133	-1.719758915
ABCC9	2.343249114	1.699945391	4.98848603	0.003348023	0.054362787	-1.721436323
CELA2A	1.598044838	3.749605433	4.986086884	0.003355377	0.054417797	-1.723882236
CARMIL3	-1.849478875	2.560369636	-4.971835547	0.003399447	0.054840818	-1.738428297
CELF3	-1.037033161	7.378200151	-4.955759084	0.003449964	0.055159336	-1.754872061
FAM245A	-1.773976032	0.886988016	-4.955703676	0.003450139	0.055159336	-1.7549288
MIR3917	1.773976032	0.886988016	4.955703676	0.003450139	0.055159336	-1.7549288
TREHP1	1.773976032	0.886988016	4.955703676	0.003450139	0.055159336	-1.7549288
DUXAP10	-1.773976032	0.886988016	-4.955703676	0.003450139	0.055159336	-1.7549288
SLC25A43	-1.0023272	5.584411296	-4.955320796	0.003451353	0.055159336	-1.755320881
KIAA1671	-1.306055305	5.170183637	-4.947389669	0.003476605	0.055465996	-1.763447337
C12orf57	1.21845061	4.1261409	4.943637359	0.003488626	0.055576045	-1.7672952
WT1	-1.000886184	6.321096088	-4.936221203	0.003512526	0.055844274	-1.774906152
MAP4K1	-2.40960623	3.140588089	-4.926400048	0.003544467	0.056241627	-1.784997428
DRD2	-2.543118873	1.79988027	-4.92529104	0.003548095	0.056246832	-1.786137809
NAP1L3	1.232573121	3.26183254	4.924460948	0.003550813	0.056256779	-1.7869915
ACP5	-2.265195048	5.121192286	-4.922949319	0.003555769	0.056256779	-1.788546357
SH2D3C	-1.004869463	5.554831069	-4.922937956	0.003555806	0.056256779	-1.788558046
MEIS1	1.114880659	5.524144351	4.922597836	0.003556923	0.056256779	-1.788907938
SLAMF7	-1.459503874	2.560369636	-4.907183191	0.003607938	0.056794545	-1.804782956
IFIT2	-1.252075275	6.73596975	-4.904417861	0.003617179	0.056874578	-1.807634496
CHRNE	-2.279034088	1.667837878	-4.885724963	0.003680366	0.057404746	-1.826939096
RNA5SP195	1.871569948	1.602451641	4.88530405	0.003681803	0.057404746	-1.827374364
STBD1	-1.044917288	5.805593678	-4.881487911	0.003694864	0.057445189	-1.831321818
MYT1	-1.938798651	4.614945305	-4.87876608	0.003704212	0.05744665	-1.834138595
ARL11	-2.981619482	2.793106606	-4.877558405	0.003708369	0.05744665	-1.835388742
FLJ20021	1.082962014	6.901748313	4.877030176	0.003710188	0.05744665	-1.835935614
THEM5	-2.016543589	3.556223858	-4.876589986	0.003711706	0.05744665	-1.83639137
RHBDL3	2.940272394	2.772433062	4.872024753	0.003727483	0.057625835	-1.841119699
CCDC173	-1.33013276	7.091370448	-4.87049306	0.003732794	0.057675445	-1.842706789
NME2P1	-2.066557448	1.894932891	-4.867458376	0.003743341	0.057690481	-1.845852233
ZNF280C	1.048162229	6.333578126	4.865296578	0.003750876	0.057700292	-1.848093746
HOXB7	-1.687888542	5.412668343	-4.858284506	0.003775437	0.057942817	-1.855369047
AGAP7P	-1.329687503	6.358116447	-4.855935537	0.003783706	0.058014845	-1.857807789
LINC01003	1.096959886	4.912732323	4.854135845	0.003790055	0.058014845	-1.859676805
CHTF8	1.102860024	4.843218479	4.853937173	0.003790757	0.058014845	-1.859883158
HMGN1P17	-2.929691858	4.369594435	-4.852159078	0.003797043	0.058014845	-1.861730257
MAFB	1.638347112	6.954411848	4.847011838	0.003815309	0.058135579	-1.86707984
PHYHD1	-1.707674675	3.999407852	-4.844016892	0.003825984	0.058230078	-1.870194291
PTPRR	-2.049068308	3.326831019	-4.840532471	0.003838447	0.058290437	-1.87381939
LNC-LBCS	2.009915781	1.866612057	4.839461255	0.003842288	0.058311228	-1.87493421
DRC7	-1.269159063	5.143371855	-4.832879903	0.003865982	0.058417628	-1.881787117
TSKS	-2.159937251	5.332848505	-4.830743224	0.003873711	0.058502199	-1.884013313
RNU6-125P	-1.01963123	1.899790615	-4.825739204	0.003891881	0.05863792	-1.889229582
EPCAM-DT	-1.01963123	1.899790615	-4.825739204	0.003891881	0.05863792	-1.889229582
CNBD2	1.01963123	1.899790615	4.825739204	0.003891881	0.05863792	-1.889229582
WASL-DT	1.19910294	6.023469739	4.824740518	0.003895519	0.05863792	-1.890271064
SNORD104	1.008687432	3.806640581	4.822927419	0.003902133	0.058697568	-1.892162231
RPL3L	2.056641667	3.266402673	4.822482288	0.003903759	0.058697568	-1.892626602
SLC25A24	1.475308605	4.583070041	4.819797933	0.003913581	0.058725609	-1.895427593
HM13-AS1	1.11388753	4.361838844	4.819633304	0.003914185	0.058725609	-1.895599409
NAT14	-1.051857998	7.163785743	-4.812854057	0.003939121	0.05888283	-1.902678059
MAP3K9	1.801232162	5.358237768	4.792505041	0.004015075	0.059331	-1.923966089
MARVELD2	-2.023723265	5.075445183	-4.790433651	0.0040229	0.059414645	-1.926136459
LINC02783	1.881285397	0.940642698	4.783972612	0.004047423	0.059578942	-1.932910271
MALL	1.881285397	0.940642698	4.783972612	0.004047423	0.059578942	-1.932910271
HCN4	1.881285397	0.940642698	4.783972612	0.004047423	0.059578942	-1.932910271
ADA	-1.138882251	3.505226099	-4.782887746	0.004051557	0.059581343	-1.934048254
ZNF334	1.345151442	5.973108252	4.770953094	0.004097362	0.060029744	-1.946578633
GDF9	1.310186501	4.688318769	4.766847668	0.004113256	0.060091743	-1.950893813
RAB37	-1.175864368	5.897946943	-4.764479528	0.004122456	0.06017251	-1.953384071
SDC3	-1.196019671	7.473844964	-4.760708988	0.004137154	0.060323143	-1.957350747
PDE7A-DT	1.722104583	3.409004355	4.752834016	0.004168045	0.06063973	-1.965642095
RIIAD1	-1.76180074	2.654876401	-4.75235458	0.004169934	0.06063973	-1.966147175
SGCG	-2.269118307	1.662879987	-4.749577123	0.004180899	0.060681368	-1.969073856
SRARP	1.635630199	0.817815099	4.73842195	0.004225269	0.060681368	-1.980839799
CACNA2D3	1.635630199	0.817815099	4.73842195	0.004225269	0.060681368	-1.980839799
UPK1B	1.635630199	0.817815099	4.73842195	0.004225269	0.060681368	-1.980839799
HMGN2P25	1.635630199	0.817815099	4.73842195	0.004225269	0.060681368	-1.980839799
ADGRL3	1.635630199	0.817815099	4.73842195	0.004225269	0.060681368	-1.980839799
USP26	1.635630199	0.817815099	4.73842195	0.004225269	0.060681368	-1.980839799
ADRB3	1.635630199	0.817815099	4.73842195	0.004225269	0.060681368	-1.980839799
LINC02908	1.635630199	0.817815099	4.73842195	0.004225269	0.060681368	-1.980839799
ST13P11	1.635630199	0.817815099	4.73842195	0.004225269	0.060681368	-1.980839799
LINC01065	1.635630199	0.817815099	4.73842195	0.004225269	0.060681368	-1.980839799
HOMER2P1	1.635630199	0.817815099	4.73842195	0.004225269	0.060681368	-1.980839799
GOLGA6L6	1.635630199	0.817815099	4.73842195	0.004225269	0.060681368	-1.980839799
MIR3194	1.635630199	0.817815099	4.73842195	0.004225269	0.060681368	-1.980839799
LINC02373	-1.635630199	0.817815099	-4.73842195	0.004225269	0.060681368	-1.980839799
LRG1	-2.628014431	3.175661382	-4.72912304	0.00426267	0.061018224	-1.990661852
HIF3A	-2.107309365	3.574402157	-4.728262432	0.004266151	0.061036208	-1.991571521
SYNM	1.94774752	5.356275402	4.72600266	0.004275306	0.061103474	-1.993960637
ARAP1-AS2	-2.485109073	2.242554537	-4.721909943	0.004291944	0.061215419	-1.998289528
SNCG	-1.479135104	2.903518584	-4.703785958	0.004366525	0.062012071	-2.017489109
NUDT11	2.440642698	2.276963016	4.698766961	0.00438744	0.062220026	-2.022814553
ACE	1.367343724	5.578387165	4.695286719	0.004402011	0.062350918	-2.026509478
EEF1A1P24	-1.742939563	1.204803115	-4.69493502	0.004403487	0.062350918	-2.026882971
ARHGEF15	1.742939563	1.204803115	4.69493502	0.004403487	0.062350918	-2.026882971
TSSK5P	-1.138550887	5.177462454	-4.684155251	0.00444899	0.062679691	-2.038339648
BDH2	-1.423662176	4.835030204	-4.674008416	0.004492316	0.063087844	-2.049139384
SERPINB9	1.008110896	8.169928563	4.669597469	0.004511301	0.063322057	-2.05383892
LGALS9DP	-1.528320834	1.09749375	-4.665989156	0.004526901	0.063508526	-2.057685457
MIR7-3HG	2.535776771	1.267888386	4.664200754	0.004534655	0.063552332	-2.059592648
ITGA9	2.100184815	5.155519585	4.660300625	0.004551619	0.063692487	-2.063753479
CXCL8	-1.638559394	4.621879314	-4.65581157	0.004571234	0.063870464	-2.068545402
CATIP	-1.773084654	3.666492328	-4.649685836	0.004598158	0.064082305	-2.075089262
RNLS	-1.003302517	5.786737201	-4.643438656	0.004625804	0.064342075	-2.08176861
PHLDA1	1.089644315	7.447654798	4.63770777	0.004651332	0.064530407	-2.08790106
FAM110D	-1.453298648	2.557267023	-4.629829265	0.004686692	0.064895867	-2.096339603
ACTR3C	-2.153143873	1.938226103	-4.62543476	0.004706549	0.065017586	-2.101050509
NFIL3	1.312592596	6.162114331	4.624240392	0.004711963	0.065017586	-2.10233137
TDH-AS1	1.697527638	3.792004731	4.622861232	0.004718223	0.065029011	-2.103810667
TRPM3	2.163951032	2.138617183	4.618868392	0.004736401	0.065083411	-2.108095023
WHRN	1.033178558	3.70400342	4.617219358	0.004743931	0.065121673	-2.109865146
DSG2	-1.195504317	5.492923939	-4.613586492	0.00476057	0.065229559	-2.113766209
GIPR	-1.062025134	7.571966604	-4.606968877	0.004791052	0.065506361	-2.120877439
PKD1P5	1.002862964	7.246606356	4.603267737	0.004808198	0.065610026	-2.124857506
RGS4	1.314952815	2.488094106	4.596090683	0.004841647	0.065968044	-2.132581279
MORC4	1.004794765	6.631405522	4.595524465	0.004844297	0.065971397	-2.133190958
MLF1	1.704645018	4.739581875	4.592337508	0.004859245	0.066070645	-2.136623427
FOSL1P1	1.830617699	1.248642183	4.584101946	0.004898119	0.066365374	-2.145500473
VCX3B	1.830617699	1.248642183	4.584101946	0.004898119	0.066365374	-2.145500473
RALY-AS1	1.040170936	5.980013626	4.58329178	0.004901962	0.066365374	-2.146374294
LINC02608	1.453835066	4.362547732	4.578394528	0.004925268	0.066527184	-2.151658416
TNXA	-1.866571228	5.832781494	-4.578262915	0.004925896	0.066527184	-2.151800475
NETO2	-1.300201736	5.254694598	-4.573564098	0.004948381	0.066661027	-2.156873961
C2CD2	-1.62485278	5.806074002	-4.572415186	0.004953896	0.066702584	-2.158114988
SEMA4F	1.444633579	2.640612623	4.56823155	0.00497404	0.066908157	-2.162635723
CELF2-AS1	1.071530422	3.882528451	4.56425729	0.004993263	0.067100949	-2.166932645
SLC25A27	1.658535632	4.790657989	4.563589634	0.004996501	0.067111593	-2.167654739
H3C12	1.103595846	4.389871559	4.560996833	0.005009097	0.067247868	-2.170459583
ZNRD2-DT	1.027487387	4.901836506	4.558460903	0.005021453	0.067265776	-2.173203882
TMPRSS4	-2.810472414	3.69535778	-4.557882366	0.005024276	0.067265776	-2.173830091
MAP1A	1.152352505	10.41519279	4.557705665	0.005025139	0.067265776	-2.174021362
TNFSF10	-1.247876441	4.03951842	-4.554931096	0.005038708	0.067348855	-2.17702533
MMP19	-1.130772474	2.534349769	-4.550395036	0.005060983	0.067446968	-2.181938921
CD300A	-2.821628683	4.329110176	-4.550332677	0.00506129	0.067446968	-2.182006492
SPICE1	1.232794774	5.30894747	4.549435041	0.005065712	0.067446968	-2.182979212
ABCC11	-1.533634682	2.59743504	-4.546981093	0.005077822	0.067542668	-2.185639043
ABCA4	-1.117505472	2.935180408	-4.538026433	0.005122297	0.067969509	-2.195352675
NRBF2P5	2.113283334	1.056641667	4.530393464	0.00516056	0.068226125	-2.203642124
C5orf58	-1.968963532	0.984481766	-4.529453995	0.005165292	0.068226125	-2.204663001
TLR2	-1.968963532	0.984481766	-4.529453995	0.005165292	0.068226125	-2.204663001
SVIL2P	1.861654167	0.930827083	4.522713062	0.005199391	0.068483681	-2.211991949
SH3GL3	3.097440544	1.548720272	4.504148577	0.005294643	0.069384098	-2.232211262
TMEM238	-1.184180341	2.668363067	-4.500818038	0.005311942	0.069544376	-2.235844189
SERPINI1	1.056605863	6.916806467	4.49618108	0.005336135	0.069794515	-2.24090494
